,Source (B)
486,"https://www.ted.com/talks/willard_wigan_hold_your_breath_for_micro_sculpture
"
490,"https://www.ted.com/talks/emmanuel_jal_the_music_of_a_war_child
"
500,"https://www.ted.com/talks/james_balog_time_lapse_proof_of_extreme_ice_loss
"
501,"https://www.ted.com/talks/lewis_pugh_swims_the_north_pole
"
507,"https://www.ted.com/talks/imogen_heap_wait
"
510,"https://www.ted.com/talks/william_kamkwamba_how_i_harnessed_the_wind
"
513,"https://www.ted.com/talks/parag_khanna_maps_the_future_of_countries
"
535,"https://www.ted.com/talks/becky_blanton_the_year_i_was_homeless
"
547,"https://www.ted.com/talks/hans_rosling_asia_s_rise_how_and_when
"
564,"https://www.ted.com/talks/charles_anderson_discovers_dragonflies_that_cross_oceans
"
579,"https://www.ted.com/talks/david_blaine_how_i_held_my_breath_for_17_min
"
603,"https://www.ted.com/talks/raghava_kk_five_lives_of_an_artist
"
606,"https://www.ted.com/talks/gary_flake_is_pivot_a_turning_point_for_web_exploration
"
626,"https://www.ted.com/talks/kirk_citron_and_now_the_real_news
"
645,"https://www.ted.com/talks/roz_savage_why_i_m_rowing_across_the_pacific
"
669,"https://www.ted.com/talks/brian_skerry_reveals_ocean_s_glory_and_horror
"
682,"https://www.ted.com/talks/ananda_shankar_jayant_fights_cancer_with_a_dance
"
691,"https://www.ted.com/talks/carter_emmart_demos_a_3d_atlas_of_the_universe
"
694,"https://www.ted.com/talks/ellen_gustafson_obesity_hunger_1_global_food_issue
"
696,"https://www.ted.com/talks/hans_rosling_on_global_population_growth
"
700,"https://www.ted.com/talks/elif_shafak_the_politics_of_fiction
"
710,"https://www.ted.com/talks/lewis_pugh_s_mind_shifting_mt_everest_swim
"
718,"https://www.ted.com/talks/lee_hotz_inside_an_antarctic_time_machine
"
726,"https://www.ted.com/talks/rachel_sussman_the_world_s_oldest_living_things
"
729,"https://www.ted.com/talks/carne_ross_an_independent_diplomat
"
758,"https://www.ted.com/talks/dianna_cohen_tough_truths_about_plastic_pollution
"
765,"https://www.ted.com/talks/miwa_matreyek_s_glorious_visions
"
778,"https://www.ted.com/talks/shimon_schocken_s_rides_of_hope
"
783,"https://www.ted.com/talks/jason_fried_why_work_doesn_t_happen_at_work
"
785,"https://www.ted.com/talks/birke_baehr_what_s_wrong_with_our_food_system
"
800,"https://www.ted.com/talks/brene_brown_on_vulnerability
"
810,"https://www.ted.com/talks/elizabeth_lesser_take_the_other_to_lunch
"
813,"https://www.ted.com/talks/charity_tilleman_dick_singing_after_a_double_lung_transplant
"
817,"https://www.ted.com/talks/martin_jacques_understanding_the_rise_of_china
"
821,"https://www.ted.com/talks/bruce_feiler_the_council_of_dads
"
826,"https://www.ted.com/talks/suheir_hammad_poems_of_war_peace_women_power
"
827,"https://www.ted.com/talks/nigel_marsh_how_to_make_work_life_balance_work
"
852,"https://www.ted.com/talks/janna_levin_the_sound_the_universe_makes
"
867,"https://www.ted.com/talks/stanley_mcchrystal
"
871,"https://www.ted.com/talks/caroline_casey_looking_past_limits
"
872,"https://www.ted.com/talks/jackson_browne_if_i_could_be_anywhere
"
892,"https://www.ted.com/talks/sean_carroll_distant_time_and_the_hint_of_a_multiverse
"
894,"https://www.ted.com/talks/paul_nicklen_tales_of_ice_bound_wonderlands
"
906,"https://www.ted.com/talks/shirin_neshat_art_in_exile
"
911,"https://www.ted.com/talks/aaron_o_connell_making_sense_of_a_visible_quantum_object
"
922,"https://www.ted.com/talks/camille_seaman_haunting_photos_of_ice
"
937,"https://www.ted.com/talks/simon_lewis_don_t_take_consciousness_for_granted
"
940,"https://www.ted.com/talks/maajid_nawaz_a_global_culture_to_fight_extremism
"
944,"https://www.ted.com/talks/thandie_newton_embracing_otherness_embracing_myself
"
957,"https://www.ted.com/talks/eve_ensler
"
964,"https://www.ted.com/talks/svante_paeaebo_dna_clues_to_our_inner_neanderthal
"
984,"https://www.ted.com/talks/jarreth_merz_filming_democracy_in_ghana
"
1001,"https://www.ted.com/talks/nathalie_miebach
"
1006,"https://www.ted.com/talks/hasan_elahi
"
1022,"https://www.ted.com/talks/phil_plait_how_to_defend_earth_from_asteroids
"
1026,"https://www.ted.com/talks/amy_purdy_living_beyond_limits
"
1032,"https://www.ted.com/talks/sarah_kay_how_many_lives_can_you_live
"
1042,"https://www.ted.com/talks/ramona_pierson_an_unexpected_place_of_healing
"
1048,"https://www.ted.com/talks/alberto_cairo_there_are_no_scraps_of_men
"
1050,"https://www.ted.com/talks/jane_fonda_life_s_third_act
"
1051,"https://www.ted.com/talks/paddy_ashdown_the_global_power_shift
"
1062,"https://www.ted.com/talks/sheena_iyengar_choosing_what_to_choose
"
1066,"https://www.ted.com/talks/diana_nyad_extreme_swimming_with_the_world_s_most_dangerous_jellyfish
"
1074,"https://www.ted.com/talks/danny_hillis_back_to_the_future_of_1994
"
1076,"https://www.ted.com/talks/neil_burgess_how_your_brain_tells_you_where_you_are
"
1090,"https://www.ted.com/talks/shilo_shiv_suleman_using_tech_to_enable_dreaming
"
1096,"https://www.ted.com/talks/daniel_pauly_the_ocean_s_shifting_baseline
"
1127,"https://www.ted.com/talks/lucy_mcrae_how_can_technology_transform_the_human_body
"
1148,"https://www.ted.com/talks/gary_kovacs_tracking_the_trackers
"
1158,"https://www.ted.com/talks/jean_baptiste_michel_the_mathematics_of_history
"
1162,"https://www.ted.com/talks/michael_mcdaniel_cheap_effective_shelter_for_disaster_relief
"
1163,"https://www.ted.com/talks/nathan_wolfe_what_s_left_to_explore
"
1177,"https://www.ted.com/talks/diane_kelly_what_we_didn_t_know_about_penis_anatomy
"
1197,"https://www.ted.com/talks/rives_reinventing_the_encyclopedia_game
"
1200,"https://www.ted.com/talks/elyn_saks_seeing_mental_illness
"
1223,"https://www.ted.com/talks/ramesh_raskar_a_camera_that_takes_one_trillion_frames_per_second
"
1239,"https://www.ted.com/talks/caitria_and_morgan_o_neill_how_to_step_up_in_the_face_of_disaster
"
1245,"https://www.ted.com/talks/antony_gormley_sculpted_space_within_and_without
"
1254,"https://www.ted.com/talks/tristram_stuart_the_global_food_waste_scandal
"
1257,"https://www.ted.com/talks/andrew_blum_what_is_the_internet_really
"
1259,"https://www.ted.com/talks/ed_gavagan_a_story_about_knots_and_surgeons
"
1265,"https://www.ted.com/talks/bahia_shehab_a_thousand_times_no
"
1282,"https://www.ted.com/talks/ryan_merkley_online_video_annotated_remixed_and_popped
"
1289,"https://www.ted.com/talks/sanjay_pradhan_how_open_data_is_changing_international_aid
"
1299,"https://www.ted.com/talks/arunachalam_muruganantham_how_i_started_a_sanitary_napkin_revolution
"
1310,"https://www.ted.com/talks/janine_shepherd_a_broken_body_isn_t_a_broken_person
"
1317,"https://www.ted.com/talks/lemon_andersen_performs_please_don_t_take_my_air_jordans
"
1335,"https://www.ted.com/talks/andy_puddicombe_all_it_takes_is_10_mindful_minutes
"
1341,"https://www.ted.com/talks/janine_di_giovanni_what_i_saw_in_the_war
"
1347,"https://www.ted.com/talks/io_tillett_wright_fifty_shades_of_gay
"
1350,"https://www.ted.com/talks/tyler_dewitt_hey_science_teachers_make_it_fun
"
1351,"https://www.ted.com/talks/cesar_kuriyama_one_second_every_day
"
1360,"https://www.ted.com/talks/keith_chen_could_your_language_affect_your_ability_to_save_money
"
1373,"https://www.ted.com/talks/shane_koyczan_to_this_day_for_the_bullied_and_beautiful
"
1381,"https://www.ted.com/talks/hyeonseo_lee_my_escape_from_north_korea
"
1386,"https://www.ted.com/talks/richard_turere_a_peace_treaty_with_the_lions
"
1392,"https://www.ted.com/talks/ken_jennings_watson_jeopardy_and_me_the_obsolete_know_it_all
"
1400,"https://www.ted.com/talks/joshua_prager_in_search_for_the_man_who_broke_my_neck
"
1404,"https://www.ted.com/talks/robert_gordon_the_death_of_innovation_the_end_of_growth
"
1408,"https://www.ted.com/talks/nilofer_merchant_got_a_meeting_take_a_walk
"
1410,"https://www.ted.com/talks/sebastiao_salgado_the_silent_drama_of_photography
"
1414,"https://www.ted.com/talks/shaolan_learn_to_read_chinese_with_ease
"
1416,"https://www.ted.com/talks/ramsey_musallam_3_rules_to_spark_learning
"
1418,"https://www.ted.com/talks/malcolm_london_high_school_training_ground
"
1428,"https://www.ted.com/talks/phil_hansen_embrace_the_shake
"
1443,"https://www.ted.com/talks/george_papandreou_imagine_a_european_democracy_without_borders
"
1445,"https://www.ted.com/talks/manal_al_sharif_a_saudi_woman_who_dared_to_drive
"
1458,"https://www.ted.com/talks/jinha_lee_a_tool_that_lets_you_touch_pixels
"
1467,"https://www.ted.com/talks/pico_iyer_where_is_home
"
1470,"https://www.ted.com/talks/john_searle_our_shared_condition_consciousness
"
1476,"https://www.ted.com/talks/eli_beer_the_fastest_ambulance_a_motorcycle
"
1477,"https://www.ted.com/talks/julie_taymor_spider_man_the_lion_king_and_life_on_the_creative_edge
"
1483,"https://www.ted.com/talks/eleanor_longden_the_voices_in_my_head
"
1493,"https://www.ted.com/talks/alexa_meade
"
1532,"https://www.ted.com/talks/abha_dawesar_life_in_the_digital_now
"
1536,"https://www.ted.com/talks/robin_nagle_what_i_discovered_in_new_york_city_trash
"
1546,"https://www.ted.com/talks/greg_asner_ecology_from_the_air
"
1555,"https://www.ted.com/talks/sally_kohn_let_s_try_emotional_correctness
"
1560,"https://www.ted.com/talks/eddy_cartaya_my_glacier_cave_discoveries
"
1561,"https://www.ted.com/talks/stephen_cave_the_4_stories_we_tell_ourselves_about_death
"
1562,"https://www.ted.com/talks/rose_george_inside_the_secret_shipping_industry
"
1565,"https://www.ted.com/talks/andrew_solomon_depression_the_secret_we_share
"
1569,"https://www.ted.com/talks/mick_cornett_how_an_obese_town_lost_a_million_pounds
"
1575,"https://www.ted.com/talks/ryan_holladay_to_hear_this_music_you_have_to_be_there_literally
"
1584,"https://www.ted.com/talks/joe_kowan_how_i_beat_stage_fright
"
1591,"https://www.ted.com/talks/dan_berkenstock_the_world_is_one_big_dataset_now_how_to_photograph_it
"
1592,"https://www.ted.com/talks/teddy_cruz_how_architectural_innovations_migrate_across_borders
"
1621,"https://www.ted.com/talks/chris_hadfield_what_i_learned_from_going_blind_in_space
"
1632,"https://www.ted.com/talks/allan_adams_the_discovery_that_could_rewrite_physics
"
1659,"https://www.ted.com/talks/randall_munroe_comics_that_ask_what_if
"
1670,"https://www.ted.com/talks/wes_moore_how_to_talk_to_veterans_about_the_war
"
1675,"https://www.ted.com/talks/sting_how_i_started_writing_songs_again
"
1690,"https://www.ted.com/talks/billy_collins_two_poems_about_what_dogs_think_probably
"
1691,"https://www.ted.com/talks/shaka_senghor_why_your_worst_deeds_don_t_define_you
"
1696,"https://www.ted.com/talks/chris_domas_the_1s_and_0s_behind_cyber_warfare
"
1703,"https://www.ted.com/talks/renata_salecl_our_unhealthy_obsession_with_choice
"
1706,"https://www.ted.com/talks/david_chalmers_how_do_you_explain_consciousness
"
1707,"https://www.ted.com/talks/nikolai_begg_a_tool_to_fix_one_of_the_most_dangerous_moments_in_surgery
"
1715,"https://www.ted.com/talks/megan_washington_why_i_live_in_mortal_dread_of_public_speaking
"
1720,"https://www.ted.com/talks/clint_smith_the_danger_of_silence
"
1728,"https://www.ted.com/talks/meera_vijayann_find_your_voice_against_gender_violence
"
1735,"https://www.ted.com/talks/zak_ebrahim_i_am_the_son_of_a_terrorist_here_s_how_i_chose_peace
"
1736,"https://www.ted.com/talks/dan_barasch_a_park_underneath_the_hustle_and_bustle_of_new_york_city
"
1737,"https://www.ted.com/talks/hans_and_ola_rosling_how_not_to_be_ignorant_about_the_world
"
1746,"https://www.ted.com/talks/eman_mohammed_the_courage_to_tell_a_hidden_story
"
1748,"https://www.ted.com/talks/moshe_safdie_how_to_reinvent_the_apartment_building
"
1791,"https://www.ted.com/talks/pico_iyer_the_art_of_stillness
"
1793,"https://www.ted.com/talks/ben_saunders_to_the_south_pole_and_back_the_hardest_105_days_of_my_life
"
1801,"https://www.ted.com/talks/dave_troy_social_maps_that_reveal_a_city_s_intersections_and_separations
"
1811,"https://www.ted.com/talks/aziz_abu_sarah_for_more_tolerance_we_need_more_tourism
"
1821,"https://www.ted.com/talks/morgana_bailey_the_danger_of_hiding_who_you_are
"
1824,"https://www.ted.com/talks/khadija_gbla_my_mother_s_strange_definition_of_empowerment
"
1830,"https://www.ted.com/talks/brian_dettmer_old_books_reborn_as_intricate_art
"
1833,"https://www.ted.com/talks/kenneth_shinozuka_my_simple_invention_designed_to_keep_my_grandfather_safe
"
1838,"https://www.ted.com/talks/angelo_vermeulen_how_to_go_to_space_without_having_to_go_to_space
"
1841,"https://www.ted.com/talks/khalida_brohi_how_i_work_to_protect_women_from_honor_killings
"
1843,"https://www.ted.com/talks/ben_wellington_how_we_found_the_worst_place_to_park_in_new_york_city_using_big_data
"
1868,"https://www.ted.com/talks/boniface_mwangi_boniface_mwangi_the_day_i_stood_up_alone
"
1873,"https://www.ted.com/talks/fred_jansen_how_to_land_on_a_comet
"
1875,"https://www.ted.com/talks/kailash_satyarthi_how_to_make_peace_get_angry
"
1878,"https://www.ted.com/talks/nathalie_cabrol_how_mars_might_hold_the_secret_to_the_origin_of_life
"
1881,"https://www.ted.com/talks/chris_milk_how_virtual_reality_can_create_the_ultimate_empathy_machine
"
1882,"https://www.ted.com/talks/clint_smith_how_to_raise_a_black_son_in_america
"
1887,"https://www.ted.com/talks/alice_goffman_college_or_prison_two_destinies_one_blatant_injustice
"
1892,"https://www.ted.com/talks/dawn_landes_a_song_for_my_hero_the_woman_who_rowed_into_a_hurricane
"
1896,"https://www.ted.com/talks/the_lady_lifers_a_moving_song_from_women_in_prison_for_life
"
1901,"https://www.ted.com/talks/chris_burkard_the_joy_of_surfing_in_ice_cold_water
"
1902,"https://www.ted.com/talks/jeffrey_brown_how_we_cut_youth_violence_in_boston_by_79_percent
"
1910,"https://www.ted.com/talks/linda_cliatt_wayman_how_to_fix_a_broken_school_lead_fearlessly_love_hard
"
1914,"https://www.ted.com/talks/lee_mokobe_a_powerful_poem_about_what_it_feels_like_to_be_transgender
"
1923,"https://www.ted.com/talks/chris_urmson_how_a_driverless_car_sees_the_road
"
1924,"https://www.ted.com/talks/dame_ellen_macarthur_the_surprising_thing_i_learned_sailing_solo_around_the_world
"
1929,"https://www.ted.com/talks/memory_banda_a_warrior_s_cry_against_child_marriage
"
1939,"https://www.ted.com/talks/john_green_the_nerd_s_guide_to_learning_everything_online
"
1973,"https://www.ted.com/talks/taiye_selasi_don_t_ask_where_i_m_from_ask_where_i_m_a_local
"
1975,"https://www.ted.com/talks/martin_pistorius_how_my_mind_came_back_to_life_and_no_one_knew
"
1990,"https://www.ted.com/talks/francesco_sauro_deep_under_the_earth_s_surface_discovering_beauty_and_science
"
1995,"https://www.ted.com/talks/daniel_levitin_how_to_stay_calm_when_you_know_you_ll_be_stressed
"
2000,"https://www.ted.com/talks/kaki_king_a_musical_escape_into_a_world_of_light_and_color
"
2003,"https://www.ted.com/talks/chelsea_shields_how_i_m_working_for_change_inside_my_church
"
2009,"https://www.ted.com/talks/genevieve_von_petzinger_why_are_these_32_symbols_found_in_ancient_caves_all_over_europe
"
2012,"https://www.ted.com/talks/marina_abramovic_an_art_made_of_trust_vulnerability_and_connection
"
2019,"https://www.ted.com/talks/raymond_wang_how_germs_travel_on_planes_and_how_we_can_stop_them
"
2038,"https://www.ted.com/talks/jill_heinerth_the_mysterious_world_of_underwater_caves
"
2050,"https://www.ted.com/talks/judson_brewer_a_simple_way_to_break_a_bad_habit
"
2068,"https://www.ted.com/talks/thomas_peschak_dive_into_an_ocean_photographer_s_world
"
2078,"https://www.ted.com/talks/casey_gerald_the_gospel_of_doubt
"
2087,"https://www.ted.com/talks/siyanda_mohutsiwa_how_young_africans_found_a_voice_on_twitter
"
2095,"https://www.ted.com/talks/parag_khanna_how_megacities_are_changing_the_map_of_the_world
"
2113,"https://www.ted.com/talks/ameera_harouda_why_i_put_myself_in_danger_to_tell_the_stories_of_gaza
"
2119,"https://www.ted.com/talks/monica_byrne_a_sci_fi_vision_of_love_from_a_318_year_old_hologram
"
2127,"https://www.ted.com/talks/sebastian_junger_our_lonely_society_makes_it_hard_to_come_home_from_war
"
2130,"https://www.ted.com/talks/lidia_yuknavitch_the_beauty_of_being_a_misfit
"
2132,"https://www.ted.com/talks/zaria_forman_drawings_that_show_the_beauty_and_fragility_of_earth
"
2134,"https://www.ted.com/talks/adam_driver_my_journey_from_marine_to_actor
"
2147,"https://www.ted.com/talks/chris_milk_the_birth_of_virtual_reality_as_an_art_form
"
2157,"https://www.ted.com/talks/prosanta_chakrabarty_clues_to_prehistoric_times_found_in_blind_cavefish
"
2172,"https://www.ted.com/talks/suzanne_simard_how_trees_talk_to_each_other
"
2181,"https://www.ted.com/talks/anand_giridharadas_a_letter_to_all_who_have_lost_in_this_era
"
2188,"https://www.ted.com/talks/julia_bacha_how_women_wage_conflict_without_violence
"
2207,"https://www.ted.com/talks/j_d_vance_america_s_forgotten_working_class
"
2213,"https://www.ted.com/talks/sayu_bhojwani_how_immigrant_voices_make_democracy_stronger
"
2218,"https://www.ted.com/talks/ione_wells_how_we_talk_about_sexual_assault_online
"
2219,"https://www.ted.com/talks/pico_iyer_the_beauty_of_what_we_ll_never_know
"
2226,"https://www.ted.com/talks/manwar_ali_inside_the_mind_of_a_former_radical_jihadist
"
2238,"https://www.ted.com/talks/amanda_palmer_jherek_bischoff_usman_riaz_space_oddity
"
2254,"https://www.ted.com/talks/danny_dorling_maps_that_show_us_who_we_are_not_just_where_we_are
"
2258,"https://www.ted.com/talks/natalie_panek_let_s_clean_up_the_space_junk_orbiting_earth
"
2259,"https://www.ted.com/talks/jia_jiang_what_i_learned_from_100_days_of_rejection
"
2260,"https://www.ted.com/talks/elizabeth_lesser_say_your_truths_and_seek_them_in_others
"
2278,"https://www.ted.com/talks/dan_bricklin_meet_the_inventor_of_the_electronic_spreadsheet
"
2281,"https://www.ted.com/talks/jen_brea_what_happens_when_you_have_a_disease_doctors_can_t_diagnose
"
2288,"https://www.ted.com/talks/deeyah_khan_what_we_don_t_know_about_europe_s_muslim_kids
"
2294,"https://www.ted.com/talks/nagin_cox_what_time_is_it_on_mars
"
2296,"https://www.ted.com/talks/thordis_elva_tom_stranger_our_story_of_rape_and_reconciliation
"
2307,"https://www.ted.com/talks/brittney_cooper_the_racial_politics_of_time
"
2317,"https://www.ted.com/talks/megan_phelps_roper_i_grew_up_in_the_westboro_baptist_church_here_s_why_i_left
"
2323,"https://www.ted.com/talks/carrie_nugent_adventures_of_an_asteroid_hunter
"
2336,"https://www.ted.com/talks/emtithal_mahmoud_a_young_poet_tells_the_story_of_darfur
"
2343,"https://www.ted.com/talks/ari_wallach_3_ways_to_plan_for_the_very_long_term
"
2349,"https://www.ted.com/talks/natasha_hurley_walker_how_radio_telescopes_show_us_unseen_galaxies
"
2362,"https://www.ted.com/talks/karim_abouelnaga_a_summer_school_kids_actually_want_to_attend
"
2363,"https://www.ted.com/talks/carolyn_jones_a_tribute_to_nurses
"
2374,"https://www.ted.com/talks/sitawa_wafula_why_i_speak_up_about_living_with_epilepsy
"
2382,"https://www.ted.com/talks/rhiannon_giddens_3_songs_that_bring_history_to_life
"
2387,"https://www.ted.com/talks/mehdi_ordikhani_seyedlar_what_happens_in_your_brain_when_you_pay_attention
"
2389,"https://www.ted.com/talks/tim_ferriss_why_you_should_define_your_fears_instead_of_your_goals
"
2395,"https://www.ted.com/talks/anab_jain_why_we_need_to_imagine_different_futures
"
2399,"https://www.ted.com/talks/luma_mufleh_don_t_feel_sorry_for_refugees_believe_in_them
"
2402,"https://www.ted.com/talks/jorge_ramos_why_journalists_have_an_obligation_to_challenge_power
"
2403,"https://www.ted.com/talks/liz_hajek_what_rivers_can_tell_us_about_the_earth_s_history
"
2406,"https://www.ted.com/talks/anil_seth_how_your_brain_hallucinates_your_conscious_reality
"
2410,"https://www.ted.com/talks/grace_kim_how_cohousing_can_make_us_happier_and_live_longer
"
2414,"https://www.ted.com/talks/kristen_marhaver_why_i_still_have_hope_for_coral_reefs
"
2417,"https://www.ted.com/talks/ingrid_betancourt_what_six_years_in_captivity_taught_me_about_fear_and_faith
"
2422,"https://www.ted.com/talks/ashton_applewhite_let_s_end_ageism
"
2426,"https://www.ted.com/talks/damon_davis_what_i_saw_at_the_ferguson_protests
"
2427,"https://www.ted.com/talks/manoush_zomorodi_how_boredom_can_lead_to_your_most_brilliant_ideas
"
2450,"https://www.ted.com/talks/tomas_saraceno_would_you_live_in_a_floating_bubble_in_the_sky
"
2459,"https://www.ted.com/talks/sethembile_msezane_living_sculptures_that_stand_for_history_s_truths
"
2463,"https://www.ted.com/talks/armando_azua_bustos_the_most_martian_place_on_earth
"
