WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,duration,views
1464,42.58,83.23,75.84,63.32,15.74,13.46,88.52,57.65,18.37,10.72,2.87,3.14,3.62,0.41,0.68,7.65,7.04,12.98,10.38,6.08,7.04,1.71,18.24,2.94,1.64,2.6,2.19,1.91,3.55,2.73,0.75,0.07,0,0.14,11.68,0,0.82,0,1.3,13.18,3.01,1.91,1.64,2.87,1.57,4.23,3.62,2.19,0.68,0.41,0.89,0.61,0.2,0,0.14,8.61,4.03,1.43,1.57,1.23,1.37,1.64,15.23,3.28,17.14,4.17,9.49,3.96,1.09,0.48,0.14,0.14,0.07,0.34,0.27,0,0,0.2,0.07,0,20.7,6.15,7.51,0.2,0,0.89,0.07,0.48,0.68,4.3,0.41,0,540,814568
2492,34.62,72.5,41.71,67.48,22.45,15.09,87.16,59.03,18.3,9.43,3.25,1.28,2.45,1.44,1,8.87,6.66,12.48,8.95,6.46,10.47,1.44,17.05,3.45,2.69,1.69,1,1.69,3.13,2.65,0.44,0,0.04,0,10.23,0.44,0.24,0.76,1.52,12.16,1.77,2.73,1.48,3.01,1.24,3.29,2.77,1.16,0.92,0.64,1.4,0.52,0.16,0.04,0.52,6.54,2.01,1.32,1.73,1.61,0.2,3.33,11.56,1.32,14.37,3.25,8.43,3.21,1.93,1.28,0.24,0.2,0,0.04,0.84,0,0.04,0.52,0.2,0,19.7,5.34,7.62,0.04,0,0.4,0,0.36,1.24,3.41,1.2,0.08,795,1319453
858,22.88,81.84,44.46,79.02,20.93,14.34,89.28,57.23,19.46,10.61,3.38,2.1,4.43,0.35,0.35,8.86,4.43,12.59,10.26,9.44,8.04,1.17,18.65,3.26,1.52,2.33,2.8,2.1,5.01,3.96,1.05,0.35,0,0.23,12.12,0.12,0.12,0.7,1.4,14.34,2.1,2.45,2.45,3.03,1.4,4.9,5.59,3.15,1.75,0.58,1.98,1.28,0.35,0,0.47,6.76,2.91,1.17,1.86,1.05,0,4.43,11.54,0.58,12.59,1.86,7.23,3.73,1.4,1.28,0.12,0.7,0.12,0,1.86,0.12,0.12,1.17,0.47,0.12,24.36,6.41,6.88,2.1,0,0.7,0.7,0,0.7,4.55,2.1,0.23,435,2026001
2155,54.68,70.65,34.21,49.06,21.99,20.65,86.22,55.96,14.15,5.48,0.79,2.46,1.16,0,1.07,8.68,8.31,12.58,9.42,7.56,7.66,1.39,16.61,4.18,2.18,2.88,1.72,2.92,3.2,2.23,0.97,0.09,0,0.09,8.63,0,0.14,0,0.05,14.99,2.6,3.2,1.86,3.48,1.44,4.64,0.84,0.37,0.37,0.14,0.51,0.14,0.28,0.05,0.05,9.51,3.71,2.13,2.32,1.21,0.6,2.74,12.85,1.16,12.39,1.58,6.96,3.94,4.64,0.23,0.51,1.53,0,0,0.14,0,0,0.09,0.05,0,19.03,4.69,7.84,0.05,0,0.56,0,1.48,0.46,3.67,0.28,0,791,1422767
3267,44.13,75.36,29.06,64.08,19.22,16.65,85.86,57.42,15.86,7.93,2.36,2.33,1.99,0.55,0.7,7.93,7.77,12.83,9.92,7.44,8.94,1.47,16.5,4.01,2.11,1.99,0.89,2.02,4.29,3.15,1.13,0.15,0.43,0.15,10.44,0.03,0.12,0.03,0.77,11.97,2.54,1.96,1.32,2.08,1.19,3.95,3.15,2.23,0.49,0.18,0.73,0.12,0.31,0.06,0.21,8.88,4.71,1.78,1.56,1.04,0.31,3.31,12.03,0.86,10.71,1.44,5.79,3.49,1.13,3.58,0.09,0.09,0.09,0.24,0.4,0.12,0.03,0.06,0.12,0.06,18.86,5.66,7.5,0.12,0,0.37,0,0.31,0.86,3.4,0.61,0.03,1122,934335
1887,71.79,73.76,27.92,58.86,20.74,20.4,81.13,53.1,13.78,5.99,1.38,2.81,0.79,0,1.01,7.79,9.17,12.82,9.43,4.88,5.88,0.9,14.52,4.03,1.91,2.38,1.7,1.59,2.65,2.17,0.42,0,0.16,0.05,7,0,0.05,0,0.05,10.28,1.7,3.92,0.95,1.64,1.06,1.96,1.17,0.37,0.48,0.26,1.17,0.42,0.53,0,0.26,7.63,3.66,2.01,2.01,0.58,0.11,1.64,12.19,1.27,13.41,2.97,6.84,3.92,2.44,1.38,0.05,0.11,0,0.05,0.32,0,0.05,0.11,0.16,0,16.16,5.56,4.77,0.11,0.05,0.69,0.21,0.26,0,1.75,2.76,0,968,10281817
1756,75.79,76.69,28.84,4.45,21.68,26.54,80.3,47.72,10.36,4.95,0.8,1.59,0.85,0,1.71,5.41,6.04,13.67,8.03,5.01,6.78,0.68,13.27,3.64,1.48,0.85,1.2,2.62,5.75,1.82,3.93,0.4,2.96,0.11,9.11,0,0,0,0,12.53,2.56,2.73,2.28,1.94,1.14,2.79,1.31,0.8,0.28,0.23,0.68,0.4,0.23,0,0,9.28,2.62,1.82,4.38,0.85,0.8,1.48,9.34,1.2,13.78,2.05,8.43,3.36,3.64,0.23,0,0.57,0.06,1.31,0.06,0,0.06,0,0,0,16.8,6.04,6.66,0.23,0,0.11,0,1.48,0.11,1.82,0.34,0,800,1908577
2852,43.58,66.81,31.62,93.83,12.14,16.83,89.06,54.8,16.48,7.89,2.42,2.07,2.38,0.46,0.56,8.59,7.64,11.68,10.2,7.33,5.5,3.02,17.53,4.7,1.79,2.1,2.14,2.77,8.91,6.49,2.1,0.18,0.67,0.63,8.98,0.04,0.32,0.18,0.7,12.62,2.38,1.68,1.61,2.7,1.96,3.44,3.58,1.33,1.96,0.14,1.23,0.46,0.35,0.25,0.35,6.98,2.7,1.19,2.14,1.12,0.67,2.03,13.6,1.26,11.96,1.37,6,4.8,1.54,3.02,0.04,0.18,0.35,0.28,1.19,0.21,0.28,0.35,0.18,0.14,30.36,9.89,7.01,0.84,0,1.23,0.35,0.21,3.26,4.73,2.52,0.32,1259,1168185
677,60.35,79.59,59.56,47.63,20.52,24.37,84.05,54.95,14.48,7.68,1.48,3.69,2.07,0,0.44,6.79,7.39,13.59,8.12,5.61,9.45,0.59,11.67,5.91,2.66,2.51,0.59,1.03,1.48,1.33,0.15,0.15,0,0,7.24,0,0,0,0,9.31,3.4,1.62,0.74,1.18,0.89,2.66,5.32,2.07,0.15,2.51,3.1,1.48,1.62,0,0,7.39,3.84,0.89,2.07,0.74,0,2.66,10.19,0.74,15.66,1.33,10.93,3.4,3.55,0.44,0.59,0.15,0,0,0.15,0,0,0,0.15,0,12.7,3.99,5.61,0,0,0.74,0,0.44,0,1.03,0.89,0,307,1772635
2219,68.98,77.55,55.67,61.67,20.74,15.73,83.46,54.39,15.23,7.53,2.34,3.42,1.22,0.14,0.41,7.71,7.84,14.69,7.48,5.77,7.71,0.36,14.83,4.64,2.16,1.13,3.56,1.94,2.88,2.39,0.5,0.05,0,0.05,8.7,0.27,0,0.14,0.41,11.13,2.57,2.79,1.44,2.57,0.81,3.06,1.76,0.5,0.14,1.08,0.68,0.27,0.27,0,0.05,8.43,3.83,1.71,2.34,0.72,0.27,1.94,12.48,1.31,15.46,2.3,9.42,3.83,1.62,0.18,0.27,0.23,0,0.05,0.23,0,0,0.14,0.09,0,15.59,4.64,6.44,0.09,0,0.23,0,0.86,0.18,3.06,0.09,0,742,1207550
2936,54.37,85.53,39.35,79.24,15.06,19.45,83.75,55.48,16.93,9.09,2.08,3.75,1.5,0.41,1.36,7.83,7.15,13.62,8.96,6.4,7.19,0.72,16.69,3.58,1.67,2.35,1.74,2.18,3.75,3.3,0.37,0,0.14,0.14,10.83,0.1,0.07,0.37,0.24,10.52,2.76,1.81,1.29,2.11,0.85,2.69,2.62,1.46,0.85,0.17,0.78,0.27,0.48,0,0.03,8.38,4.87,1.33,1.02,1.29,0.14,4.5,11.21,1.53,13.56,2.08,6.57,5.14,2.49,0.82,0.14,0.24,0,0,0.48,0,0.07,0.17,0.27,0,20.3,6.16,7.22,1.23,0,0.48,0,1.02,0,3.3,0.82,0.07,1201,717979
1972,23.35,52.84,46.58,80.11,20.12,12.78,91.13,62.58,19.83,10.6,5.83,1.42,1.98,0.25,1.12,9.23,6.69,12.63,11,7.35,10.9,1.37,19.68,3.45,2.13,2.33,1.62,2.48,4.11,3.55,0.56,0.25,0.1,0.05,7.81,0.3,0.05,0.35,0.15,12.98,1.72,2.94,2.08,3.09,0.81,3.3,3.14,1.12,1.17,0.76,0.81,0.05,0.15,0,0.2,6.74,2.59,2.38,1.06,1.12,0.15,6.54,10.95,0.81,11.97,1.93,6.95,3.55,2.33,1.12,0.2,0.35,0,0.05,0.71,0,0.2,0.3,0.25,0,17.75,5.22,7.56,0,0.1,0.05,0.05,0.41,0.2,3.45,0.71,0,705,686914
960,51.23,89.99,29.15,61.33,14.77,17.81,83.65,56.35,15.83,7.71,0.62,5.31,1.35,0,0.42,8.12,9.27,11.67,8.75,7.81,8.54,0.52,14.27,6.88,4.58,3.75,0.94,1.98,2.29,2.08,0.21,0,0,0,9.69,0,0.1,0.1,0.1,11.25,2.19,3.23,1.15,1.56,1.35,2.4,2.19,1.46,0.31,0.42,1.56,0.94,0.42,0,0.21,10.94,6.04,1.25,2.6,1.46,0.1,0.83,11.56,3.02,13.65,1.98,7.29,4.48,1.04,0.42,0.1,0.21,0.21,0,0.21,0,0,0,0.21,0,15.62,5.83,6.56,0.1,0,0.83,0,0.73,0,1.35,0.21,0,358,1105500
1238,69.91,87.43,40.44,34.16,17.69,14.14,85.95,56.06,13.97,6.14,0.16,4.6,0.81,0.08,0.48,7.84,10.1,14.3,9.53,7.03,6.95,0.57,17.61,4.93,2.5,2.83,2.91,2.67,2.26,1.37,0.89,0.08,0.16,0,8.16,0.08,0,0.08,0,8.97,1.53,2.34,1.45,1.53,1.21,1.37,3.15,2.67,0.32,0.16,2.42,0.73,1.7,0,0,8.97,4.68,1.37,2.02,0.97,0.65,2.02,13.09,0.97,18.01,3.47,7.43,7.51,1.21,0.24,0.16,0.32,0,0,0.16,0,0,0.08,0.08,0,15.35,5.01,6.54,0,0,0.57,0,0.57,0,2.5,0.16,0,476,790591
1337,61.59,60.34,76.22,76.84,20.26,12.72,90.88,54.45,15.63,9.57,5.31,1.05,2.54,0.3,0.37,6.06,9.27,12.19,7.78,7.4,6.81,0.67,15.11,3.89,2.32,2.09,3.14,2.09,4.19,3.44,0.67,0.07,0.3,0.07,7.55,0,0.22,0.15,0.3,13.54,4.71,2.54,1.2,2.47,1.27,2.47,7.18,1.8,0.67,0.67,3.14,0.52,0.6,0.6,1.5,5.68,1.65,0.97,2.02,1.57,0.22,2.92,11.29,0.97,14.29,1.05,6.88,6.51,1.65,0.75,0.07,0.07,0,0,0.75,0.07,0,0.22,0.3,0,20.57,6.21,8,0.37,0,0.37,0.07,0.45,0.3,3.14,0.6,1.05,543,1469884
1114,48.82,33.65,70.02,43.79,24.76,13.91,89.32,61.22,18.58,10.41,7.09,0.9,1.35,0.9,0.18,8.17,6.37,16.25,9.43,6.37,8.08,1.53,18.4,3.5,2.6,2.24,0.63,1.71,2.06,1.44,0.45,0.18,0.18,0,5.75,0.09,0.27,0.36,0.81,13.91,1.8,2.33,3.77,1.8,1.71,3.59,3.41,2.33,0.45,0.36,2.42,1.17,0.27,0,0.9,6.64,1.62,0.99,2.24,1.53,0.45,6.01,7.36,1.44,16.34,2.33,9.78,4.49,2.06,0.54,0.18,0.18,0,0,0.36,0,0,0.18,0.18,0,14.72,5.03,6.28,0,0,0.09,0,0.27,0,2.51,0.54,0,424,2682427
2972,68.34,88.18,42.19,54.27,33.02,19.41,86.78,55.96,16.22,7.81,1.75,2.12,2.49,0.54,0.91,8.38,8.65,14.91,6.73,6.76,7.81,0.3,13.53,3.26,2.02,1.99,3.06,1.72,2.56,2.02,0.5,0.17,0,0.17,12.65,0.64,0.1,0.24,0.71,9.45,1.85,2.02,0.5,1.45,1.01,3.36,4.31,1.65,2.09,0.07,0.71,0.27,0.3,0,0,6.53,3.26,1.28,1.58,0.64,0.13,4.34,7.97,0.77,13.9,1.62,7.44,4.88,2.02,1.51,0.17,0.3,0.2,0.37,0.17,0,0.07,0.03,0.03,0,16.29,4.21,6.56,1.14,0,0.2,0,0.24,0.61,2.25,0.54,0.54,938,780039
2038,58.72,46.66,72.74,77.29,20.59,17.62,85.77,53.48,16.63,10.5,7.11,0.88,1.32,0.64,0.54,6.13,6.28,13.59,8.73,4.32,6.62,1.42,17.47,2.5,1.42,1.91,2.89,1.62,3.68,3.24,0.44,0.1,0.05,0.25,8.73,0.59,0.34,0.59,0.59,10.3,2.26,1.28,1.57,1.57,1.08,3.24,3.73,1.62,1.67,0.44,2.06,0.49,1.13,0.2,0,5.99,2.31,1.03,2.11,0.93,0.05,4.96,9.47,0.69,14.23,2.01,8.15,4.32,5.64,1.77,0.29,0.15,0.15,0.05,0.49,0,0,0.34,0.15,0,20.22,5.74,7.56,0.15,0,0.29,0.1,0.44,0.59,3.09,2.26,0,944,682353
2680,57.35,85.79,30.1,46.39,17.29,20.93,85.11,53.17,16.04,9.37,2.46,1.83,3.81,0.26,1.01,6.64,7.01,12.99,8.69,6.46,6.57,0.6,16.12,4.18,2.28,2.43,2.05,3.21,4.59,2.8,1.68,0.41,0.56,0.11,10.63,0.07,0.3,0.19,0.26,10.67,2.01,2.31,1.23,2.8,1.01,2.43,2.5,2.05,0.34,0.07,0.63,0.07,0.3,0.11,0.15,7.54,2.8,1.16,2.46,1.19,0.45,2.2,12.46,1.27,12.46,1.9,6.9,3.81,3.73,0.63,0.34,1.19,0.07,0,0.82,0.07,0.15,0.19,0.37,0.04,18.1,6.57,7.01,0.26,0,0.34,0,0.52,0.3,2.76,0.3,0.04,1046,1397126
1596,45.43,91.49,26.84,77.63,22.48,17.67,86.65,56.89,16.73,8.27,0.94,4.76,1.07,0.19,1.32,8.46,6.77,13.47,8.96,7.71,8.96,0.44,16.98,4.39,2.63,2.19,1.19,3.07,3.51,3.13,0.31,0.06,0.13,0,12.03,0,0,0.19,0.06,11.65,2.51,1.25,1.38,3.13,1.57,2.76,2.38,1.63,0.63,0.06,0.56,0.06,0.13,0.06,0.25,10.03,5.89,0.88,1.5,2.01,0,3.07,14.1,0.94,12.66,1.82,8.33,2.82,1.88,0.38,0,0.19,0,0.13,0.81,0,0,0.25,0.56,0,18.11,4.7,8.15,0.38,0,0.63,0,0.44,0.13,3.57,0.13,0,475,1085152
1299,75.61,59.43,39.47,22.2,19.39,23.17,81.91,48.04,9.24,4.39,0.62,2.39,0.15,0.08,1.15,4.85,7.31,12.47,8.16,4.39,6.85,2.39,14.78,7.01,3.46,1.46,2.93,2.16,6,2.85,3.08,0.15,0.54,0.31,6.7,0.08,0.23,0.08,0.15,15.24,4.23,3.08,3,2.69,1.62,3.85,1.62,0.46,0.38,0.69,1.15,0.15,0.54,0,0.46,11.78,2.85,2.85,4.16,0.85,2.31,4.23,9.55,1.08,13.78,2.62,6.7,4.7,4.54,0.38,0.08,1.77,0.08,0.38,0.31,0,0.08,0.15,0.08,0,16.4,6.24,6.16,0.38,0.23,0.62,0,0.08,0.31,1.92,0.46,0,603,1507409
2149,70.52,81.54,56.69,79.92,19.36,16.71,85.81,51.37,13.63,6.47,0.7,3.07,1.81,0.05,0.84,7.17,8.19,13.08,9.03,4,6.89,1.12,14.84,6.61,2.14,0.88,2.93,2.28,3.63,3.3,0.33,0.14,0,0.14,8.05,0.05,0.14,0.05,0.09,9.12,1.16,2.56,1.07,1.91,1.12,2.14,2.93,2.33,0.33,0.28,0.47,0.23,0.33,0,0,9.96,3.44,2.33,2.19,2.05,0.56,5.96,8.93,0.84,19.13,3.63,10.19,5.82,2.89,1.3,0.47,0.79,0,0.05,0.14,0,0.09,0,0.05,0,17.36,6.14,6.98,0,0,0.14,0.05,0.6,0.28,2.51,0.65,0,842,925046
2281,64.3,91.56,41.34,57.27,22.81,21.7,86.8,55.33,14.51,8.68,0.66,3.51,2.32,0.22,1.97,5.83,7.76,13.59,8.64,6.05,6.71,1.27,14.34,3.42,1.93,2.24,2.15,2.72,3.46,2.46,0.79,0.18,0.39,0.09,13.02,0,0.26,0.04,0.18,13.99,5.26,2.19,0.83,2.28,1.27,3.11,1.49,0.88,0.35,0.13,0.83,0.7,0,0.09,0.09,8.64,4.78,0.96,1.58,1.05,0.53,3.42,10,1.93,11.71,1.1,5.52,5.3,2.81,0.92,0.31,0.83,0.13,0,0.57,0.04,0.35,0.13,0.09,0,15.3,4.95,7.23,0.09,0.13,0.75,0.04,0.26,0.53,0.66,0.18,0.48,900,1305155
1340,85.89,62.59,58.65,59.7,30.45,20.37,86.42,56.94,12.76,4.93,1.49,1.79,0.37,0,1.27,7.84,11.79,15.37,6.34,4.93,8.21,0.82,11.57,4.55,2.61,1.19,2.46,2.76,2.24,2.01,0.22,0,0,0.22,5.45,0,0.15,0.07,0,9.93,2.39,2.69,1.12,1.04,0.97,2.09,1.34,1.12,0.07,0.15,0.52,0.07,0.3,0,0.15,7.01,2.76,2.31,1.87,0.37,0.07,2.99,6.64,0.75,17.46,1.34,12.39,3.66,1.87,1.04,0.9,1.49,0,0,0,0,0,0,0,0,10.67,4.33,4.18,0,0,0.15,0,0.6,0.15,0.82,0.3,0.15,464,999700
1801,65.33,45.36,83.16,67.73,19.58,15.88,90.67,58.86,16.1,10.22,6.16,0.28,2.72,0.44,0.61,5.89,8.55,16.05,8.27,6.16,8.33,1.17,16.16,4.72,2.55,1.55,0.72,2.39,4.83,3.5,1.28,0.44,0.11,0.44,6.89,0.22,0.17,0.22,0.61,11.88,2.78,0.78,1.28,3.16,1.55,3.66,5.11,2.17,1.28,0.94,2.44,0.72,1.55,0,0.17,5.05,1,1.33,1.11,1.72,0.67,6.05,8.55,0.89,15.88,3.22,8.88,4.16,1.11,0.44,0.06,0.17,0.22,0.11,0.33,0.06,0,0.11,0.17,0,18.27,5.77,7.22,0.11,0,0.28,0,0.61,0.67,2.94,0.67,0,700,970048
1437,78.99,77.38,45.49,42.17,19.16,20.53,83.99,53.44,12.87,5.08,0.21,3.2,0.7,0,0.97,7.65,9.19,14.61,9.12,6.12,4.73,0.63,14.61,4.11,1.81,1.18,3.34,2.44,3.83,2.37,1.46,0.28,0.14,0.28,7.24,0.07,0,0.07,0,10.51,1.81,1.81,2.16,2.3,1.11,2.78,1.6,0.7,0.42,0.42,1.81,0,1.74,0.28,0,8.42,3.41,1.11,2.57,1.11,0.7,1.6,11.48,0.9,17.68,2.44,10.79,4.38,1.88,0,0,1.74,0,0.07,0.35,0,0,0.07,0.28,0,16.21,5.85,6.05,0.14,0,0.63,0,0.35,0.14,2.51,0.28,0.28,553,992489
733,47.49,94.91,46.43,59.35,19.29,15.96,84.04,54.02,17.87,10.1,0.68,7.91,0.55,0,0.95,7.78,7.09,12.14,8.32,6.41,7.37,1.09,17.46,2.86,1.23,2.05,1.09,3.82,2.59,2.18,0.41,0.14,0,0.27,12.96,0,0.14,0,0,15.42,3.68,2.59,1.23,3.14,1.91,3.27,1.09,0.55,0.41,0,0.68,0.14,0.41,0,0,13.51,9.14,1.77,1.91,1.09,0,8.87,7.64,1.23,14.05,2.46,6.68,5.59,2.73,0.82,0.27,0.68,0.14,0,0.27,0,0.14,0,0.14,0,17.46,5.87,5.87,0.27,0,0.27,0,0.68,0,3.55,0.82,0.14,268,1225960
1961,80.17,55.26,46.32,40.44,22.54,18.92,84.96,50.99,9.69,3.42,0.92,1.58,0.25,0,0.66,6.27,6.48,15.76,8.87,5.71,5.86,1.17,13.51,7.55,4.74,1.99,3.82,3.88,5.1,2.96,2.14,0.2,0.61,0.31,5.86,0,0.1,0.05,0,12.34,1.12,1.94,2.4,2.75,1.53,4.28,1.22,0.97,0.15,0,0.71,0.05,0.46,0.15,0,8.06,1.78,1.68,3.06,1.17,1.27,1.99,9.38,0.92,16.52,2.24,10.5,3.67,2.75,1.22,0.46,1.43,0,0.25,0.15,0,0,0.05,0.1,0,15.2,4.95,8.21,0.1,0,0.2,0,0.61,0.2,0.61,0.2,0.1,857,871452
1829,70.81,70.03,35.73,51.34,22.58,26.24,83.38,48.93,10.55,5.25,0.93,2.35,0.33,0.38,1.26,5.3,7,12.58,8.91,4.87,7.33,1.2,14.82,5.14,2.79,1.53,1.86,3.44,3.5,2.41,1.04,0.22,0.16,0.33,6.94,0.05,0.05,0.33,0.11,10.93,2.41,2.62,1.15,1.2,2.02,2.24,1.97,1.15,0.38,0.33,1.8,0.05,1.75,0,0,9.4,3.28,2.08,3.12,1.42,0.49,2.02,11.54,2.19,14.76,3.06,6.18,5.85,5.03,0.33,0.16,1.53,0,0,0.16,0,0,0.11,0.05,0,16.4,5.52,7.76,0.38,0.11,0.16,0,0.55,0.33,1.31,0.22,0.05,756,1429564
1770,37.01,85.85,18.12,44.38,18.44,15.71,87.63,57.29,18.47,9.44,1.64,2.77,3.16,1.13,0.73,9.04,8.02,11.19,10.96,5.82,8.81,0.73,18.64,3.95,2.88,1.98,2.54,2.26,2.26,1.64,0.62,0.11,0.06,0.28,10.73,0,0.06,0.56,0.73,11.3,1.41,2.09,2.03,2.49,1.13,3.56,2.37,1.47,0.51,0.17,4.01,2.94,1.02,0,0.11,7.51,2.99,1.81,1.69,1.47,0.17,3.9,13.62,1.02,12.09,2.09,6.44,3.62,3.9,0.28,0.11,1.86,0.06,0,0.11,0,0,0,0.11,0,19.38,5.65,7.18,0,0,0.79,0,0.9,0.45,4.01,0.34,0.06,595,954702
1605,54.82,72.5,38.53,41.54,18.24,19.81,84.17,57.45,15.26,6.67,1.37,2.18,2.62,0,0.5,8.6,8.22,12.83,10.97,7.35,5.73,1,13.46,3.43,2.37,2.68,1.93,3.24,2.12,1.5,0.62,0.25,0,0.19,7.41,0,0,0,0,14.45,3.24,2.24,1.93,4.36,1.31,3.86,1.68,1.25,0.31,0.06,0.31,0.12,0.19,0,0,6.29,2.93,1.31,1.62,0.81,0.12,2.06,13.21,0.93,12.71,1.81,7.04,3.8,3.24,0.75,0,0.25,0,0,0.25,0,0,0,0.25,0,16.64,5.3,7.1,0.19,0.06,1,0,0.25,1,1.62,0.12,0,620,1187105
1945,64.41,43.66,72.72,63.79,13.99,19.38,86.68,58.2,16.66,8.28,4.83,0.77,0.77,1.34,0.57,8.33,8.69,14.86,7.56,7.61,6.89,0.62,15.22,3.6,2.26,1.13,1.18,1.95,3.91,2.93,0.93,0.15,0.26,0.15,5.66,0.1,0.1,0.26,1.34,12.13,3.44,1.13,1.29,2.83,1.7,3.24,3.7,2.42,0.77,0.21,1.49,0.36,0.57,0.1,0.15,4.52,1.65,0.51,1.54,0.72,0.36,6.63,6.79,1.29,15.73,1.65,9,5.19,0.87,1.39,0.15,0.05,0.46,0.05,0.62,0.1,0.1,0.21,0.21,0,19.28,7.04,7.97,0.15,0,0.21,0,0.26,0.21,2.21,1.23,0,791,1149641
2881,48.07,68.76,41.09,67.74,22.51,15.31,89.45,57.17,17.74,9.27,4.2,1.53,1.8,0.45,1.28,8.43,7.5,13.16,8.16,7.08,7.98,1.32,17.39,3.37,2.74,2.57,1.11,2.46,3.82,2.95,0.73,0.14,0.1,0.03,9.75,0.03,0.17,0.14,0.35,12.46,2.92,2.19,1.56,2.71,1.15,2.67,3.75,1.39,2.08,0.17,2.05,1.35,0.45,0.03,0.28,6.39,3.12,1.63,0.87,1.04,0.31,4.86,10.14,0.97,11.87,1.74,5.83,4.51,3.09,3.05,0.21,0.1,0.03,0.07,0.14,0,0,0.03,0.07,0.03,18.12,5.28,6.46,0.24,0.1,0.17,0.07,0.38,0.83,2.57,2.01,0,1058,2931366
2417,57.09,80.63,55.87,48.82,16.11,19.65,87.59,54.57,14.89,9.23,2.65,2.94,1.49,0.54,1.61,5.67,7.28,12.95,9.23,6.5,7.16,0.91,15.31,3.6,1.78,1.45,2.57,2.07,2.32,1.74,0.5,0,0.17,0.21,11.01,0.17,0.12,0.41,0.21,11.29,3.31,1.74,1.12,1.45,1.45,3.19,2.23,1.03,0.99,0.17,0.79,0.25,0.46,0,0.17,10.05,4.01,1.08,4.01,1.16,0.33,3.43,11.01,0.74,14.4,1.94,6.66,6,8.27,0.99,0.5,0.41,0.08,0,0.41,0.04,0.08,0.17,0.21,0,18.82,6.79,7.53,0.17,0.04,0.54,0,0.91,0.58,1.82,0.41,0.04,919,1072727
1599,78.02,67.81,57.93,44.05,28.55,20.26,85.68,52.78,12.45,6.44,2,3.13,0.5,0,0.81,6,8.07,15.13,7.07,6.32,6.69,0.81,14.13,6.38,3.5,1.25,2.81,2.94,2.25,1.63,0.63,0.13,0.06,0.19,6.38,0.06,0.19,0,0,11.76,2.75,3.06,0.94,2,1,2.56,3.5,2.88,0.38,0.19,0.38,0.13,0.25,0,0,9.88,3.88,2.06,2.88,1.69,0.13,5.19,7.38,0.69,15.82,1.94,8.07,5.94,2.94,0.31,0.19,1.19,0,0.06,0.25,0,0.06,0.06,0.13,0,13.07,3.94,6.57,0,0,0.56,0,0.63,0,1.25,0.13,0,584,836011
1786,92.84,61.25,66.26,40.92,36.45,23.46,83.48,53.81,11.53,5.1,1.68,0.45,0.28,0,2.69,6.44,9.46,18.98,5.94,4.14,6.61,0.67,9.97,5.43,2.69,1.18,0.78,1.9,2.52,1.68,0.84,0.11,0.39,0.11,7.17,0.11,0.45,0.06,0,10.08,2.74,1.74,0.67,2.07,0.95,2.69,1.06,0.5,0.22,0.11,0.28,0.17,0.06,0,0.06,7.33,2.13,1.51,3.53,0.28,0.34,2.86,7.56,0.45,17.08,1.23,11.81,3.98,3.7,0.67,1.01,1.06,0.17,0.06,0,0,0,0,0,0,12.15,3.3,6.77,0.06,0,0.06,0,0.9,0.11,0.84,0.11,0,794,691538
1493,76.61,67.31,24.95,48.11,20.18,16.48,86.94,57.67,11.99,4.89,0.74,1.74,1.07,0,1.34,7.1,11.19,15.81,7.37,7.3,10.72,0.4,13.26,4.49,2.61,1.07,1.81,1.88,2.55,1.81,0.6,0.4,0.13,0,6.16,0,0,0,0,11.86,2.48,1.61,1.47,4.49,0.6,3.35,4.89,2.88,0.94,0.54,1.34,1,0.27,0,0.07,6.43,2.21,1.54,1.67,0.94,0.13,1.47,11.05,0.67,11.86,2.21,6.76,3.08,1.88,0.6,0.6,0.13,0.07,0,0.07,0,0,0.07,0,0,13.66,5.29,4.49,0,0,0,0,0.8,0,2.41,0.67,0,536,1063414
3204,50.91,78.79,31.47,24.77,19.19,20.35,86.24,55.71,16.26,7.77,1.84,3.12,1.81,0.19,0.81,8.49,7.93,12.45,9.05,6.34,8.61,0.75,17.29,4.46,2.5,1.9,1.84,2.97,3.25,1.59,1.65,0.12,0.16,0.22,9.21,0,0.12,0,0.34,15.11,2.9,4.12,2.4,2.43,1.81,3.56,2.03,0.81,0.91,0.28,1.62,0.12,0.59,0,0.78,7.58,3.37,1.28,1.59,0.72,1.12,2.56,13.23,0.91,12.39,1.75,7.08,3.62,2.75,0.09,0.37,0.97,0,0,0.81,0,0.37,0.41,0.16,0.03,18.04,5.59,6.96,0.06,0.06,0.53,0.03,0.66,0.47,3.56,0.12,0,1087,1227480
