WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,comments,duration,views
2832,54.74,78.45,38.02,63.94,14.91,13.59,85.24,55.54,16.98,7.06,1.2,3.64,1.02,0.07,1.13,9.92,8.02,12.82,8.51,4.94,8.86,0.81,16.7,3.67,1.69,2.05,1.69,2.37,2.44,2.22,0.21,0,0.11,0.07,8.37,0,0,0,0.11,10.13,1.94,1.84,0.42,2.93,1.13,3.14,2.54,0.6,0.21,0.39,6.36,0.49,1.17,0.04,4.66,8.69,4.13,1.48,1.52,1.77,0.11,2.12,13.49,1.27,13.38,2.44,6.92,4.13,1.34,0.56,0.92,0.18,0.07,0.74,0.35,0,0.07,0.21,0.11,0,21.22,6.74,8.33,0.04,0,0.53,0,0.53,1.06,3.85,0.14,0,42,934,817651
3324,31.48,92.97,30.26,59.38,19.79,16.13,85.62,58,18.8,10.47,1.05,4.12,4.12,0.06,1.11,8.33,6.35,11.67,11.07,7.19,7.37,1.29,19.46,3.52,1.84,2.2,2.29,2.98,3.1,2.41,0.63,0.21,0.15,0.03,12.33,0.09,0.09,0.03,0.09,13.87,3.34,2.74,1.62,2.83,1.77,3.37,2.26,0.93,0.9,0.12,1.74,0.33,0.99,0.03,0.42,8,4.33,1.74,1.41,0.69,0.12,2.32,14.8,1.38,11.82,1.84,6.23,4,1.65,0.45,0.09,0.24,0.24,0,0.6,0.12,0.03,0.03,0.42,0,20.73,5.63,8.6,0.63,0.96,0.57,0.03,0.48,0.12,3.37,0.3,0.03,117,1286,389420
3608,57,69.7,56.3,36.5,18.5,14.86,83.9,56.37,15.35,6.9,2.13,2.61,1.03,0.42,0.72,8.45,7.73,13.39,9.42,6.68,7.26,0.89,17.07,3.82,1.69,1.91,2.97,1.88,2.91,1.75,1.14,0.14,0.39,0.11,7.07,0.14,0.11,0.17,0.44,8.84,1.83,1.86,0.97,2,1.05,2.52,2.08,1.19,0.55,0.3,1.16,0.53,0.53,0.03,0.11,7.51,2.8,0.91,2.02,1.5,0.44,3.88,12.78,1.25,16.85,2.85,8.4,5.93,0.72,0.33,0.03,0.11,0.08,0.39,0.78,0,0.11,0.3,0.33,0.14,18.82,5.6,7.15,0.53,0.36,0.69,0.08,0.89,0.61,2.55,0.28,0.08,42,1181,837508
3062,45.76,75.27,38.21,61.7,16.03,16.75,90.66,57.02,15.45,5.94,1.47,1.89,1.63,0,0.95,9.5,8,12.12,11.53,6.96,7.45,1.18,18.94,5.29,2.81,2.09,2.68,3.27,4.38,3.1,1.21,0.1,0.1,0.16,8.79,0.03,0,0.03,0.07,11.53,2.45,2.48,1.76,2.42,1.21,2.81,1.34,0.69,0.46,0.07,0.75,0.03,0.72,0.03,0,11.27,2.25,2.22,4.96,2.55,0.52,4.08,13.39,1.11,14.24,2.22,8.1,4.18,5.55,0.36,0.2,1.24,0.03,0.46,0.56,0.03,0,0.13,0.33,0,17.6,6.96,5.16,0.16,0,0.46,0,0.23,0.52,3.72,0.39,0,468,1216,2634359
3043,47.79,83.71,36.91,45.7,15.69,14.26,86.66,55.6,16.5,8.02,1.02,1.91,3.09,0.62,1.38,8.48,6.61,13.57,10.42,5.03,8.68,1.28,19.26,3.68,2.2,2.04,3.38,2.17,2.63,1.84,0.76,0.03,0.1,0.13,10.09,0.26,0.1,0.26,0.56,8.48,1.48,1.61,1.41,1.81,0.89,2.79,2.56,1.41,0.82,0.2,2.14,0.92,0.49,0.16,0.49,7.69,2.66,1.74,1.58,1.48,0.66,4.3,13.34,2.04,15.74,3.02,6.7,6.15,2.33,0.43,0.23,1.68,0.1,0.1,0.53,0.16,0.2,0.1,0.13,0.03,19.85,7.23,6.18,0.07,0.03,0.36,0.1,0.39,0.39,4.24,0.85,0,448,1130,2954577
2560,78.95,69.84,46.72,65.01,20,16.02,80.7,49.96,11.56,6.48,1.72,2.89,1.13,0.35,0.39,5.08,8.28,13.63,7.46,4.84,6.37,1.37,14.34,4.84,1.91,1.56,3.2,2.7,4.18,3.09,1.02,0.04,0.31,0.12,6.99,0,0,0,0.35,10.66,2.11,1.45,1.68,2.62,1.21,2.73,1.95,1.37,0.39,0.12,2.5,0.35,1.25,0.04,0.74,7.77,3.32,0.94,1.68,1.05,1.41,2.85,10.74,1.48,15.98,2.07,8.91,5.08,1.02,0.55,0.08,0.35,0.23,0.43,0.12,0,0.04,0,0.08,0,17.5,5.51,7.66,0.31,0.35,0.23,0.16,0.59,0.39,2.15,0.16,0,168,1096,1139732
2512,80.56,80.05,43.8,51.07,22.43,21.46,83.04,52.19,11.62,5.57,0.52,3.86,0.44,0.32,0.44,6.05,8.64,14.85,7.96,4.86,7.05,0.88,13.06,4.14,2.11,1.75,3.5,1.87,2.95,2.15,0.8,0.12,0.16,0.28,8.32,0,0.04,0,0.36,11.43,3.11,1.83,1.71,2.31,1.11,2.75,2.43,1.43,0.56,0.28,1.55,0.36,0.84,0.04,0.28,9.28,4.66,1.67,2.43,0.88,0.24,2.55,9.32,1.63,15.72,1.71,8.56,5.41,1.95,0.32,0.12,0.12,0.12,0.16,0.44,0.04,0.04,0.04,0.32,0,16.72,4.74,7.36,0.08,0.04,0.64,0,0.28,0.8,2.15,0.56,0.08,201,1283,1263442
1106,93.91,72.16,35.72,15.58,20.11,20.98,75.77,47.83,10.31,5.88,1.18,2.8,0.36,0.45,1.08,4.43,9.13,16,6.06,2.98,3.89,1.18,10.85,3.25,1.99,0.9,2.8,2.62,1.81,0.54,1.27,0.18,0.54,0.18,7.05,0.27,0,0.54,0.81,6.6,0.72,1.63,0.99,1.27,0.54,1.99,1.63,1.08,0.27,0.18,2.08,0.54,0.9,0,0.9,7.32,3.25,0.72,2.44,0.63,0.45,2.53,7.87,0.99,16.37,1.81,10.67,3.98,1.72,1.45,0.45,1.18,0,0.54,0.09,0,0.09,0,0,0,15.28,7.14,4.16,0.36,0,0.09,0,1.45,0.36,1.45,0.27,0,165,440,1097511
3579,53.98,76.11,46.54,41.96,18.17,14.03,84.88,54.65,16.93,8.55,2.21,2.29,3.19,0.34,0.53,8.35,7.26,13.22,9.05,7.32,5.48,1.26,16.51,5.2,2.49,1.9,3.41,2.99,3.6,2.24,1.34,0.25,0.34,0.08,8.1,0.06,0.11,0.03,0.47,11.12,2.1,1.7,1.59,2.65,1.56,2.99,2.46,1.82,0.39,0.17,2.46,1.56,0.64,0.03,0.14,7.66,2.46,1.2,2.12,1.9,0.56,3.66,12.52,0.87,15.12,2.26,8.58,4.58,0.89,0.45,0.03,0.34,0.2,0.42,0.47,0.03,0.06,0.11,0.28,0,20.17,6.85,6.57,0.45,0.31,0.11,0.14,0.56,0.31,4.16,0.67,0.06,30,1008,352252
3816,55.09,77.32,25.56,89.89,24.62,16.54,88,56.71,16.48,8.1,1.91,1.39,2.33,1.21,1.26,8.39,7.39,13.99,9.56,4.48,8.54,1.47,16.38,3.85,2.02,2.23,0.66,2.67,6.21,5.01,1.15,0.1,0.16,0.34,10.3,0.26,0.03,0.45,1.15,11.19,2.96,1.44,1.13,3.12,1.02,3.14,2.62,1.39,0.42,0.73,1.86,0.97,0.52,0.08,0.13,6.92,2.18,1.31,1.76,1.39,0.68,2.88,12.34,0.92,11.37,1.91,6.16,3.41,3.01,3.54,0.1,0.16,0.1,0.18,0.26,0,0.03,0.05,0.18,0,16.8,5.19,6.68,0.34,0.13,0.16,0,0.39,0.26,3.22,0.42,0,152,1602,1625469
583,84.88,80.91,20.81,48.01,21.59,17.67,79.25,46.48,10.81,5.49,0.86,2.57,1.72,0,0.34,5.32,6.69,13.72,7.2,2.74,5.83,0.34,12.86,4.63,1.03,1.2,7.2,3.6,1.89,1.54,0.34,0.17,0.17,0,6.86,0.69,0,0.34,0,7.55,1.2,1.2,2.74,1.2,1.03,1.2,2.23,1.37,0.34,0,3.26,2.06,1.2,0,0,5.66,2.74,0.51,2.4,0.34,0,2.57,9.09,0.69,15.61,2.23,9.26,3.77,2.74,0,0.17,0.34,0,0.34,0,0,0,0,0,0,17.15,4.97,6.86,0,0.17,0.17,0,2.74,0.34,1.54,0.34,0,233,244,3095075
3392,37.1,86.23,26.42,41.78,23.72,17.87,85.11,58.64,20.08,8.49,1.09,2.54,2.21,0,2.65,11.59,7.02,12.38,10.08,5.81,8.11,0.88,18.22,3.51,1.95,2.65,1.44,3.12,2.54,1.68,0.8,0,0.29,0.12,11.03,0.03,0.15,0,0.09,11.67,2.54,2.42,1.27,2.39,1.77,2.89,2.65,1.71,0.35,0.29,1.83,0.47,1.09,0,0.21,6.31,3.33,0.85,1.27,0.94,0.15,2.86,14.86,0.97,11.97,1.95,6.49,3.74,1.24,0.09,0.15,0.06,0.03,0.18,0.15,0,0,0,0.15,0,14.39,4.86,5.1,0.03,0.03,0.09,0,0.68,0.18,3.12,0.29,0,420,1094,2192828
3167,46.89,68.88,38.79,81.09,15.08,18.03,88.32,56.77,18.09,10.26,4.89,0.66,3.06,0.92,0.73,7.83,7.7,13.04,9.73,5.78,7.7,1.48,18.88,3.98,2.27,2.34,1.26,1.64,6.76,4.89,1.83,0.09,0.82,0.22,10.86,0.47,0.06,0.95,1.11,12.41,3.44,2.84,0.92,2.46,1.2,3.22,4.17,1.2,2.65,0.25,1.29,0.76,0.16,0.25,0.03,4.52,1.23,0.63,1.8,0.82,0.25,3.98,13.01,1.04,9.57,1.39,5.34,2.9,2.62,0.98,0.25,0.6,0,0.03,0.79,0.06,0.06,0.32,0.38,0.03,22.83,7.07,5.56,0.19,0.03,0.51,0.09,0.54,1.96,3.79,3.03,0.06,147,1372,2049904
2942,37.01,83.71,39.09,45.11,16.25,15.77,91.3,61.15,19.78,7.95,1.02,4.62,1.05,0.17,1.09,11.83,5.61,15.43,11.62,7,6.93,1.29,21.45,4.08,2.11,2.45,1.39,3.16,3.43,2.21,1.16,0.51,0.07,0.14,9.86,0.07,0,0,0.17,12.88,2.38,2.38,1.26,2.72,2.04,3.33,1.39,0.71,0.34,0.34,2.52,0.34,1.63,0.07,0.14,9.31,4.86,1.22,2.14,0.65,0.78,1.5,16.08,3.94,14.04,4.38,5.78,4.18,1.73,0.24,0,0.27,0.07,0.03,0.41,0.07,0.03,0.1,0.2,0,17.37,6.56,4.69,0.14,0.07,0.31,0,0.24,0.48,4.69,0.2,0,144,1071,497449
947,86.36,93.43,43.09,51.46,17.54,25.03,79.94,49.52,13.41,7.81,0.74,3.7,2.43,0,0.95,5.6,8.66,15.21,7.29,2.85,5.91,0,15.63,4.75,2.11,0.53,2.01,1.48,1.58,1.48,0.11,0,0,0.11,10.88,0,0.74,0,0,6.34,2.53,1.16,0.74,1.16,0.32,1.16,3.7,2.22,1.48,0,1.37,0.95,0.11,0,0,8.45,5.6,0.95,1.9,0.21,0,1.58,12.04,1.58,16.26,4.44,8.87,3.17,4.75,1.58,0,0.11,0,0,0,0,0,0,0,0,14.99,6.44,3.38,0.21,0,0,0,0.74,0,4.01,0.21,0,103,387,630784
2713,59.19,72.47,32.76,58.55,15.33,21.16,84.48,55.77,15.26,6.19,1.81,1.92,0.88,0.41,1.18,9.07,7.85,13.53,9.47,6.56,6.93,0.85,15.78,3.91,1.88,2.21,2.8,2.36,2.4,2.06,0.33,0.11,0.07,0.04,8.33,0.11,0,0.52,0.18,11.02,2.95,1.33,1.14,2.06,1.73,2.51,2.1,0.96,0.7,0.33,0.92,0.41,0.44,0.04,0.04,4.83,2.4,0.7,1.07,0.88,0.04,4.5,10.39,0.29,12.61,1.29,8.22,3.17,3.35,0.7,0.07,0.04,0.04,0.04,0.44,0,0.04,0.26,0.18,0,16.62,6.34,5.57,0.11,0,0.77,0.04,0.33,0.81,2.43,0.22,0,113,933,1280829
585,73.14,77.92,46.75,37.88,16.71,18.12,82.56,56.58,15.56,7.01,1.2,2.74,1.03,0.34,1.71,8.55,10.09,14.7,7.86,6.32,5.81,1.54,13.85,4.27,2.39,2.22,3.59,1.37,3.08,1.88,1.2,0,0,0.17,8.55,0,0,0,0.34,7.01,1.54,1.2,0.51,1.03,1.71,1.88,2.56,1.71,0.34,0.34,0.68,0.34,0,0.17,0.17,9.23,2.91,2.05,2.91,1.54,0.68,4.44,10.09,1.03,16.75,1.2,9.23,6.5,2.39,0.17,0.34,0,0,0,0.17,0,0,0,0.17,0,15.9,6.67,5.64,0,0,0,0,0.17,0.68,2.39,0.34,0,107,209,948459
3679,44.43,82.65,51.34,60.81,20.33,19.9,89.59,57.41,18.16,9.87,3.02,4.57,1.36,0.11,0.82,8.29,6.17,13.84,9.62,5.14,8.75,1.25,18.48,3.48,2.26,2.66,0.68,2.12,3.53,2.61,0.76,0.14,0.14,0.16,11.52,0.22,0,0.19,0.05,14.81,4.38,2.34,1.58,2.77,1.3,3.78,2.64,0.84,1.17,0.22,1.06,0.43,0.33,0,0.14,9.43,5.25,1.55,2.04,0.84,0.35,2.99,14.13,1.52,11.72,1.96,6.41,3.34,5,1.69,0.14,0.46,0.14,0.03,0.33,0,0.05,0.11,0.19,0,19.98,4.27,8.67,0.08,0,0.82,0,0.41,1.09,4.08,0.54,0.03,99,888,744257
1652,72.47,50.24,35.46,48.21,15.88,17.31,85.96,59.75,15.19,3.27,1.69,0.3,0.73,0,0.54,11.92,11.14,14.89,10.84,4.72,7.81,0.06,14.77,3.33,1.94,1.03,1.69,1.88,1.76,1.45,0.24,0,0,0.12,2.85,0,0.06,0,0,10.53,1.69,1.94,2.36,2.6,0.67,2.06,3.15,2.24,0.42,0.48,0.79,0.36,0.06,0,0.36,3.45,1.09,0.67,1.63,0.18,0.06,2.24,9.99,1.45,15.68,2.12,9.93,3.63,1.15,1.94,0.12,0.12,0,0,0.18,0,0,0.06,0.12,0,15.8,7.2,5.57,0.06,0,0,0,0.54,0,2.06,0.36,0,80,715,1069653
482,69.8,66.1,64.55,65.09,34.43,23.03,79.67,53.32,12.45,4.77,0.83,3.32,0.41,0,0.21,7.68,7.88,12.86,7.26,6.64,7.26,0.83,10.79,4.15,2.7,0.62,1.87,1.87,2.07,2.07,0,0,0,0,5.39,0,0.21,0,0,10.58,1.87,1.24,0.83,2.49,1.87,3.32,2.28,1.24,0,0.41,2.49,0,0.83,0,1.66,5.6,3.73,0.41,1.24,0.62,0,3.73,7.05,1.66,18.05,1.66,9.75,6.85,0.83,0.21,0.21,0,0,0,0.21,0,0,0.21,0,0,12.66,3.73,6.43,0,0,0,0,1.04,0,1.04,0.41,0,181,209,884578
1496,67.04,73.07,49.04,63.8,15.58,23.13,83.82,51.67,13.03,6.62,1.34,3.81,0.74,0,0.74,6.42,7.75,12.77,9.09,5.55,6.82,0.8,15.24,3.88,2.74,1.74,4.55,3.68,2.67,2.27,0.27,0.13,0.07,0.07,7.35,0,0,0,0,9.22,1.4,1.74,1,1,1.27,3.61,1.4,0.53,0.53,0.27,0.74,0.6,0.13,0,0,9.29,4.55,1.54,2.54,1.14,0.07,4.21,9.43,1.67,15.51,2.74,7.29,5.88,4.95,0.07,0.33,1,0,0.07,0.33,0,0,0,0.33,0,18.52,7.22,5.95,0.13,0.27,0.2,0,0.74,0.8,3.07,0.13,0,145,527,908923
1072,57.3,81.73,67.32,69.72,11.91,20.99,87.22,49.91,15.49,9.14,2.24,0.65,3.08,0,3.17,6.34,5.5,13.25,9.14,5.04,6.06,1.4,15.21,3.73,2.33,2.8,2.8,2.52,4.66,3.45,1.12,0.09,0.19,0.19,11.85,0.47,0.28,0.09,0.09,12.31,2.99,2.52,1.03,1.87,2.33,2.8,1.03,0.09,0.56,0.19,1.59,0.09,1.03,0.37,0.09,8.3,1.59,1.12,2.99,2.52,0.84,3.45,14.65,1.96,16.7,1.77,5.22,9.98,2.24,0.65,0.56,0.28,0.84,0.37,0.37,0.09,0,0.19,0.09,0,27.52,9.24,8.58,0.47,0,0.56,0,2.99,1.68,3.45,0.56,0,166,394,1580239
1129,30.98,79.74,35.54,10.22,15.47,14.35,91.32,59.26,17.18,8.33,3.19,1.33,2.04,0.8,0.97,8.68,7,12.22,11.07,7.62,10.36,0.89,17.8,2.92,1.59,2.57,1.77,2.39,5.85,2.21,3.45,0.09,1.51,0,12.05,2.3,0.27,1.51,1.68,11.34,2.13,1.77,0.89,3.19,1.95,2.83,2.04,1.15,0.89,0,1.77,1.42,0.18,0.18,0.09,6.38,2.3,0.62,0.97,1.51,0.97,4.16,12.93,0.97,12.31,1.24,6.82,4.25,1.59,0.8,0.62,0,0.18,1.06,0.8,0.18,0.09,0.35,0.18,0,22.5,7.17,8.41,0.18,0,0.35,0,0.71,1.15,3.63,0.89,0,155,392,2064604
1873,78.33,83.18,19.83,51.76,17.67,22.8,82.33,52.48,12.33,6.46,0.11,2.83,0.91,1.92,0.69,5.82,7.42,15.75,6.99,6.14,6.89,0.8,12.07,4.97,2.4,1.71,1.82,2.88,3.9,2.62,1.23,0.05,0.21,0.37,9.72,0.11,0.05,0,2.19,10.3,1.76,1.87,1.17,2.72,1.07,2.88,3.95,1.49,0.48,1.92,3.95,2.03,1.82,0.05,0,7.9,3.58,0.91,2.19,0.48,1.01,3.9,8.06,0.48,14.26,1.33,8.17,4.54,1.39,0.32,0.11,0.21,0.05,0,0.32,0.05,0.05,0.05,0.16,0,17.51,6.19,7.79,0.11,0.05,0.59,0,0.32,0.64,1.49,0.32,0,301,888,996694
2374,42.75,77.07,31.53,36.11,13.34,17.06,87.32,59.01,18.24,8.72,1.81,2.19,1.64,1.14,1.94,9.48,7.46,13.56,10.91,6.53,6.28,2.57,20.35,4.25,1.9,1.81,1.56,2.19,3.54,2.06,1.47,0.38,0.21,0.25,11.42,0.04,0.04,0.17,1.1,13.86,3.2,1.64,1.47,3.83,2.44,3.41,3.66,0.97,2.02,0.63,2.23,1.6,0.38,0.34,0.55,5.98,2.53,0.63,1.31,1.1,0.63,5.27,13.77,1.22,12.3,2.06,6.4,4.21,1.18,0.13,0.08,0.29,0.29,0.04,0.67,0.04,0,0.21,0.46,0,23.55,7.75,6.28,0.21,0.08,0.72,0.25,0.46,2.19,4.59,1.01,0,621,1033,1038576
1735,43.7,70.41,48.33,64.02,13.88,15.91,87.49,60.4,18.9,7.72,1.79,1.27,3.11,0.4,1.15,11.18,7.2,14.41,9.97,8.47,6.51,0.92,18.21,3.05,1.67,2.13,1.84,2.13,2.88,2.42,0.4,0.12,0.29,0,7.95,0.12,0.06,0.12,0.46,13.26,2.48,2.25,1.9,3.23,1.1,4.03,2.07,1.38,0.63,0.06,0.81,0.35,0.23,0,0.06,7.09,1.67,1.67,2.31,1.44,0.29,2.77,13.08,1.38,14.76,3,8.76,3.46,1.9,0.46,0.46,0.52,0.06,0.12,0.58,0.23,0.06,0.17,0.12,0,18.5,8.13,5.42,0,0,0.52,0,0.12,0.92,2.94,0.46,0,428,609,2088983
701,71.88,76.22,18.18,73.7,14.91,22.54,80.46,55.92,13.41,6.85,1.71,2.71,1.43,0.43,0.57,6.56,9.42,14.27,8.13,6.42,8.13,0.43,13.55,2.71,1.57,1,0.29,1.57,2.57,2.57,0,0,0,0,7.28,0,0.14,0,0.71,11.55,2.57,3.14,0.71,3.14,1.14,2.14,4.42,3.14,0.71,0.43,1.43,0.57,0.14,0.29,0.43,6.42,3,2.14,1,0.43,0,2.57,11.27,1.43,10.27,1.43,5.56,3.28,1.85,0.71,0,0,0,0,0.43,0,0.14,0,0.29,0,13.84,7.13,4.14,0,0,0.29,0,0,0.29,1.43,0.57,0,125,279,811565
2205,53.75,64.35,79.07,41.34,14.7,12.65,90.57,59.14,16.64,11.16,5.85,1.86,1.54,1.45,0.45,5.49,6.89,15.01,8.71,7.48,7.89,0.82,18.78,3.58,1.5,1.41,2.09,2.18,2.59,1.72,0.86,0.23,0.05,0.18,8.16,0.18,0.05,0.09,2.04,8.89,2.36,1.18,1.63,1.22,1.72,1.18,4.35,1.86,0.73,1.68,2.4,1.09,0.36,0.05,0.82,6.26,2.4,1.32,1.72,1.27,0.32,6.89,9.66,1.27,19.55,4.54,9.48,5.94,0.54,1.86,0.18,0.14,0,0,0.45,0.05,0.05,0.18,0.18,0,16.69,6.89,5.26,0.45,0,0.27,0.68,0.09,0.54,1.81,0.68,0,110,1133,689476
3114,36.48,82.91,33.24,28.44,20.35,14.64,90.11,55.11,17.63,8.77,2.18,1.83,2.02,1.93,0.8,8.86,6.65,11.37,8.77,7.68,8.57,1.16,18.37,3.4,1.89,3.53,1.7,2.02,4.27,2.22,2.06,0.16,0.74,0.1,13.26,0.1,0.13,0.8,1.22,14.35,3.95,2.34,1.57,2.34,0.87,4.27,3.53,1.22,1.25,0.29,4.62,1.61,0.42,0,2.47,7.45,2.34,1.03,1.86,1.64,1,2.7,13.65,1.35,11.5,2.31,5.46,3.82,1.48,0.55,0,0.1,0.45,0.06,0.67,0,0.06,0.39,0.19,0.03,20.04,5.72,6.2,1.12,0,0.9,0.1,0.74,0.96,3.66,0.64,0,386,1011,2856240
1687,27.59,75.98,34.16,79.72,11.63,17.37,87.61,57.74,20.75,10.91,1.96,2.31,3.08,2.25,1.3,9.84,6.82,10.85,10.37,5.81,5.87,4.15,19.03,3.44,2.19,3.26,2.73,2.43,4.39,3.68,0.71,0,0.18,0.06,13.46,0.3,0.12,0.77,2.02,14.88,3.73,1.42,0.77,3.14,1.48,5.63,6.34,3.5,2.31,0.36,1.66,0.95,0.3,0.06,0.36,5.93,2.79,0.71,1.42,1.07,0.3,4.45,15.17,0.59,10.25,1.3,5.51,3.44,1.24,0.36,0.12,0.24,0.3,0.12,0.47,0.06,0,0.18,0.18,0.06,28.81,8.54,8.42,0.12,0,1.36,0,0.06,1.96,5.75,2.61,0,108,624,1159134
2278,54.4,72.91,29.3,55.57,14.89,21.42,80.2,56.58,15.45,7.29,1.89,2.55,2.46,0.04,0.35,8.12,7.55,12.99,10.49,7.07,5.84,1.1,14.66,4.83,2.24,1.84,2.94,1.32,2.81,2.15,0.57,0,0,0.13,7.81,0,0.22,0.04,0,12.25,3.07,1.8,1.45,3.16,1.1,3.73,3.38,1.62,1.1,0.61,0.79,0.04,0.53,0,0.18,5,2.94,0.75,1.01,0.31,0.09,1.98,12.47,1.23,10.54,0.97,5.75,3.82,1.8,0.4,0,0.22,0,0.04,0.48,0,0,0.31,0.18,0,17.03,7.2,5.53,0.04,0,0.44,0,0.83,0.7,1.76,0.53,0,70,952,593547
2661,41.97,85.28,50.05,53.31,13.31,14.32,91.92,59.15,18.15,9.73,1.8,2.52,3.46,0.56,1.39,8.42,8.34,12.1,9.96,7.29,7.52,1.32,18.23,4.85,2.56,2.56,3.01,1.84,2.03,1.73,0.26,0.08,0.04,0.08,10.52,0.04,0.15,0.41,0.3,12.33,3.34,2.48,1.24,2.29,1.47,2.89,8.34,6.5,1.05,0.23,1.73,1.28,0.23,0,0.23,5.3,2.89,0.79,1.32,0.41,0.11,1.65,14.69,1.73,14.77,2.63,9.09,3.16,0.64,0.45,0.08,0.04,0,0.08,0.56,0,0,0.49,0.08,0,21.35,6.84,6.39,0.23,0.04,2.07,0,0.26,0.83,3.34,1.35,0,234,990,5006241
1838,50.63,62.39,39.62,46.85,14.59,24.05,85.53,53.54,14.04,5.39,0.44,1.58,0.82,0.6,1.96,8.65,7.13,12.24,9.47,6.75,7.4,2.45,16.38,5.11,2.83,2.99,1.41,2.23,4.52,2.83,1.69,0.33,0.11,0.54,7.56,0.22,0,0.71,0.11,19.04,5.77,3.65,1.85,3.1,2.39,3.92,2.61,1.2,0.38,0.6,0.71,0.22,0.33,0,0.11,6.15,2.01,1.41,1.8,0.82,0.87,5.11,9.96,0.71,11.75,1.03,4.73,5.77,1.52,0.49,0.05,0.27,0.33,0,0.44,0,0,0.11,0.38,0,22.03,7.07,9.58,0.27,0,0.71,0.05,0.76,0.33,2.83,0.33,0.11,270,998,938937
1579,57.68,71.57,36.54,51.87,13.38,15.07,84.8,58.83,14.12,6.08,1.58,1.14,2.53,0.51,0.32,8.04,11.34,11.46,10.01,7.41,8.87,0.63,14.88,2.85,1.46,2.34,2.34,1.71,1.77,1.58,0.19,0,0.06,0.13,6.59,0.06,0.06,0,0.57,11.46,2.47,2.41,1.9,1.58,1.77,2.34,2.28,1.58,0.25,0.19,0.06,0.06,0,0,0,4.5,1.52,1.71,1.14,0.57,0.13,1.9,11.97,0.57,14.95,1.46,8.99,5,1.52,0.32,0.19,0.25,0.13,0,0.76,0,0.06,0.44,0.25,0,18.56,7.35,7.6,0.06,0,1.08,0,0.32,0.13,1.77,0.25,0,88,565,569026
3247,59.93,74.72,45.33,57.81,20.95,13.06,87.43,59.47,15.89,6.84,1.45,3.08,1.85,0,0.46,9.05,10.26,13.7,9.55,7.55,7.45,0.95,16.14,4.37,2.13,2.4,1.2,2.09,2.22,1.94,0.25,0,0.09,0,7.08,0,0.12,0,0.03,11.92,2.71,2.46,1.79,2.56,1.17,2.96,4.74,4.31,0.12,0.03,0.49,0.03,0.34,0,0.15,6.34,3.26,0.77,1.72,0.77,0.22,1.6,14.26,0.95,14.97,1.82,10.29,3.02,0.71,0.18,0.09,0.12,0,0,0.12,0,0,0.09,0.03,0,15.46,5.57,6.31,0.03,0.12,0.28,0,0.06,0.12,2.89,0.06,0,146,986,763145
3298,56.1,55.42,85.05,52.5,11.07,14.74,85.2,56.91,14.65,7.1,2.58,0.36,1.49,0.12,2.55,7.52,8.28,14.01,9.31,8.25,7.55,1.33,16.92,4.43,2.03,1.7,2.37,2.24,2.33,1.88,0.45,0.06,0.06,0.21,6.88,0,0.49,0,0.36,9.67,1.46,1.18,0.85,2.76,1.15,3.46,1.64,1,0.21,0.36,1.3,0.21,0.33,0,0.7,3.52,0.61,0.42,1.76,0.73,0.21,3.12,12.86,1.46,20.71,3.52,11.58,5.97,0.88,0.36,0.09,0.21,0.09,0.03,0.36,0,0,0.21,0.15,0,24.08,9.31,9.52,0,0.03,0.55,0.06,0.21,0.12,3.97,0.12,0.18,56,998,553253
1508,58.23,69.52,41.83,35.01,19.84,20.62,85.28,55.04,14.66,5.97,1.99,0.46,2.98,0.13,0.4,8.69,7.82,13.2,8.36,7.56,7.69,0.8,13.26,2.45,1.99,2.25,2.65,1.46,1.72,1.13,0.6,0.2,0.13,0,9.22,0.07,0.13,0,0.13,11.47,2.19,1.72,0.73,2.98,0.86,4.77,5.24,1.13,0.4,3.45,5.31,5.04,0.27,0,0,3.51,1.33,0.33,1.13,0.73,0.13,2.32,9.95,0.99,11.67,2.12,6.1,3.78,1.59,0.07,0.07,0,0.07,0.13,0.33,0,0,0.07,0.27,0,18.37,5.44,9.28,0.2,0.13,0.46,0,0.07,0.13,2.25,0.27,0.13,380,463,1939385
