WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,comments,duration,views
155,99,50,35.12,1.23,155,13.55,78.71,52.26,9.03,7.74,5.16,1.94,0,0,0.65,1.29,16.13,18.71,3.23,3.87,3.87,0,7.1,10.97,5.81,1.29,0,0.65,3.23,0,3.23,0,0,3.23,3.23,0,0,0,0,3.23,1.29,0,0,0,1.94,0,11.61,10.32,0,1.29,1.94,0,0,0,1.94,2.58,1.94,0,0.65,0,0,2.58,3.87,0.65,12.26,3.23,7.74,1.29,0,1.94,1.29,0,0,0,0,0,0,0,0,0,5.16,0,0,0,0,0,0,0,0,1.29,3.87,0,67,311,717002
289,53.51,93.15,14.05,44.8,7.22,14.19,86.16,42.21,12.46,7.96,1.73,3.11,2.08,0,1.04,4.5,4.84,9.34,8.65,4.5,6.23,2.08,19.38,4.5,1.04,1.73,0,1.04,3.81,2.42,1.38,0.69,0.35,0,15.92,0,0.69,0,6.92,7.61,1.04,1.38,0.35,2.08,1.04,2.42,11.07,8.65,1.04,1.04,3.81,1.38,0.35,1.04,1.38,6.57,3.46,0,1.38,1.38,0.35,2.42,13.15,0.35,9.69,1.73,4.5,3.81,1.38,7.96,0.35,0.35,1.38,0,0.35,0,0,0.35,0,0,22.15,14.19,0.69,0,0.35,1.38,0,0.69,1.38,3.46,0,0,72,277,577502
864,69.3,78.44,55.79,86.13,15.71,10.53,92.82,52.2,17.59,13.54,8.56,1.27,1.97,0.46,1.27,4.05,5.56,15.39,5.44,4.05,6.13,1.62,14.58,2.78,2.08,1.85,0.93,0.93,5.79,4.63,1.16,0,0.46,0.35,16.44,4.05,0.12,3.12,0.46,6.37,1.62,0.58,0.69,1.74,1.39,1.62,9.38,0.58,8.56,0.35,7.75,0.81,3.36,0.12,0.23,9.03,4.86,1.16,2.55,0.93,0.23,2.66,8.45,2.08,11.23,2.2,5.09,3.94,2.08,7.99,0.69,0,0,0.12,0.81,0,0,0.46,0.35,0,21.99,5.79,12.38,0,0,0.69,0,0,0.46,1.97,0.69,0,60,606,531957
868,51.27,33.9,81.52,40.25,10.46,13.94,89.86,54.49,17.51,10.94,9.1,0.23,1.5,0,0.12,6.57,8.99,11.41,11.18,5.88,5.3,1.04,21.08,1.84,0.69,2.3,0.58,3.57,3.8,2.3,1.5,0.46,0.35,0.23,5.76,0.12,0,0,0.12,14.4,4.26,2.42,1.38,1.15,4.38,1.38,4.15,1.15,2.19,0.81,1.15,0.46,0.35,0,0.12,5.88,0.69,1.04,1.38,2.76,0.35,5.65,12.79,1.73,13.02,2.65,6.8,3.92,1.15,2.88,0.23,0.35,0.23,0.23,4.38,0.12,2.53,0.69,0.58,0.23,28,10.48,7.95,0.23,0,1.27,0.12,0.35,1.38,5.07,1.15,0,41,640,403089
430,69.73,71.17,51.09,4.51,61.43,10.23,89.07,53.49,15.81,11.86,5.58,1.63,3.02,0,1.63,3.95,12.79,9.07,8.84,3.49,5.35,2.09,15.35,3.02,0.7,1.16,1.4,2.33,3.95,0.93,3.02,0.47,1.16,0.7,12.09,0,0.47,0.7,1.63,8.37,1.4,0.23,0.93,1.4,2.33,2.79,5.58,1.86,3.02,0.7,0.93,0.23,0.23,0.23,0.23,6.74,2.33,1.16,1.4,2.09,0.7,4.42,10.93,2.09,12.33,0.93,4.88,6.74,1.86,3.95,0.23,2.09,0,0,3.95,0.7,2.33,0.7,0,0,19.3,1.16,3.95,0,0.23,0.47,0.23,5.58,0.93,6.74,0,0,51,255,594523
791,26.28,66.64,57.44,66.45,22.6,12.64,90.14,62.2,18.71,11,4.68,0.51,4.68,1.01,0.13,7.71,6.19,14.29,13.02,8.34,9.48,0.76,22.5,2.4,2.78,1.9,0.25,1.64,4.55,3.29,1.14,0.25,0.13,0.38,7.71,0,0,0.38,0.63,13.02,2.15,2.91,2.28,4.55,0.88,3.16,4.93,0.25,3.79,0.88,1.9,1.52,0.13,0,0.25,4.55,0.63,1.14,1.77,1.01,0,1.77,16.31,3.16,15.42,3.41,7.84,4.8,0.38,2.78,0,0,0,0,1.14,0,0,0.25,0.76,0.13,31.73,5.94,7.21,0.25,0.63,0.63,0.88,0.88,3.03,6.7,5.56,0,105,1151,1687185
3065,53.09,90.61,20.48,74.92,19.9,16.31,87.86,55.73,17.39,9.79,1.6,2.71,2.51,2.22,0.75,7.6,7.11,13.83,8.35,6.59,7.7,0.78,16.08,3.62,1.96,2.15,1.08,3.3,3.26,2.84,0.2,0.07,0,0.07,13.41,0.2,0.13,0.1,2.41,12.33,2.09,3.36,1.01,2.19,1.7,3.07,4.89,1.17,3.13,0.46,1.83,0.49,0.88,0,0.23,7.63,3.62,1.89,1.89,0.75,0.03,2.41,13.12,1.27,12.53,2.35,6.75,3.62,1.96,4.05,0.13,0.13,0,0.07,0.33,0,0.2,0.1,0.03,0,19.31,5.42,8.25,0.39,0.07,0.55,0,0.23,0.26,3.82,0.26,0.07,87,1241,497153
1460,50.95,78.66,52.47,47.29,11.5,15.48,80.96,53.22,16.78,11.03,4.73,1.78,3.7,0.62,0.21,5.68,9.25,10.55,10.48,6.78,4.18,2.19,19.79,3.9,2.6,1.37,1.16,1.51,3.77,2.47,1.3,0.07,0.27,0.55,11.99,0,0.55,0.14,1.44,7.95,2.05,0.48,0.41,1.3,1.64,2.4,3.97,0.96,1.78,1.16,2.67,1.78,0.34,0.07,0.34,5.62,2.47,0.55,1.1,1.44,0.21,3.97,16.03,1.44,13.22,1.99,5.41,5.75,0.96,1.3,0.14,0.07,0.07,0.41,0.75,0.21,0.07,0.14,0.07,0,25.75,8.7,7.6,0.07,0,0.89,0.27,0.14,0.55,6.71,0.82,0,39,1041,362609
2752,36.65,55.77,79.84,86.7,11.91,13.92,93.17,59.01,19.59,9.41,4.69,0.44,3.82,0.18,0.29,10.14,6.58,13.3,9.74,6.58,8.54,1.16,18.35,3.34,2.18,2.33,1.09,2.69,4.69,4.11,0.58,0.07,0.22,0.04,6.76,0.07,0.04,0,0.25,12.9,2.76,2.25,0.98,3.23,1.42,3.67,6.54,1.78,1.45,3.16,4.07,3.6,0.29,0.04,0,5.41,0.91,1.85,1.6,1.13,0.04,2.29,14.28,1.85,16.06,3.6,7.7,5.05,2.29,1.53,0.07,0.18,0.04,0,1.85,0.04,0.04,1.31,0.44,0.07,27.65,8.61,9.67,0.18,0.04,1.53,0,0.25,0.22,3.96,3.2,0,82,2222,944836
2857,29.06,85.16,41.7,55.46,14.07,13.83,92.12,58.8,20.23,12.29,3.71,1.26,3.92,2.59,0.81,7.95,6.72,11.24,10.61,6.48,7.07,2.24,21.11,3.08,1.19,2.52,2.24,2.24,4.27,2.91,1.33,0.21,0.25,0.35,14.56,0.46,0.14,0.6,2.63,12.53,2.91,1.79,1.79,2.59,1.89,3.36,6.62,1.44,4.87,0.25,2.17,1.19,0.6,0.14,0.11,6.02,2.1,1.05,1.79,0.81,0.53,4.52,14.07,1.54,14.14,2.87,5.74,5.71,1.47,2.63,0.28,0.11,0.07,0.21,0.84,0,0.7,0.04,0.11,0,29.19,8.51,8.26,0.11,0,0.98,0.07,1.05,2,3.96,4.27,0,638,1243,9315483
237,15.74,77.62,29.23,65.74,12.47,11.39,82.28,52.74,21.52,17.72,8.44,5.06,2.95,0.84,0.42,3.8,3.8,9.28,11.39,6.75,5.06,3.38,19.41,5.91,1.69,2.11,0.42,0.84,8.44,5.06,2.95,0.42,0.42,0.84,15.19,0.84,0.84,1.27,0,10.13,0.84,1.69,2.11,1.69,1.69,3.38,2.95,1.69,0.42,0.84,2.11,0.42,0.42,0.42,0,10.97,7.17,0.84,0.84,2.11,0,2.95,13.5,1.27,8.02,0.84,4.64,2.53,0.84,0.84,0,1.27,0,0.42,3.38,0.42,0.42,0.42,1.69,0.42,34.18,8.44,14.35,0,0,0.42,0,0.84,1.69,7.59,0.84,0,42,140,680591
605,40.56,67.22,48.84,95.96,9.17,13.88,96.03,58.18,15.37,5.79,1.32,1.32,1.82,0.99,0.33,9.59,6.12,12.23,10.91,6.12,4.96,5.29,17.19,7.44,5.29,2.15,0.66,4.46,7.11,5.95,1.16,0,0.99,0,11.07,0.17,0,0.33,0.99,14.88,2.15,2.81,1.16,1.98,4.3,3.14,4.79,1.65,2.64,0.5,0.5,0.33,0,0,0,5.45,2.15,0.33,2.31,0.33,0.33,1.32,17.69,1.49,16.36,1.16,13.39,1.82,0.17,0.83,0,1.16,0.99,0.83,1.98,0,0.5,0.66,0.5,0.33,23.97,10.91,8.26,0,0,0,0,0.33,0.33,2.48,1.65,0,49,559,327542
349,34.94,53.44,11.37,73.88,9.18,10.32,88.54,43.55,14.9,11.17,6.59,0.29,2.87,0.29,1.15,3.72,5.16,5.44,10.03,3.72,5.16,3.15,16.91,5.73,0.29,0.86,0.29,1.72,10.03,6.3,3.72,0,1.72,0.57,10.89,0.29,0.57,1.43,0.57,12.61,1.15,1.15,4.58,2.58,2.58,3.44,4.01,0.86,2.01,0.57,2.58,0.29,1.15,1.15,0.29,6.88,1.43,0.57,4.01,0.57,0.29,1.72,12.03,0.29,7.45,1.43,3.44,2.29,0.57,0.57,0,2.01,0,0,16.05,0,14.61,0.86,0.57,0,38.11,9.17,19.2,0,0,1.15,1.15,0.86,0.57,4.3,1.72,0,59,334,1013879
106,55.91,92.14,1,98.46,9.64,9.43,86.79,55.66,15.09,7.55,0.94,0.94,3.77,1.89,0,7.55,4.72,15.09,12.26,4.72,6.6,0,21.7,2.83,0.94,0,2.83,6.6,5.66,5.66,0,0,0,0,10.38,0,0,0,1.89,8.49,0,2.83,0.94,0.94,3.77,0,3.77,0.94,2.83,0,0,0,0,0,0,5.66,1.89,0.94,0,2.83,0,1.89,16.98,2.83,8.49,3.77,4.72,0,0.94,0.94,0,0,0,0,0.94,0,0,0.94,0,0,24.53,10.38,3.77,0,0,0.94,0,0.94,0,2.83,5.66,0,16,178,375734
411,13.34,48.05,32.33,99,13.26,8.76,88.81,52.8,20.92,14.84,9,1.22,3.89,0.73,0,6.08,5.84,6.33,10.22,5.84,9.25,2.43,20.19,5.35,1.7,2.68,0,2.68,14.36,10.22,4.14,0.73,0.73,1.7,7.54,0,0.49,0,0.73,9,0.73,2.92,0.97,2.19,1.46,1.7,4.38,1.22,3.16,0,1.95,0.97,0.49,0,0.49,6.33,1.7,0.97,1.95,0.73,1.7,6.33,10.46,1.22,8.52,2.68,2.19,3.65,0.73,2.19,0.49,0,0.49,0,7.06,0,6.08,0.97,0,0,36.25,7.3,15.57,0,0,0,0.49,0.97,1.46,9,1.46,0,45,213,679711
1801,41.12,84.53,42.93,66.74,15.13,14.21,88.67,57.08,18.1,9.77,2.28,2.39,3.44,1.22,0.44,8.33,7.66,12.05,9.27,5.61,9.22,1.61,19.16,4.22,1.94,2.11,2,3.28,3.22,2.67,0.5,0.06,0.17,0.22,11.1,0,0.06,0,1.22,10.61,2.17,1.55,1,1.55,2.22,2.78,5.27,0.56,3.61,0.89,1.39,0.83,0.44,0,0.11,5.66,2.78,0.67,1.17,1.22,0.06,5.33,12.66,1.22,14.94,2.5,7.5,5.05,1.61,3.5,0.39,0.11,0.28,0.06,0.28,0.11,0,0.06,0.11,0,22.99,6.55,8.66,0.11,0,0.33,0.06,0.44,1.11,4.72,0.89,0.11,55,821,329964
20,52.71,97.69,15.86,99,10,25,85,30,10,10,0,5,5,0,0,0,5,0,0,15,0,0,20,5,0,0,0,5,20,15,5,0,0,5,10,0,0,0,0,5,0,0,0,0,5,0,10,0,10,0,0,0,0,0,0,10,5,0,0,5,0,5,15,0,15,0,5,10,0,5,0,0,0,0,10,0,0,5,5,0,90,25,10,0,0,0,0,0,0,5,50,0,93,284,794615
3403,46.3,76.16,54.18,78.96,14.73,10.2,88.63,56.07,19.01,12.17,5.17,2,2.09,1.97,0.94,6.85,6.41,13.11,8.96,6.32,5.58,1.88,19.86,2.94,1.35,0.85,1.23,1.91,4.29,3.59,0.68,0.03,0.26,0.24,12.17,1.32,0.18,1.7,1.82,9.37,1.73,1.59,1.38,2.23,1.09,2.03,5.08,2.03,2.29,0.62,2.06,0.97,0.53,0.03,0.47,7.43,2.73,0.85,1.82,2.09,0.12,7.55,9.02,1.59,16.04,3.35,8.37,4.67,1.35,2.26,0.5,0.26,0.29,0.09,2.15,0.06,0.03,0.18,0.79,0,24.68,7.52,8.11,0.59,0.65,0.21,0.41,0.91,1.12,4,1.18,0,31,1517,512588
1977,40.75,83.68,52.64,95.3,22.72,14.31,88.42,55.29,16.79,11.99,5.26,3.09,1.87,1.01,0.76,4.81,5.51,13.05,9,6.73,9.16,1.11,18.16,2.93,1.37,1.57,1.82,2.33,5.77,5.21,0.56,0,0.15,0.1,13.71,2.18,0.2,1.72,1.16,8.65,1.32,0.91,1.11,2.23,1.06,2.48,3.74,0.25,3.29,0.15,0.61,0.2,0.15,0,0.25,9.41,5.97,0.81,1.32,1.57,0.05,6.22,9.1,1.52,14.47,3.14,6.78,4.96,1.11,4.75,1.21,0.2,0.1,0.15,2.58,0,0.91,0.51,0.81,0.4,27.16,5.21,10.02,1.52,0,0.61,0.05,0.1,0.4,4.3,4.96,0,53,1127,1065681
182,91.59,95.03,3.93,98.16,9.58,21.98,80.77,52.75,11.54,8.79,0,6.04,1.1,1.65,0,2.75,9.89,15.93,8.24,3.3,3.3,1.1,12.09,4.95,1.1,0,1.65,2.2,5.49,5.49,0,0,0,0,12.09,0,0,0,1.65,8.24,0,1.65,1.1,2.2,2.2,1.65,4.4,0.55,3.85,0,0.55,0,0.55,0,0,10.99,8.24,0.55,1.65,1.1,0,0.55,12.64,0.55,11.54,0.55,9.34,1.65,1.1,4.95,0,0,0.55,0,0,0,0,0,0,0,21.98,9.89,2.2,1.65,0,0,0.55,0,1.1,1.1,5.49,0,204,1026,2062308
368,75.23,84.27,86.86,45.75,14.72,5.98,85.05,47.83,16.85,11.41,4.35,4.62,0.82,0,1.63,5.43,5.43,14.67,6.79,2.45,2.99,2.45,24.18,1.09,0.54,1.09,1.63,1.36,2.17,1.63,0.54,0.54,0,0,13.32,3.8,0,0,0.27,5.16,1.36,1.09,0,0.54,0.54,1.9,4.35,1.63,2.72,0,1.36,1.09,0,0,0.27,12.5,4.62,1.09,3.53,3.26,0.27,5.16,13.59,0.82,20.11,7.88,7.88,4.62,1.36,0.27,0,0.54,0,0,0.82,0,0.54,0.27,0,0,22.55,2.99,8.15,0,0,1.09,3.8,0.27,1.09,4.08,1.09,0,88,236,1485196
205,22.11,68.71,85.38,97.88,17.08,22.93,91.71,55.61,16.59,10.73,4.88,0.49,4.88,0,0.49,5.85,5.85,11.22,12.2,10.73,7.32,1.95,20.49,5.85,3.9,1.95,1.95,5.37,5.37,5.37,0,0,0,0,9.76,0,0,0,0,17.56,3.9,2.93,1.95,4.39,2.93,3.41,4.88,0,4.88,0,0.98,0,0.98,0,0,5.85,0.98,0.49,2.93,0.98,0.49,2.44,13.66,1.46,17.07,0.98,9.76,7.8,0.49,1.95,0,0,0.98,0,0.49,0,0,0,0.49,0,31.71,6.34,6.34,0,0,0,0.49,0,2.93,4.88,10.73,0,287,889,1054415
2412,23.62,39.84,71.1,21.32,15.36,12.27,92.04,59.33,21.27,14.51,10.57,1.08,1.45,0.62,0.79,6.72,6.05,11.36,10.9,6.59,7.46,2.2,21.68,2.32,1.66,2.78,1.41,1.41,5.02,2.28,2.57,0.08,1.2,0.46,10.32,0.37,0.25,0.62,0.62,11.32,1.78,2.45,2.69,2.36,1.08,2.61,3.07,0.79,1.7,0.5,3.03,0.83,0.87,0.04,1.2,8.37,2.2,1.37,4.31,0.83,0.41,5.64,12.94,1.45,12.69,2.82,5.39,4.48,1.41,1.91,0.25,0.66,0.87,1.2,1.16,0.04,0.37,0.58,0.12,0,19.11,7.26,4.89,0.17,0,1.12,0.7,0.33,0.66,3.23,0.75,0,210,1083,776516
229,84.08,83.17,80.69,33.3,15.27,15.28,87.34,59.83,14.41,6.55,1.75,4.8,0,0,0,7.86,7.86,20.09,7.86,7.42,3.93,1.31,20.96,2.62,0.87,2.18,1.31,2.18,3.06,1.75,1.31,0,0.44,0,8.73,0,0,0,0,8.3,0.87,0.44,1.75,0.44,4.37,0.87,3.49,0.87,1.31,1.31,3.93,0.87,3.06,0,0,5.68,4.8,0,0,0.87,0,2.62,13.54,3.49,24.45,3.93,13.97,6.55,0,0.87,0,0,0,0.44,0,0,0,0,0,0,10.92,0,1.75,0,0,6.11,0,0,0,2.18,0.87,0,91,237,883282
25,63.83,99,1,99,4.17,32,48,16,12,12,0,0,12,0,0,0,0,0,0,4,0,0,12,0,0,0,0,4,12,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,112,20,0,4,0,0,0,0,0,0,88,0,74,1505,652315
884,68.95,81.12,9.79,60.08,26.79,24.32,80.77,51.24,15.5,10.63,3.17,1.92,0.57,4.75,0.23,4.86,6.56,13.46,4.98,3.96,9.16,0.45,12.67,2.49,1.02,1.58,1.58,1.36,6.22,3.85,2.04,0.79,0.34,0.57,11.54,0.23,0.23,0.11,5.32,8.82,2.38,2.6,0.57,1.24,1.47,1.58,4.75,0.68,3.96,0.11,1.7,0.45,0.9,0.11,0.23,5.77,2.71,1.13,0.9,0.79,0.34,7.13,3.17,1.02,11.43,2.04,6.33,3.39,1.02,4.86,0.11,0,0.11,0,0.23,0,0.23,0,0,0,15.95,4.86,7.58,0.23,0,0,0,0.57,0,1.36,1.36,0,180,566,1163387
1819,53.31,77.1,16.57,91.67,20.91,13.58,77.3,48.76,16.82,13.25,5.72,0.55,4.01,2.31,0.66,3.52,6.54,10.39,7.04,4.01,6.87,1.98,15.78,3.52,1.32,1.32,2.42,1.1,6.05,5.06,0.99,0.05,0.16,0.66,12.42,1.21,0.22,1.04,2.75,7.04,1.65,0.66,1.7,2.03,0.99,1.87,3.19,0.99,1.7,0.44,1.81,0.44,0.49,0,0.6,4.4,2.14,0.27,1.48,0.38,0.16,4.4,9.46,1.32,9.95,1.7,4.45,3.79,1.7,1.76,0.16,0.38,0.38,0.66,0.77,0,0,0.05,0.71,0,21.61,5.28,6.27,0.27,0.38,0.38,0,0.99,0.88,4.29,2.86,0,192,1758,860139
342,77.17,40.76,65.51,58.97,24.43,10.53,81.58,54.09,13.45,9.65,6.43,0,0.58,2.34,0.29,3.8,9.65,15.5,9.06,4.97,7.89,0.29,13.45,4.09,1.75,1.17,1.17,1.75,4.39,2.92,1.17,0.29,0,0.58,4.97,0,0.29,2.34,0.29,3.8,0.29,0.29,0.58,1.75,0.58,1.17,5.26,1.17,2.05,1.17,3.22,1.46,0.29,0,0.58,4.39,0.88,0.58,2.05,0.88,0,4.97,7.6,1.17,18.42,1.46,8.77,8.77,1.17,3.51,1.46,0,0.29,0.29,0,0,0,0,0,0,18.71,4.97,5.26,0.29,0,0,0,0,1.75,4.09,2.34,0,64,297,577356
1038,58.56,29.47,76.02,34.11,18.87,16.09,87.67,57.23,20.52,13.29,10.98,0.29,1.06,0.96,0,7.23,7.23,14.16,6.94,3.56,7.23,1.06,13.97,3.08,1.64,2.7,1.83,1.16,5.78,3.08,2.6,0.67,0.58,1.06,7.13,0.48,0.29,1.35,0.39,9.73,2.22,1.54,1.73,1.16,1.45,1.83,1.93,0.67,0.77,0.48,3.18,0.67,2.31,0.29,0,8,2.31,1.83,3.47,1.16,0.19,7.13,5.3,0.58,12.91,3.85,5.39,3.95,2.41,2.02,0.29,0.1,0.48,0.1,0.19,0,0,0.19,0,0,20.62,5.88,9.83,0.29,0,0.58,0,0.19,1.54,1.16,0.96,0.19,155,967,587639
