,Source (B)
1999,"https://www.ted.com/talks/harald_haas_a_breakthrough_new_kind_of_wireless_internet
"
2005,"https://www.ted.com/talks/josh_luber_why_sneakers_are_a_great_investment
"
2020,"https://www.ted.com/talks/nicole_paris_and_ed_cage_a_beatboxing_lesson_from_a_father_daughter_duo
"
2024,"https://www.ted.com/talks/jane_fonda_and_lily_tomlin_a_hilarious_celebration_of_lifelong_female_friendship
"
2033,"https://www.ted.com/talks/james_veitch_this_is_what_happens_when_you_reply_to_spam_email
"
2042,"https://www.ted.com/talks/elizabeth_lev_the_unheard_story_of_the_sistine_chapel
"
2047,"https://www.ted.com/talks/melati_and_isabel_wijsen_our_campaign_to_ban_plastic_bags_in_bali
"
2052,"https://www.ted.com/talks/matthew_williams_special_olympics_let_me_be_myself_a_champion
"
2056,"https://www.ted.com/talks/mike_velings_the_case_for_fish_farming
"
2065,"https://www.ted.com/talks/audrey_choi_how_to_make_a_profit_while_making_a_difference
"
2077,"https://www.ted.com/talks/tshering_tobgay_this_country_isn_t_just_carbon_neutral_it_s_carbon_negative
"
2094,"https://www.ted.com/talks/haley_van_dyck_how_a_start_up_in_the_white_house_is_changing_business_as_usual
"
2106,"https://www.ted.com/talks/chris_anderson_teds_secret_to_great_public_speaking
"
2111,"https://www.ted.com/talks/shivani_siroya_a_smart_loan_for_people_with_no_credit_history_yet
"
2141,"https://www.ted.com/talks/shaolan_the_chinese_zodiac_explained
"
2143,"https://www.ted.com/talks/negin_farsad_a_highly_scientific_taxonomy_of_haters
"
2146,"https://www.ted.com/talks/andrew_pelling_this_scientist_makes_ears_out_of_apples
"
2148,"https://www.ted.com/talks/tristan_harris_how_better_tech_could_protect_us_from_distraction
"
2152,"https://www.ted.com/talks/brian_little_who_are_you_really_the_puzzle_of_personality
"
2153,"https://www.ted.com/talks/tom_hulme_what_can_we_learn_from_shortcuts
"
2154,"https://www.ted.com/talks/wanda_diaz_merced_how_a_blind_astronomer_found_a_way_to_hear_the_stars
"
2158,"https://www.ted.com/talks/john_legend_redemption_song
"
2175,"https://www.ted.com/talks/molly_winter_the_taboo_secret_to_healthier_plants_and_people
"
2177,"https://www.ted.com/talks/dave_brain_what_a_planet_needs_to_sustain_life
"
2180,"https://www.ted.com/talks/sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites
"
2182,"https://www.ted.com/talks/gonzalo_vilarino_how_argentina_s_blind_soccer_team_became_champions
"
2184,"https://www.ted.com/talks/timothy_ihrig_what_we_can_do_to_die_well
"
2186,"https://www.ted.com/talks/don_tapscott_how_the_blockchain_is_changing_money_and_business
"
2194,"https://www.ted.com/talks/courtney_martin_the_new_american_dream
"
2196,"https://www.ted.com/talks/franz_freudenthal_a_new_way_to_heal_hearts_without_surgery
"
2198,"https://www.ted.com/talks/julie_lythcott_haims_how_to_raise_successful_kids_without_over_parenting
"
2210,"https://www.ted.com/talks/sam_harris_can_we_build_ai_without_losing_control_over_it
"
2222,"https://www.ted.com/talks/trevor_copp_jeff_fox_ballroom_dance_that_breaks_gender_roles
"
2223,"https://www.ted.com/talks/rachel_botsman_we_ve_stopped_trusting_institutions_and_started_trusting_strangers
"
2233,"https://www.ted.com/talks/kelli_jean_drinkwater_enough_with_the_fear_of_fat
"
2236,"https://www.ted.com/talks/mallory_soldner_your_company_s_data_could_end_world_hunger
"
2242,"https://www.ted.com/talks/fawn_qiu_easy_diy_projects_for_kid_engineers
"
2246,"https://www.ted.com/talks/steven_johnson_how_play_leads_to_great_inventions
"
2248,"https://www.ted.com/talks/roger_antonsen_math_is_the_hidden_secret_to_understanding_the_world
"
2253,"https://www.ted.com/talks/alicia_garza_patrisse_cullors_and_opal_tometi_an_interview_with_the_founders_of_black_lives_matter
"
2257,"https://www.ted.com/talks/tiq_milan_and_kim_katrin_milan_a_queer_vision_of_love_and_marriage
"
2267,"https://www.ted.com/talks/david_autor_why_are_there_still_so_many_jobs
"
2272,"https://www.ted.com/talks/adam_grant_are_you_a_giver_or_a_taker
"
2275,"https://www.ted.com/talks/sofia_jawed_wessel_the_lies_we_tell_pregnant_women
"
2292,"https://www.ted.com/talks/eduardo_briceno_how_to_get_better_at_the_things_you_care_about
"
2311,"https://www.ted.com/talks/ani_liu_smelfies_and_other_experiments_in_synthetic_biology
"
2313,"https://www.ted.com/talks/lux_narayan_what_i_learned_from_2_000_obituaries
"
2314,"https://www.ted.com/talks/kathy_hull_stories_from_a_home_for_terminally_ill_children
"
2319,"https://www.ted.com/talks/jude_kelly_why_women_should_tell_the_stories_of_humanity
"
2337,"https://www.ted.com/talks/casey_brown_know_your_worth_and_then_ask_for_it
"
2348,"https://www.ted.com/talks/siamak_hariri_how_do_you_build_a_sacred_space
"
2350,"https://www.ted.com/talks/amy_green_a_video_game_to_cope_with_grief
"
2355,"https://www.ted.com/talks/pope_francis_why_the_only_future_worth_building_includes_everyone
"
2358,"https://www.ted.com/talks/elon_musk_the_future_we_re_building_and_boring
"
2369,"https://www.ted.com/talks/lucy_kalanithi_what_makes_life_worth_living_in_the_face_of_death
"
2370,"https://www.ted.com/talks/ted_halstead_a_climate_solution_where_all_sides_can_win
"
2383,"https://www.ted.com/talks/michael_bierut_how_to_design_a_library_that_makes_kids_want_to_read
"
2388,"https://www.ted.com/talks/anne_lamott_12_truths_i_learned_from_life_and_writing
"
2391,"https://www.ted.com/talks/katrina_spade_when_i_die_recompose_me
"
2409,"https://www.ted.com/talks/susan_robinson_how_i_fail_at_being_disabled
"
2420,"https://www.ted.com/talks/tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives
"
2421,"https://www.ted.com/talks/anjan_chatterjee_how_your_brain_decides_what_is_beautiful
"
2424,"https://www.ted.com/talks/jon_boogz_and_lil_buck_a_dance_to_honor_mother_earth
"
2431,"https://www.ted.com/talks/richard_j_berry_a_practical_way_to_help_the_homeless_find_work_and_safety
"
2440,"https://www.ted.com/talks/niki_okuk_when_workers_own_companies_the_economy_is_more_resilient
"
2441,"https://www.ted.com/talks/wanuri_kahiu_fun_fierce_and_fantastical_african_art
"
2447,"https://www.ted.com/talks/daan_roosegaarde_a_smog_vacuum_cleaner_and_other_magical_city_designs
"
2453,"https://www.ted.com/talks/caitlin_quattromani_and_lauran_arledge_how_our_friendship_survives_our_opposing_politics
"
2455,"https://www.ted.com/talks/alexander_wagner_what_really_motivates_people_to_be_honest_in_business
"
2456,"https://www.ted.com/talks/pierre_thiam_a_forgotten_ancient_grain_that_could_help_africa_prosper
"
2464,"https://www.ted.com/talks/radhika_nagpal_what_intelligent_machines_can_learn_from_a_school_of_fish
"
2466,"https://www.ted.com/talks/karoliina_korppoo_how_a_video_game_might_help_us_build_better_cities
"
