,Source (B)
243,"https://www.ted.com/talks/nellie_mckay_sings_clonie_1
"
244,"https://www.ted.com/talks/peter_diamandis_on_stephen_hawking_in_zero_g
"
246,"https://www.ted.com/talks/raul_midon_plays_everybody_and_peace_on_earth
"
251,"https://www.ted.com/talks/nellie_mckay_sings_feminists_and_if_i_had_you
"
257,"https://www.ted.com/talks/martin_seligman_on_the_state_of_psychology
"
266,"https://www.ted.com/talks/bruno_bowden_folds_while_rufus_cappadocia_plays
"
272,"https://www.ted.com/talks/nellie_mckay_sings_the_dog_song
"
276,"https://www.ted.com/talks/einstein_the_parrot_talks_and_squawks
"
278,"https://www.ted.com/talks/peter_diamandis_on_our_next_giant_leap
"
293,"https://www.ted.com/talks/laura_trice_suggests_we_all_say_thank_you
"
304,"https://www.ted.com/talks/james_burchfield_plays_invisible_turntables
"
307,"https://www.ted.com/talks/virginia_postrel_on_glamour
"
311,"https://www.ted.com/talks/mihaly_csikszentmihalyi_on_flow
"
312,"https://www.ted.com/talks/kristen_ashburn_s_heart_rending_pictures_of_aids
"
315,"https://www.ted.com/talks/toys_from_the_future
"
317,"https://www.ted.com/talks/jackie_tabick
"
318,"https://www.ted.com/talks/swami_dayananda_saraswati
"
319,"https://www.ted.com/talks/james_forbes
"
320,"https://www.ted.com/talks/imam_feisal_abdul_rauf
"
321,"https://www.ted.com/talks/robert_thurman_on_compassion
"
322,"https://www.ted.com/talks/robert_wright_the_evolution_of_compassion
"
326,"https://www.ted.com/talks/tim_brown_on_creativity_and_play
"
334,"https://www.ted.com/talks/franco_sacchi_on_nollywood
"
338,"https://www.ted.com/talks/andy_hobsbawm_says_do_the_green_thing
"
342,"https://www.ted.com/talks/reinventing_the_car
"
347,"https://www.ted.com/talks/jay_walker_s_library_of_human_imagination
"
353,"https://www.ted.com/talks/jennifer_8_lee_looks_for_general_tso
"
367,"https://www.ted.com/talks/sherwin_nuland_on_hope
"
378,"https://www.ted.com/talks/barry_schwartz_on_our_loss_of_wisdom
"
380,"https://www.ted.com/talks/jose_abreu_on_kids_transformed_by_music
"
381,"https://www.ted.com/talks/astonishing_performance_by_a_venezuelan_youth_orchestra_1
"
389,"https://www.ted.com/talks/brenda_laurel_on_making_games_for_girls
"
391,"https://www.ted.com/talks/nalini_nadkani_on_conserving_the_canopy
"
393,"https://www.ted.com/talks/don_norman_on_design_and_emotion
"
396,"https://www.ted.com/talks/stuart_brown_says_play_is_more_than_fun_it_s_vital
"
398,"https://www.ted.com/talks/dan_dennett_cute_sexy_sweet_funny
"
405,"https://www.ted.com/talks/david_pogue_on_cool_phone_tricks
"
416,"https://www.ted.com/talks/emily_levine_s_theory_of_everything
"
417,"https://www.ted.com/talks/renny_gleeson_on_antisocial_phone_tricks
"
444,"https://www.ted.com/talks/mary_roach_10_things_you_didn_t_know_about_orgasm
"
446,"https://www.ted.com/talks/yves_behar_s_supercharged_motorcycle_design
"
447,"https://www.ted.com/talks/joachim_de_posada_says_don_t_eat_the_marshmallow_yet
"
449,"https://www.ted.com/talks/michelle_obama
"
452,"https://www.ted.com/talks/liz_coleman_s_call_to_reinvent_liberal_arts_education
"
457,"https://www.ted.com/talks/john_la_grou_plugs_smart_power_outlets_1
"
459,"https://www.ted.com/talks/nancy_etcoff_on_happiness_and_why_we_want_it
"
460,"https://www.ted.com/talks/robert_full_learning_from_the_gecko_s_tail
"
474,"https://www.ted.com/talks/tom_wujec_on_3_ways_the_brain_creates_meaning
"
479,"https://www.ted.com/talks/daniel_kraft_invents_a_better_way_to_harvest_bone_marrow
"
487,"https://www.ted.com/talks/michael_pritchard_invents_a_water_filter
"
488,"https://www.ted.com/talks/paul_romer
"
491,"https://www.ted.com/talks/dan_pink_on_motivation
"
494,"https://www.ted.com/talks/natasha_tsakos_multimedia_theatrical_adventure
"
498,"https://www.ted.com/talks/evan_grant_cymatics
"
505,"https://www.ted.com/talks/john_lloyd_inventories_the_invisible
"
522,"https://www.ted.com/talks/sam_martin_builds_a_room_of_his_own
"
525,"https://www.ted.com/talks/rory_sutherland_life_lessons_from_an_ad_man
"
528,"https://www.ted.com/talks/john_gerzema_the_post_crisis_consumer
"
530,"https://www.ted.com/talks/itay_talgam_lead_like_the_great_conductors
"
541,"https://www.ted.com/talks/cynthia_schneider_the_surprising_spread_of_idol_tv
"
543,"https://www.ted.com/talks/mathieu_lehanneur_demos_science_inspired_design
"
545,"https://www.ted.com/talks/devdutt_pattanaik
"
554,"https://www.ted.com/talks/anupam_mishra_the_ancient_ingenuity_of_water_harvesting
"
557,"https://www.ted.com/talks/rory_bremner_s_one_man_world_summit
"
563,"https://www.ted.com/talks/alexis_ohanian_how_to_make_a_splash_in_social_media
"
574,"https://www.ted.com/talks/herbie_hancock_s_all_star_set
"
576,"https://www.ted.com/talks/kiran_bir_sethi_teaches_kids_to_take_charge
"
578,"https://www.ted.com/talks/charles_fleischer_insists_all_things_are_moleeds
"
580,"https://www.ted.com/talks/ravin_agrawal_10_young_indian_artists_to_watch
"
586,"https://www.ted.com/talks/derek_sivers_weird_or_just_different
"
605,"https://www.ted.com/talks/harsha_bhogle_the_rise_of_cricket_the_rise_of_india
"
609,"https://www.ted.com/talks/srikumar_rao_plug_into_your_hard_wired_happiness
"
612,"https://www.ted.com/talks/dan_barber_how_i_fell_in_love_with_a_fish
"
616,"https://www.ted.com/talks/jane_mcgonigal_gaming_can_make_a_better_world
"
619,"https://www.ted.com/talks/sam_harris_science_can_show_what_s_right
"
625,"https://www.ted.com/talks/shukla_bose_teaching_one_child_at_a_time
"
628,"https://www.ted.com/talks/adora_svitak
"
631,"https://www.ted.com/talks/dennis_hong_my_seven_species_of_robot
"
632,"https://www.ted.com/talks/jonathan_drori_every_pollen_grain_has_a_story
"
633,"https://www.ted.com/talks/natalie_merchant_sings_old_poems_to_life
"
641,"https://www.ted.com/talks/tom_wujec_build_a_tower
"
647,"https://www.ted.com/talks/lies_damned_lies_and_statistics_about_tedtalks
"
649,"https://www.ted.com/talks/simon_sinek_how_great_leaders_inspire_action
"
657,"https://www.ted.com/talks/julia_sweeney_has_the_talk
"
663,"https://www.ted.com/talks/sir_ken_robinson_bring_on_the_revolution
"
667,"https://www.ted.com/talks/lessig_nyed
"
672,"https://www.ted.com/talks/adam_sadowsky_engineers_a_viral_music_video
"
673,"https://www.ted.com/talks/michael_sandel_the_lost_art_of_democratic_debate
"
677,"https://www.ted.com/talks/david_byrne_how_architecture_helped_music_evolve
"
683,"https://www.ted.com/talks/chip_conley_measuring_what_makes_life_worthwhile
"
688,"https://www.ted.com/talks/clay_shirky_how_cognitive_surplus_will_change_the_world
"
704,"https://www.ted.com/talks/tan_le_a_headset_that_reads_your_brainwaves
"
713,"https://www.ted.com/talks/peter_molyneux_demos_milo_the_virtual_boy
"
716,"https://www.ted.com/talks/seth_priebatsch_the_game_layer_on_top_of_the_world
"
721,"https://www.ted.com/talks/dan_cobley_what_physics_taught_me_about_marketing
"
722,"https://www.ted.com/talks/nic_marks_the_happy_planet_index
"
725,"https://www.ted.com/talks/derek_sivers_keep_your_goals_to_yourself
"
732,"https://www.ted.com/talks/chris_anderson_how_web_video_powers_global_innovation
"
735,"https://www.ted.com/talks/caroline_phillips_hurdy_gurdy_for_beginners
"
736,"https://www.ted.com/talks/christien_meindertsma_on_pig_05049
"
738,"https://www.ted.com/talks/mitchell_besser_mothers_helping_mothers_fight_hiv
"
740,"https://www.ted.com/talks/fabian_hemmert_the_shape_shifting_future_of_the_mobile_phone
"
747,"https://www.ted.com/talks/tim_jackson_s_economic_reality_check
"
750,"https://www.ted.com/talks/stacey_kramer_the_best_gift_i_ever_survived
"
760,"https://www.ted.com/talks/david_byrne_sings_nothing_but_flowers
"
763,"https://www.ted.com/talks/barton_seaver_sustainable_seafood_let_s_get_smart
"
766,"https://www.ted.com/talks/tom_chatfield_7_ways_games_reward_the_brain
"
777,"https://www.ted.com/talks/denis_dutton_a_darwinian_theory_of_beauty
"
789,"https://www.ted.com/talks/arthur_potts_dawson_a_vision_for_sustainable_restaurants
"
790,"https://www.ted.com/talks/halla_tomasdottir
"
801,"https://www.ted.com/talks/barry_schwartz_using_our_practical_wisdom
"
807,"https://www.ted.com/talks/jody_williams_a_realistic_vision_for_world_peace
"
816,"https://www.ted.com/talks/heather_knight_silicon_based_comedy
"
823,"https://www.ted.com/talks/dale_dougherty_we_are_makers
"
828,"https://www.ted.com/talks/cynthia_breazeal_the_rise_of_personal_robots
"
832,"https://www.ted.com/talks/krista_tippett_reconnecting_with_compassion
"
835,"https://www.ted.com/talks/lisa_gansky_the_future_of_business_is_the_mesh
"
841,"https://www.ted.com/talks/ahn_trio_a_modern_take_on_piano_violin_cello
"
854,"https://www.ted.com/talks/rogier_van_der_heide_why_light_needs_darkness
"
856,"https://www.ted.com/talks/hans_rosling_and_the_magic_washing_machine
"
857,"https://www.ted.com/talks/isabel_behncke_evolution_s_gift_of_play_from_bonobo_apes_to_humans
"
860,"https://www.ted.com/talks/claron_mcfadden_singing_the_primal_mystery
"
866,"https://www.ted.com/talks/annmarie_thomas_squishy_circuits
"
868,"https://www.ted.com/talks/chade_meng_tan_everyday_compassion_at_google
"
869,"https://www.ted.com/talks/morgan_spurlock_the_greatest_ted_talk_ever_sold
"
870,"https://www.ted.com/talks/mick_ebeling_the_invention_that_unlocked_a_locked_in_artist
"
874,"https://www.ted.com/talks/dave_meslin_the_antidote_to_apathy
"
883,"https://www.ted.com/talks/harvey_fineberg_are_we_ready_for_neo_evolution
"
886,"https://www.ted.com/talks/mike_matas
"
893,"https://www.ted.com/talks/louie_schwartzberg_the_hidden_beauty_of_pollination
"
896,"https://www.ted.com/talks/ron_gutman_the_hidden_power_of_smiling
"
898,"https://www.ted.com/talks/leonard_susskind_my_friend_richard_feynman
"
914,"https://www.ted.com/talks/jack_horner_building_a_dinosaur_from_a_chicken
"
920,"https://www.ted.com/talks/shea_hembrey_how_i_became_100_artists
"
921,"https://www.ted.com/talks/steve_keil_a_manifesto_for_play_for_bulgaria_and_beyond
"
924,"https://www.ted.com/talks/maya_beiser_s_and_her_cello_s
"
927,"https://www.ted.com/talks/jok_church_a_circle_of_caring
"
946,"https://www.ted.com/talks/a_robot_that_flies_like_a_bird
"
953,"https://www.ted.com/talks/harald_haas_wireless_data_from_every_light_bulb
"
962,"https://www.ted.com/talks/marco_tempest_the_magic_of_truth_and_lies_on_ipods
"
967,"https://www.ted.com/talks/joan_halifax
"
976,"https://www.ted.com/talks/lauren_zalaznick
"
978,"https://www.ted.com/talks/what_we_learned_from_5_million_books
"
989,"https://www.ted.com/talks/graham_hill_less_stuff_more_happiness
"
1010,"https://www.ted.com/talks/marco_tempest_the_augmented_reality_of_techno_magic
"
1019,"https://www.ted.com/talks/thomas_suarez_a_12_year_old_app_developer
"
1024,"https://www.ted.com/talks/joe_sabia_the_technology_of_storytelling
"
1037,"https://www.ted.com/talks/stefon_harris_there_are_no_mistakes_on_the_bandstand
"
1065,"https://www.ted.com/talks/lisa_harouni_a_primer_on_3d_printing
"
1078,"https://www.ted.com/talks/sheikha_al_mayassa_globalizing_the_local_localizing_the_global
"
1083,"https://www.ted.com/talks/jenna_mccarthy_what_you_don_t_know_about_marriage
"
1084,"https://www.ted.com/talks/lucien_engelen_crowdsource_your_health
"
1088,"https://www.ted.com/talks/neil_macgregor_2600_years_of_history_in_one_object
"
1094,"https://www.ted.com/talks/kevin_allocca_why_videos_go_viral
"
1100,"https://www.ted.com/talks/susan_cain_the_power_of_introverts
"
1102,"https://www.ted.com/talks/andrew_stanton_the_clues_to_a_great_story
"
1106,"https://www.ted.com/talks/larry_smith_why_you_will_fail_to_have_a_great_career
"
1122,"https://www.ted.com/talks/marco_tempest_a_magical_tale_with_augmented_reality
"
1123,"https://www.ted.com/talks/rick_falkvinge_i_am_a_pirate
"
1140,"https://www.ted.com/talks/michael_norton_how_to_buy_happiness
"
1141,"https://www.ted.com/talks/eduardo_paes_the_4_commandments_of_cities
"
1146,"https://www.ted.com/talks/amory_lovins_a_50_year_plan_for_energy
"
1149,"https://www.ted.com/talks/rory_sutherland_perspective_is_everything
"
1155,"https://www.ted.com/talks/renny_gleeson_404_the_story_of_a_page_not_found
"
1157,"https://www.ted.com/talks/tali_sharot_the_optimism_bias
"
1159,"https://www.ted.com/talks/david_kelley_how_to_build_your_creative_confidence
"
1168,"https://www.ted.com/talks/david_mackay_a_reality_check_on_renewables
"
1172,"https://www.ted.com/talks/sebastian_deterding_what_your_designs_say_about_you
"
1192,"https://www.ted.com/talks/peter_norvig_the_100_000_student_classroom
"
1193,"https://www.ted.com/talks/wolfgang_kessling_how_to_air_condition_outdoor_spaces
"
1199,"https://www.ted.com/talks/don_tapscott_four_principles_for_the_open_world_1
"
1202,"https://www.ted.com/talks/alanna_shaikh_how_i_m_preparing_to_get_alzheimer_s
"
1205,"https://www.ted.com/talks/usman_riaz_and_preston_reed_a_young_guitarist_meets_his_hero
"
1214,"https://www.ted.com/talks/jamie_drummond_how_to_set_goals_for_the_world
"
1216,"https://www.ted.com/talks/matt_mills_image_recognition_that_triggers_augmented_reality
"
1234,"https://www.ted.com/talks/pam_warhurst_how_we_can_eat_our_landscapes
"
1237,"https://www.ted.com/talks/mark_forsyth_what_s_a_snollygoster_a_short_lesson_in_political_speak
"
1242,"https://www.ted.com/talks/rob_legato_the_art_of_creating_awe
"
1247,"https://www.ted.com/talks/kent_larson_brilliant_designs_to_fit_more_people_in_every_city
"
1249,"https://www.ted.com/talks/vikram_patel_mental_health_for_all_by_involving_all
"
1253,"https://www.ted.com/talks/beth_noveck_demand_a_more_open_source_government
"
1260,"https://www.ted.com/talks/rachel_botsman_the_currency_of_the_new_economy_is_trust
"
1273,"https://www.ted.com/talks/tim_leberecht_3_ways_to_usefully_lose_control_of_your_reputation
"
1274,"https://www.ted.com/talks/john_maeda_how_art_technology_and_design_inform_creative_leaders
"
1276,"https://www.ted.com/talks/melissa_marshall_talk_nerdy_to_me
"
1277,"https://www.ted.com/talks/maurizio_seracini_the_secret_lives_of_paintings
"
1280,"https://www.ted.com/talks/beau_lotto_amy_o_toole_science_is_for_everyone_kids_included
"
1287,"https://www.ted.com/talks/marco_tempest_a_cyber_magic_card_trick_like_no_other
"
1292,"https://www.ted.com/talks/faith_jegede_what_i_ve_learned_from_my_autistic_brothers
"
1305,"https://www.ted.com/talks/teenaged_boy_wonders_play_bluegrass
"
1308,"https://www.ted.com/talks/ernesto_sirolli_want_to_help_someone_shut_up_and_listen
"
1312,"https://www.ted.com/talks/paolo_cardini_forget_multitasking_try_monotasking
"
1323,"https://www.ted.com/talks/robin_chase_excuse_me_may_i_rent_your_car
"
1330,"https://www.ted.com/talks/don_levy_a_cinematic_journey_through_visual_effects
"
1336,"https://www.ted.com/talks/angela_patton_a_father_daughter_dance_in_prison
"
1337,"https://www.ted.com/talks/ellen_jorgensen_biohacking_you_can_do_it_too
"
1346,"https://www.ted.com/talks/mitch_resnick_let_s_teach_kids_to_code
"
1355,"https://www.ted.com/talks/erik_schlangen_a_self_healing_asphalt
"
1362,"https://www.ted.com/talks/andreas_schleicher_use_data_to_build_better_schools
"
1367,"https://www.ted.com/talks/jennifer_granholm_a_clean_energy_proposal_race_to_the_top
"
1374,"https://www.ted.com/talks/dan_pallotta_the_way_we_think_about_charity_is_dead_wrong
"
1377,"https://www.ted.com/talks/bono_the_good_news_on_poverty_yes_there_s_good_news
"
1378,"https://www.ted.com/talks/catarina_mota_play_with_smart_materials
"
1382,"https://www.ted.com/talks/francis_collins_we_need_better_drugs_now
"
1388,"https://www.ted.com/talks/kees_moeliker_how_a_dead_duck_changed_my_life
"
1393,"https://www.ted.com/talks/freeman_hrabowski_4_pillars_of_college_success_in_science
"
1394,"https://www.ted.com/talks/keller_rinaudo_a_mini_robot_powered_by_your_phone
"
1403,"https://www.ted.com/talks/john_mcwhorter_txtng_is_killing_language_jk
"
1411,"https://www.ted.com/talks/juan_enriquez_how_to_think_about_digital_tattoos
"
1412,"https://www.ted.com/talks/rita_pierson_every_kid_needs_a_champion
"
1415,"https://www.ted.com/talks/bill_gates_teachers_need_real_feedback
"
1421,"https://www.ted.com/talks/ken_robinson_how_to_escape_education_s_death_valley
"
1426,"https://www.ted.com/talks/sergey_brin_why_google_glass
"
1429,"https://www.ted.com/talks/judy_macdonald_johnston_prepare_for_a_good_end_of_life
"
1437,"https://www.ted.com/talks/alex_laskey_how_behavioral_science_can_lower_your_energy_bill
"
1439,"https://www.ted.com/talks/denise_herzing_could_we_speak_the_language_of_dolphins
"
1440,"https://www.ted.com/talks/martin_villeneuve_how_i_made_an_impossible_film
"
1453,"https://www.ted.com/talks/bob_mankoff_anatomy_of_a_new_yorker_cartoon
"
1459,"https://www.ted.com/talks/sleepy_man_banjo_boys_bluegrass_virtuosity_from_new_jersey
"
1462,"https://www.ted.com/talks/the_interspecies_internet_an_idea_in_progress
"
1464,"https://www.ted.com/talks/al_vernacchio_sex_needs_a_new_metaphor_here_s_one
"
1471,"https://www.ted.com/talks/kate_stone_dj_decks_made_of_paper
"
1473,"https://www.ted.com/talks/paul_kemp_robertson_bitcoin_sweat_tide_meet_the_future_of_branded_currency
"
1482,"https://www.ted.com/talks/saki_mafundikwa_ingenuity_and_elegance_in_ancient_african_alphabets
"
1484,"https://www.ted.com/talks/derek_paravicini_and_adam_ockelford_in_the_key_of_genius
"
1492,"https://www.ted.com/talks/chrystia_freeland_the_rise_of_the_new_global_super_rich
"
1501,"https://www.ted.com/talks/eric_berlow_and_sean_gourley_mapping_ideas_worth_spreading
"
1506,"https://www.ted.com/talks/onora_o_neill_what_we_don_t_understand_about_trust
"
1515,"https://www.ted.com/talks/michael_sandel_why_we_shouldn_t_trust_markets_with_our_civic_life
"
1519,"https://www.ted.com/talks/andrew_fitzgerald_adventures_in_twitter_fiction
"
1525,"https://www.ted.com/talks/steve_howard_let_s_go_all_in_on_selling_sustainability
"
1539,"https://www.ted.com/talks/arthur_benjamin_the_magic_of_fibonacci_numbers
"
1542,"https://www.ted.com/talks/mohamed_ali_the_link_between_unemployment_and_terrorism
"
1544,"https://www.ted.com/talks/jane_mcgonigal_massively_multi_player_thumb_wrestling
"
1552,"https://www.ted.com/talks/david_steindl_rast_want_to_be_happy_be_grateful
"
1553,"https://www.ted.com/talks/toby_eccles_invest_in_social_change
"
1567,"https://www.ted.com/talks/paul_piff_does_money_make_you_mean
"
1576,"https://www.ted.com/talks/harish_manwani_profit_s_not_always_the_point
"
1593,"https://www.ted.com/talks/alex_wissner_gross_a_new_equation_for_intelligence
"
1597,"https://www.ted.com/talks/chris_mcknett_the_investment_logic_for_sustainability
"
1599,"https://www.ted.com/talks/yann_dall_aglio_love_you_re_doing_it_wrong
"
1606,"https://www.ted.com/talks/michael_metcalfe_we_need_money_for_aid_so_let_s_print_it
"
1612,"https://www.ted.com/talks/gabe_barcia_colombo_my_dna_vending_machine
"
1614,"https://www.ted.com/talks/ajit_narayanan_a_word_game_to_communicate_in_any_language
"
1615,"https://www.ted.com/talks/anne_marie_slaughter_can_we_all_have_it_all
"
1631,"https://www.ted.com/talks/daffodil_hudson_is_this_the_cure_for_stage_fright
"
1633,"https://www.ted.com/talks/bill_and_melinda_gates_why_giving_away_our_wealth_has_been_the_most_satisfying_thing_we_ve_done
"
1634,"https://www.ted.com/talks/jennifer_golbeck_the_curly_fry_conundrum_why_social_media_likes_say_more_than_you_might_think
"
1640,"https://www.ted.com/talks/gabby_giffords_and_mark_kelly_be_passionate_be_courageous_be_your_best
"
1646,"https://www.ted.com/talks/sarah_lewis_embrace_the_near_win
"
1647,"https://www.ted.com/talks/michel_laberge_how_synchronized_hammer_strikes_could_generate_nuclear_fusion
"
1657,"https://www.ted.com/talks/marco_tempest_maybe_the_best_robot_demo_ever
"
1660,"https://www.ted.com/talks/mark_ronson_how_sampling_transformed_music
"
1692,"https://www.ted.com/talks/lorrie_faith_cranor_what_s_wrong_with_your_pa_w0rd
"
1695,"https://www.ted.com/talks/julian_treasure_how_to_speak_so_that_people_want_to_listen
"
1697,"https://www.ted.com/talks/sara_lewis_the_loves_and_lies_of_fireflies
"
1709,"https://www.ted.com/talks/heather_barnett_what_humans_can_learn_from_semi_intelligent_slime_1
"
1714,"https://www.ted.com/talks/janet_iwasa_how_animations_can_help_scientists_test_a_hypothesis
"
1723,"https://www.ted.com/talks/jarrett_krosoczka_why_lunch_ladies_are_heroes
"
1730,"https://www.ted.com/talks/jill_shargaa_please_please_people_let_s_put_the_awe_back_in_awesome
"
1731,"https://www.ted.com/talks/jim_holt_why_does_the_universe_exist
"
1738,"https://www.ted.com/talks/uldus_bakhtiozina_wry_photos_that_turn_stereotypes_upside_down
"
1742,"https://www.ted.com/talks/avi_reichental_what_s_next_in_3d_printing
"
1745,"https://www.ted.com/talks/kenneth_cukier_big_data_is_better_data
"
1750,"https://www.ted.com/talks/susan_colantuono_the_career_advice_you_probably_didn_t_get
"
1765,"https://www.ted.com/talks/fred_swaniker_the_leaders_who_ruined_africa_and_the_generation_who_can_fix_it
"
1768,"https://www.ted.com/talks/marc_abrahams_a_science_award_that_makes_you_laugh_then_think
"
1774,"https://www.ted.com/talks/alessandra_orofino_it_s_our_city_let_s_fix_it
"
1776,"https://www.ted.com/talks/kare_anderson_be_an_opportunity_maker
"
1807,"https://www.ted.com/talks/erin_mckean_go_ahead_make_up_new_words
"
1814,"https://www.ted.com/talks/navi_radjou_creative_problem_solving_in_the_face_of_extreme_limits
"
1818,"https://www.ted.com/talks/matthieu_ricard_how_to_let_altruism_be_your_guide
"
1834,"https://www.ted.com/talks/hannah_fry_the_mathematics_of_love
"
1847,"https://www.ted.com/talks/harry_baker_a_love_poem_for_lonely_prime_numbers
"
1850,"https://www.ted.com/talks/sangu_delle_in_praise_of_macro_yes_macro_finance_in_africa
"
1854,"https://www.ted.com/talks/linda_hill_how_to_manage_for_collective_creativity
"
1858,"https://www.ted.com/talks/joe_desimone_what_if_3d_printing_was_25x_faster
"
1860,"https://www.ted.com/talks/fei_fei_li_how_we_re_teaching_computers_to_understand_pictures
"
1871,"https://www.ted.com/talks/eduardo_saenz_de_cabezon_math_is_forever
"
1876,"https://www.ted.com/talks/takaharu_tezuka_the_best_kindergarten_you_ve_ever_seen
"
1884,"https://www.ted.com/talks/nick_bostrom_what_happens_when_our_computers_get_smarter_than_we_are
"
1886,"https://www.ted.com/talks/sophie_scott_why_we_laugh
"
1891,"https://www.ted.com/talks/tal_danino_we_can_use_bacteria_to_detect_cancer_and_maybe_treat_it
"
1894,"https://www.ted.com/talks/elora_hardy_magical_houses_made_of_bamboo
"
1895,"https://www.ted.com/talks/roman_mars_why_city_flags_may_be_the_worst_designed_thing_you_ve_never_noticed
"
1897,"https://www.ted.com/talks/martine_rothblatt_my_daughter_my_wife_our_robot_and_the_quest_for_immortality
"
1912,"https://www.ted.com/talks/sarah_jones_one_woman_five_characters_and_a_sex_lesson_from_the_future
"
1915,"https://www.ted.com/talks/rana_el_kaliouby_this_app_knows_how_you_feel_from_the_look_on_your_face
"
1916,"https://www.ted.com/talks/margaret_heffernan_why_it_s_time_to_forget_the_pecking_order_at_work
"
1921,"https://www.ted.com/talks/chip_kidd_the_art_of_first_impressions_in_design_and_life
"
1931,"https://www.ted.com/talks/ash_beckham_when_to_take_a_stand_and_when_to_let_it_go
"
1933,"https://www.ted.com/talks/aspen_baker_a_better_way_to_talk_about_abortion
"
1946,"https://www.ted.com/talks/alix_generous_how_i_learned_to_communicate_my_inner_life_with_asperger_s
"
1954,"https://www.ted.com/talks/yves_morieux_how_too_many_rules_at_work_keep_you_from_getting_things_done
"
1957,"https://www.ted.com/talks/jamie_bartlett_how_the_mysterious_dark_net_is_going_mainstream
"
1958,"https://www.ted.com/talks/jim_simons_a_rare_interview_with_the_mathematician_who_cracked_wall_street
"
1960,"https://www.ted.com/talks/barry_schwartz_the_way_we_think_about_work_is_broken
"
1962,"https://www.ted.com/talks/billie_jean_king_this_tennis_icon_paved_the_way_for_women_in_sports
"
1965,"https://www.ted.com/talks/michael_kimmel_why_gender_equality_is_good_for_everyone_men_included
"
1976,"https://www.ted.com/talks/emilie_wapnick_why_some_of_us_don_t_have_one_true_calling
"
1982,"https://www.ted.com/talks/michael_green_how_we_can_make_the_world_a_better_place_by_2030
"
1989,"https://www.ted.com/talks/tom_uglow_an_internet_without_screens_might_look_like_this
"
