WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,comments,duration,views
776,71.46,72.76,48.32,23.74,23.52,19.72,78.87,51.55,13.53,7.6,2.32,3.09,0.64,0.52,1.03,5.93,5.93,14.69,7.09,4.25,8.51,0.26,13.4,3.09,2.19,1.8,2.84,1.8,1.42,0.64,0.77,0,0.26,0.39,8.12,0,0.52,0.13,1.03,9.15,3.09,1.29,1.03,1.8,0.39,3.22,1.16,1.16,0,0,0.77,0,0.64,0,0.13,6.7,3.35,0.77,2.19,0.13,0.26,3.35,9.15,0.9,13.66,3.35,6.44,3.74,3.35,1.29,0,0.13,0,0.13,0.13,0,0,0.13,0,0,12.89,5.15,6.57,0,0,0,0,0,0,0.9,0.26,0,150,307,426610
2359,59.35,55.22,59.38,46.89,21.25,16.83,83.34,56.51,14.96,5.3,2.29,0.42,1.44,0.21,0.93,9.67,8.52,13.9,10.22,6.44,7.72,0.72,17.42,4.24,3.18,1.74,2.97,2.16,2.2,1.65,0.51,0.13,0.13,0.08,5.26,0,0.21,0,0.25,9.07,2.29,0.81,0.89,2.71,0.85,2.8,2.88,1.4,0.72,0.47,1.53,0.3,0.81,0,0.21,4.15,1.02,1.1,1.48,0.72,0.21,3.98,11.32,1.02,16.15,1.95,9.07,5.51,1.36,0.81,0.17,0,0.21,0.38,0.3,0,0.08,0.04,0.21,0,15.73,5.47,6.1,0.08,0.08,0.08,0,0.25,0.17,3.14,0.34,0,175,848,1424250
3143,59.47,55.56,70.21,59.51,18.71,15.4,85.33,56.6,14.83,7.38,3.31,0.89,1.59,0.67,0.92,7.45,8.18,13.68,8.59,5.73,9.35,0.95,16.61,4.01,2.07,1.37,2.04,2.16,3.66,2.7,0.92,0.19,0.35,0.25,6.11,0,0.19,0.06,0.7,10.09,1.65,1.37,1.18,2.39,1.78,2.86,2.86,1.97,0.38,0.45,2.48,1.05,0.83,0.03,0.54,5.6,1.56,1.08,2.32,0.64,0.22,4.87,9.23,1.43,18.2,3.31,11.33,3.91,1.24,0.99,0.19,0.13,0,0.38,0.45,0.06,0,0.19,0.16,0.06,18.1,5.63,7.48,0.16,0.13,0.22,0.29,0.19,1.02,2.8,0.19,0,136,1092,940841
3288,62.12,74.35,38.72,48.33,17.58,15.78,81.6,55.72,13.72,8,1.76,1.92,1.73,0.52,2.07,5.69,8.03,14.14,9.09,7.15,7.69,1.16,16.39,3.65,2.49,1.49,2.52,2.83,3.16,2.16,0.94,0.27,0.36,0.18,8.73,0.03,0.09,0.12,0.73,10.61,2.43,1.52,1.22,3.07,0.97,2.92,2.04,1.16,0.43,0.18,1.03,0.4,0.24,0.09,0.27,6.57,2.25,1.13,1.73,1.52,0.27,4.96,10.34,0.88,13.9,1.64,8.42,4.01,1.4,0.27,0.15,0.55,0.06,0.43,0.46,0,0,0.18,0.18,0.03,18.52,6.63,6.6,0.09,0.21,0.21,0,0.49,1.09,2.83,0.3,0.06,44,1006,478456
1169,35.43,71.1,53.71,33.14,14.43,18.39,84.69,59.79,15.57,8.3,1.8,1.97,1.45,0.43,2.65,7.27,8.3,10.78,11.29,6.5,9.58,2.31,16.77,4.36,2.57,1.45,1.97,1.63,2.65,1.54,1.11,0.09,0.26,0.68,9.84,0,0.09,0,0.43,12.49,2.99,2.82,1.03,1.88,1.11,3.59,1.71,0.6,0.43,0.34,0.86,0.17,0.43,0,0.26,5.99,2.14,0.94,1.8,0.77,0.86,7.19,10.52,1.03,14.63,1.97,7.61,5.13,0.94,0.51,0,0.09,0,0.43,0.26,0,0,0,0.26,0,17.11,7.44,5.73,0.09,0,0.34,0,0.17,0.86,1.97,0.51,0,27,542,224768
2297,85.85,56.58,50.18,74.42,20.69,23.25,77.75,45.49,8.84,4.18,1.7,1.65,0.3,0.26,0.26,4.66,7.49,13.54,7.53,4.27,5.53,0.78,13.23,5.7,3.61,1.09,3.13,3.13,4.48,3.53,0.91,0.13,0.17,0.22,4.7,0.17,0,0.04,0.3,11.01,2.18,3.44,1.57,1.57,1.35,2.53,3.09,0.96,0.48,1.52,0.48,0.22,0.04,0,0.22,6.97,2.09,0.96,2.66,1.04,0.7,3.7,7.23,1.61,16.46,2.57,7.88,6.31,2.26,0.13,0.35,0.91,0.09,0.04,0.13,0,0,0,0.13,0,14.19,5.7,5.7,0.04,0.04,0.3,0,0.61,0.35,1.35,0.09,0,844,1071,1243930
988,73.05,59.6,59.68,76.32,15.68,15.49,84.21,52.43,12.65,6.28,2.63,1.62,1.32,0.1,0.61,6.28,9.21,13.26,7.59,6.98,6.68,0.91,13.56,6.48,1.82,1.82,2.73,2.94,4.05,3.34,0.61,0,0.2,0.1,5.87,0.51,0,0.2,0.1,10.93,1.82,1.62,0.71,2.63,2.13,2.83,3.85,1.92,0.3,1.01,2.43,1.32,0.51,0.2,0.3,7.49,2.43,1.32,1.62,2.13,0.2,3.24,10.12,0.4,15.99,1.42,9.01,5.97,0.3,1.72,0.51,0.1,0.1,0,0.1,0,0,0.1,0,0,19.74,7.09,5.67,0.61,0.1,0.2,0,1.11,0.4,2.94,1.62,0,67,608,737937
416,78.1,66.74,26.92,34.09,23.11,24.76,79.81,53.85,12.26,6.01,1.68,1.92,1.44,0,0.96,6.25,9.62,15.14,7.93,5.53,8.17,0.96,11.54,2.88,1.92,1.68,1.92,1.68,2.88,1.68,1.2,0.72,0.24,0.24,5.29,0,0,0,0,6.49,1.2,2.4,0.48,0.96,0.24,1.68,1.68,1.2,0.24,0,2.64,0,0,0,2.64,6.97,2.4,1.2,0.96,2.16,0.48,0.48,10.58,0.48,13.22,0.96,9.86,2.88,3.61,0.96,0,0.48,0,0,0,0,0,0,0,0,14.18,6.25,2.16,0,0.48,0,0,0.72,0,3.37,0.48,0.72,104,181,940703
2262,55.38,83.58,40.98,59.25,19.67,15.25,84.7,55.92,14.63,8.22,1.24,2.96,2.21,0.09,1.72,6.41,7.52,13.66,8.89,7.78,7.52,1.41,16.53,4.86,1.99,2.39,1.15,1.9,3.58,2.65,0.88,0.13,0.18,0.18,10.04,0,0.53,0.13,0.27,9.95,1.99,2.21,1.15,2.48,0.4,2.74,3.93,2.12,0.66,0.22,2.34,0.35,0.97,0,1.02,7.29,3.54,1.19,1.72,0.93,0.49,2.43,13.4,1.28,14.9,1.9,8.97,4.24,2.03,0.71,0.66,0.31,0.04,0.31,0.35,0.04,0.04,0,0.27,0,18.97,5.7,7.69,0,0,0.49,0,0.22,0.44,3.36,0.97,0.09,89,763,687263
2544,47.08,81.6,32.98,42.16,18.84,16.19,85.46,57.9,16.35,8.14,1.06,3.14,2.04,0,1.89,8.22,6.21,14.5,9.71,7.94,8.1,0.59,15.96,4.68,2.71,2.04,2.52,2.04,3.58,2.24,1.34,0.31,0.31,0.2,8.84,0.04,0.04,0,0.08,11.95,2.59,2.04,2.2,2.83,1.34,3.38,3.85,2.4,0.83,0.08,2.48,0.59,1.57,0,0.24,7.43,3.34,1.38,1.81,0.75,0.67,1.73,13.29,1.57,13.52,2.04,7.11,4.48,0.86,0.2,0.16,0.51,0.28,0.08,0.59,0,0,0.31,0.31,0,16.51,5.27,7.15,0.04,0,1.06,0,0.47,0.39,2.04,0.08,0,79,985,472121
945,64.45,89.01,13.53,36.98,15.75,21.8,80.32,52.91,14.18,9.42,0.95,1.38,2.75,1.06,3.28,4.76,6.14,14.18,9.84,5.08,5.93,1.06,15.87,3.7,2.12,1.9,2.22,1.06,5.93,3.28,2.65,0.42,1.16,0.21,12.38,0.21,0.21,0.32,1.06,8.25,1.59,2.65,1.69,0.85,0.32,2.12,2.54,0.63,1.48,0.32,1.59,0.42,1.06,0.11,0,8.36,2.75,1.27,3.49,0.74,1.16,2.22,12.7,0.85,12.49,2.33,7.72,2.43,2.33,0.21,0.32,0.42,0.53,0.63,0.21,0.11,0,0,0.11,0,19.79,6.77,6.46,0.11,0,0.63,0,0.32,0.21,1.9,3.39,0,74,401,926948
1271,57.42,88.86,35.7,46.03,23.98,22.5,83.48,55.86,18.88,10.23,2.28,2.75,2.99,1.1,1.1,8.65,6.37,14.87,8.26,5.19,7,0.24,16.44,2.68,2.05,2.05,1.18,2.2,2.05,1.42,0.31,0,0,0.08,11.72,0,0.08,0,1.1,9.99,2.36,1.57,1.73,2.52,1.02,2.75,3.07,2.36,0.24,0.39,1.49,0.47,0.63,0,0.16,7.24,4.01,1.18,0.94,1.18,0.24,3.62,10.86,1.1,14.24,1.65,9.99,2.52,2.28,0.31,1.02,0.31,0,0,0.24,0,0,0.16,0.08,0,15.26,5.11,6.37,0.08,0,0.16,0,0.16,0.47,2.75,0.16,0,91,523,955827
3226,48.39,75.54,34.05,29.4,16.29,15.53,84.97,58.83,18.32,8,1.58,3.25,0.53,1.05,1.58,10.29,7.97,13.02,10.57,5.3,6.88,1.43,19.34,3.35,1.92,1.64,1.55,1.52,3.04,1.58,1.36,0.22,0.25,0.28,9.42,0.37,0.19,0.09,1.33,10.76,2.32,1.12,1.83,2.82,0.71,3.29,2.17,1.15,0.5,0.43,2.08,0.9,0.37,0,0.84,6.94,3.81,0.99,0.93,1.18,0.28,7.32,9.64,1.55,14.23,2.67,7.81,4.34,1.36,0.5,0.25,0.09,0.28,0.37,0.37,0,0,0.15,0.19,0.03,18.57,6.26,7.59,0.03,0,0.71,0.12,0.28,0.5,2.82,0.25,0,109,1056,554360
1500,58.15,87.97,23.51,33.83,17.65,27.53,79.47,51.47,14.07,8.8,0.67,5.6,1,0.2,1.33,5.27,5.4,13.33,7.93,5.6,8.27,0.93,13.47,3.87,2,1,1.47,1.47,5.67,3.07,2.6,0.53,0.13,0.13,9.87,0.07,0.07,0,0.2,13.47,3.53,3.13,2.13,2.13,0.73,3.13,1.47,0.87,0.2,0.33,1.4,0.27,0.73,0.07,0.4,11.47,5.93,2.07,1.93,1.13,1.07,4.4,9.07,0.8,11.67,1.73,6.47,2.93,2.4,0.33,0.07,0.07,0,0,0.6,0,0,0.2,0.33,0.07,15.8,5.47,6.13,1.33,0,0.33,0,0.27,0.13,1.87,0.27,0,153,560,1212774
2180,79.7,58.35,45.2,44.22,23.44,20.69,80.18,53.85,11.79,5.6,1.79,1.61,0.64,0,1.56,6.19,9.59,14.54,7.25,5.87,7.66,0.87,13.49,5.69,3.94,2.2,1.24,3.35,3.85,2.43,1.42,0.18,0.55,0.46,5.55,0,0,0.05,0.14,11.33,2.61,2.06,0.83,3.26,0.96,3.03,1.38,0.64,0.28,0.28,1.47,0.14,0.6,0,0.64,6.42,1.74,1.33,2.39,1.24,0.28,4.63,7.94,0.69,13.67,1.88,7.89,4.13,1.24,0.32,0.18,0.28,0,0.41,0.46,0,0,0.09,0.37,0,15,4.59,7.52,0.05,0,0.46,0,0.37,0.18,1.74,0.09,0,166,910,887823
2272,71.64,77.28,22.25,34.15,20.29,18.84,77.2,51.45,13.64,7.26,1.41,2.77,0.53,0.13,2.42,6.38,7.13,14.22,7.35,5.33,7.09,0.88,13.03,4.49,2.42,1.5,1.98,2.6,3.61,1.98,1.5,0.09,0.84,0.31,8.45,0.09,0.13,0.22,0.04,7.88,1.45,1.67,1.1,1.45,1.14,1.98,1.01,0.4,0.18,0.31,2.46,0.31,1.14,0.04,1.01,8.27,3.52,1.19,2.24,1.41,0.53,2.82,9.9,0.53,12.81,1.94,7.75,3.21,1.32,0.44,0.44,0.48,0.04,0.7,0.13,0,0,0.13,0,0,15.67,5.5,6.29,0.31,0,0.35,0,0.53,0,2.38,0.26,0.04,253,957,2436104
1120,48.12,77.6,21.42,41.94,18.98,23.66,82.95,52.5,13.84,6.07,0.71,4.02,0.71,0,0.62,7.77,5.36,11.79,9.2,5.18,9.46,1.07,13.66,5.71,3.66,2.05,1.96,2.32,3.04,1.88,0.98,0.09,0.18,0.09,7.41,0.09,0,0,0.09,10.62,1.43,3.39,1.34,2.41,0.54,2.77,4.02,0.98,0.27,2.59,3.48,0.89,0.71,0,1.7,7.86,4.11,1.7,0.89,1.52,0.27,2.5,11.43,0.89,12.68,1.52,6.16,5.09,2.41,0.62,0.09,0.18,0.09,0.18,0.09,0,0,0.09,0,0,16.79,5.62,9.02,0,0,0.45,0,0.09,0.18,1.25,0.18,0,463,542,1151214
2408,82.91,76.88,59.38,27.15,22.72,18.11,81.6,53.82,12.62,6.4,1.12,3.16,1.45,0.08,0.58,6.23,9.05,16.32,7.72,4.82,7.06,0.79,14.53,5.23,2.41,1.79,1.12,1.91,2.16,1.12,1.04,0.17,0.08,0.46,6.98,0,0.04,0.25,0.33,9.39,2.12,1.87,0.79,2.08,1.33,2.33,4.03,3.2,0.21,0.46,0.71,0.04,0.21,0,0.37,9.26,3.32,1.62,3.41,0.54,0.71,1.83,11.13,1.33,17.73,2.74,12.42,2.74,2.03,0.42,0.08,0.29,0,0.12,0.08,0,0,0.04,0.04,0,14.08,4.61,5.56,0.17,0,0.29,0,0.58,0.08,2.7,0.08,0,177,830,692579
1842,77.86,75.48,52.6,53.32,17.88,17.86,82.68,55.32,13.95,5.81,0.49,3.26,1.63,0.16,0.27,8.14,9.66,15.04,8.31,5.86,5.97,0.81,13.9,4.83,3.15,2.66,2.28,4.07,2.39,1.9,0.43,0.22,0,0.05,6.79,0,0,0,0.16,11.02,2.01,2.88,0.71,1.9,1.3,3.47,2.55,1.9,0.33,0.27,0.38,0,0.05,0,0.33,8.25,3.42,1.41,2.23,1.41,0.16,1.36,14.01,0.98,16.29,3.2,8.79,4.23,1.63,0.11,0.05,0.05,0,0,0.65,0,0,0.27,0.38,0,16.61,5.65,6.19,0.27,0.11,0.92,0,0.33,0.65,2.39,0.11,0,143,730,1150409
2208,73.44,75.03,46.47,39.54,19.71,16.89,84.28,53.89,13.27,5.93,0.95,3.8,0.77,0,0.41,7.34,8.24,14.95,8.61,6.43,6.39,0.68,14.13,3.76,2.45,1.63,5.75,3.58,2.76,1.77,1,0.05,0.23,0.32,6.61,0,0.05,0,0,10.73,2.17,2.04,1.54,2.08,1.68,2.76,0.95,0.59,0.18,0.18,0.36,0.05,0.14,0,0.14,9.28,4.48,1.86,2.17,1.09,0.36,2.49,11.46,1,16.12,2.76,7.93,5.53,2.67,0.18,0,1.18,0.05,0.18,0.09,0.05,0,0.05,0,0,15.17,5.89,6.66,0.09,0,0.18,0,0.14,0.09,1.77,0.36,0,22,916,877692
1770,68.7,81.24,79.18,71.39,20.34,15.25,86.27,54.41,14.92,9.04,2.71,4.01,0.9,0.79,0.62,5.88,6.33,15.48,8.76,4.97,6.05,1.24,15.88,3.84,1.58,1.07,4.12,1.92,5.37,3.9,1.47,0.34,0.34,0.4,9.94,0.51,0,0.85,0.96,9.15,2.32,1.19,1.3,2.2,1.75,2.03,2.26,0.79,0.56,0.79,1.41,0.96,0.23,0.06,0.11,10.34,4.63,1.98,2.26,1.36,0.9,4.69,9.32,1.53,20.9,2.94,11.98,6.38,1.58,0.51,0.28,0.34,0.06,0.17,0.11,0,0,0.06,0.06,0,19.55,5.59,9.21,0.11,0,0.28,0,0.34,0.56,2.43,1.02,0,32,962,972816
1774,52.04,82.39,42.71,42.11,25.34,15.28,87.49,60.32,16.4,7.27,1.18,2.87,0.96,0.11,2.14,9.13,8.68,13.98,11.16,7.44,6.6,1.3,17.31,3.95,2.03,1.92,1.35,2.31,3.16,2.03,1.13,0.23,0.34,0.17,11.44,0.11,0.23,0,0.28,12.46,1.3,2.09,1.47,2.71,2.65,3.49,3.66,0.85,2.82,0,0.34,0,0.23,0,0.17,9.02,3.33,1.13,2.65,1.13,0.96,6.6,10.26,0.9,15.5,2.14,9.08,4.68,0.73,0.39,0.11,0.51,0.06,0,0.17,0,0,0,0.17,0,16.97,4.62,8.17,0.11,0,0.23,0,0.62,0,2.87,0.34,0,83,570,1243218
2243,61.65,73.52,52.96,39.31,25.49,18.5,83.28,55.64,13.33,6.11,0.53,4.86,0.53,0,0.18,7.18,6.6,15.25,8.52,7.18,8.6,1.03,13.82,4.32,2.45,1.38,2.27,2.81,3.61,2.18,1.43,0.49,0.04,0.22,7.04,0.04,0.13,0,0,12.62,1.56,2.81,2.41,3.25,0.98,4.59,1.25,0.36,0.27,0.45,0.58,0.09,0.22,0,0.27,10.03,5.17,0.76,2.72,0.67,0.94,1.25,10.97,2.32,17.16,2.72,9.54,5.22,1.96,0.13,0.18,0.85,0,0.09,0.31,0,0,0.09,0.22,0,14.62,4.73,5.75,0.22,0,0.04,0,1.56,0,2.1,0.18,0.04,164,863,1158020
