,Source (B)
1537,"https://www.ted.com/talks/gregoire_courtine_the_paralyzed_rat_that_walked
"
1543,"https://www.ted.com/talks/stefan_larsson_what_doctors_can_learn_from_each_other
"
1548,"https://www.ted.com/talks/andreas_raptopoulos_no_roads_there_s_a_drone_for_that
"
1556,"https://www.ted.com/talks/david_lang_my_underwater_robot
"
1557,"https://www.ted.com/talks/enrique_penalosa_why_buses_represent_democracy_in_action
"
1558,"https://www.ted.com/talks/boyd_varty_what_i_learned_from_nelson_mandela
"
1564,"https://www.ted.com/talks/marco_annunziata_welcome_to_the_age_of_the_industrial_internet
"
1574,"https://www.ted.com/talks/frederic_kaplan_how_i_built_an_information_time_machine
"
1578,"https://www.ted.com/talks/sheryl_sandberg_so_we_leaned_in_now_what
"
1580,"https://www.ted.com/talks/guy_hoffman_robots_with_soul
"
1581,"https://www.ted.com/talks/shereen_el_feki_a_little_told_tale_of_sex_and_sensuality
"
1585,"https://www.ted.com/talks/anant_agarwal_why_massively_open_online_courses_still_matter
"
1588,"https://www.ted.com/talks/nicolas_perony_puppies_now_that_i_ve_got_your_attention_complexity_theory
"
1601,"https://www.ted.com/talks/roselinde_torres_what_it_takes_to_be_a_great_leader
"
1610,"https://www.ted.com/talks/philip_evans_how_data_will_transform_business
"
1619,"https://www.ted.com/talks/daniel_reisel_the_neuroscience_of_restorative_justice
"
1624,"https://www.ted.com/talks/larry_page_where_s_google_going_next
"
1628,"https://www.ted.com/talks/del_harvey_the_strangeness_of_scale_at_twitter
"
1635,"https://www.ted.com/talks/lawrence_lessig_the_unstoppable_walk_to_political_reform
"
1638,"https://www.ted.com/talks/louie_schwartzberg_hidden_miracles_of_the_natural_world
"
1639,"https://www.ted.com/talks/david_sengeh_the_sore_problem_of_prosthetic_limbs
"
1644,"https://www.ted.com/talks/jeremy_kasdin_the_flower_shaped_starshade_that_might_help_us_detect_earth_like_planets
"
1645,"https://www.ted.com/talks/matthew_carter_my_life_in_typefaces
"
1649,"https://www.ted.com/talks/james_patten_the_best_computer_interface_maybe_your_hands
"
1652,"https://www.ted.com/talks/david_epstein_are_athletes_really_getting_faster_better_stronger
"
1654,"https://www.ted.com/talks/gavin_schmidt_the_emergent_patterns_of_climate_change
"
1656,"https://www.ted.com/talks/mellody_hobson_color_blind_or_color_brave
"
1662,"https://www.ted.com/talks/deborah_gordon_what_ants_teach_us_about_the_brain_cancer_and_the_internet
"
1668,"https://www.ted.com/talks/andrew_solomon_how_the_worst_moments_in_our_lives_make_us_who_we_are
"
1673,"https://www.ted.com/talks/kitra_cahana_stories_of_the_homeless_and_hidden
"
1676,"https://www.ted.com/talks/ray_kurzweil_get_ready_for_hybrid_thinking
"
1680,"https://www.ted.com/talks/yoruba_richen_what_the_gay_rights_movement_learned_from_the_civil_rights_movement
"
1681,"https://www.ted.com/talks/stella_young_i_m_not_your_inspiration_thank_you_very_much
"
1684,"https://www.ted.com/talks/uri_alon_why_truly_innovative_science_demands_a_leap_into_the_unknown
"
1687,"https://www.ted.com/talks/anne_curzan_what_makes_a_word_real
"
1702,"https://www.ted.com/talks/nicholas_negroponte_a_30_year_history_of_the_future
"
1710,"https://www.ted.com/talks/ze_frank_are_you_human
"
1716,"https://www.ted.com/talks/talithia_williams_own_your_body_s_data
"
1718,"https://www.ted.com/talks/dan_pacholke_how_prisons_can_help_inmates_live_meaningful_lives
"
1740,"https://www.ted.com/talks/andrew_connolly_what_s_the_next_window_into_our_universe
"
1741,"https://www.ted.com/talks/mac_barnett_why_a_good_book_is_a_secret_door
"
1744,"https://www.ted.com/talks/lord_nicholas_stern_the_state_of_the_climate_and_what_we_might_do_about_it
"
1752,"https://www.ted.com/talks/nancy_kanwisher_the_brain_is_a_swiss_army_knife
"
1756,"https://www.ted.com/talks/pia_mancini_how_to_upgrade_democracy_for_the_internet_era
"
1760,"https://www.ted.com/talks/myriam_sidibe_the_simple_power_of_hand_washing
"
1763,"https://www.ted.com/talks/kitra_cahana_my_father_locked_in_his_body_but_soaring_free
"
1767,"https://www.ted.com/talks/fabien_cousteau_what_i_learned_from_spending_31_days_underwater
"
1770,"https://www.ted.com/talks/sergei_lupashin_a_flying_camera_on_a_leash
"
1772,"https://www.ted.com/talks/debra_jarvis_yes_i_survived_cancer_but_that_doesn_t_define_me
"
1780,"https://www.ted.com/talks/michael_green_what_the_social_progress_index_can_reveal_about_your_country
"
1785,"https://www.ted.com/talks/will_marshall_teeny_tiny_satellites_that_photograph_the_entire_planet_every_day
"
1786,"https://www.ted.com/talks/nancy_frates_why_my_family_started_the_als_ice_bucket_challenge_the_rest_is_history
"
1790,"https://www.ted.com/talks/emily_balcetis_why_some_people_find_exercise_harder_than_others
"
1794,"https://www.ted.com/talks/rainer_strack_the_surprising_workforce_crisis_of_2030_and_how_to_start_solving_it_now
"
1802,"https://www.ted.com/talks/verna_myers_how_to_overcome_our_biases_walk_boldly_toward_them
"
1803,"https://www.ted.com/talks/jeremy_howard_the_wonderful_and_terrifying_implications_of_computers_that_can_learn
"
1805,"https://www.ted.com/talks/bruno_torturra_got_a_smartphone_start_broadcasting
"
1808,"https://www.ted.com/talks/michael_rubinstein_see_invisible_motion_hear_silent_sounds_cool_creepy_we_can_t_decide
"
1813,"https://www.ted.com/talks/tasso_azevedo_hopeful_lessons_from_the_battle_to_save_rainforests
"
1819,"https://www.ted.com/talks/sarah_bergbreiter_why_i_make_robots_the_size_of_a_grain_of_rice
"
1825,"https://www.ted.com/talks/bassam_tariq_the_beauty_and_diversity_of_muslim_life
"
1826,"https://www.ted.com/talks/zeynep_tufekci_how_the_internet_has_made_social_change_easy_to_organize_hard_to_win
"
1832,"https://www.ted.com/talks/ricardo_semler_how_to_run_a_company_with_almost_no_rules
"
1839,"https://www.ted.com/talks/james_a_white_sr_the_little_problem_i_had_renting_a_house
"
1840,"https://www.ted.com/talks/rob_knight_how_our_microbes_make_us_who_we_are
"
1844,"https://www.ted.com/talks/helder_guimaraes_a_magical_search_for_a_coincidence
"
1845,"https://www.ted.com/talks/jon_gosier_the_problem_with_trickle_down_techonomics
"
1846,"https://www.ted.com/talks/topher_white_what_can_save_the_rainforest_your_used_cell_phone
"
1851,"https://www.ted.com/talks/marc_kushner_why_the_buildings_of_the_future_will_be_shaped_by_you
"
1852,"https://www.ted.com/talks/ismael_nazario_what_i_learned_as_a_kid_in_jail
"
1857,"https://www.ted.com/talks/david_eagleman_can_we_create_new_senses_for_humans
"
1867,"https://www.ted.com/talks/kevin_rudd_are_china_and_the_us_doomed_to_conflict
"
1883,"https://www.ted.com/talks/nizar_ibrahim_how_we_unearthed_the_spinosaurus
"
1885,"https://www.ted.com/talks/greg_gage_how_to_control_someone_else_s_arm_with_your_brain
"
1898,"https://www.ted.com/talks/cosmin_mihaiu_physical_therapy_is_boring_play_a_game_instead
"
1904,"https://www.ted.com/talks/sara_seager_the_search_for_planets_beyond_our_solar_system
"
1908,"https://www.ted.com/talks/tony_fadell_the_first_secret_of_design_is_noticing
"
1920,"https://www.ted.com/talks/roxane_gay_confessions_of_a_bad_feminist
"
1934,"https://www.ted.com/talks/alec_soth_stacey_baker_this_is_what_enduring_love_looks_like
"
1938,"https://www.ted.com/talks/alaa_murabit_what_my_religion_really_says_about_women
"
1941,"https://www.ted.com/talks/yuval_noah_harari_what_explains_the_rise_of_humans
"
1947,"https://www.ted.com/talks/manuel_lima_a_visual_history_of_human_knowledge
"
1948,"https://www.ted.com/talks/tony_wyss_coray_how_young_blood_might_help_reverse_aging_yes_really
"
1950,"https://www.ted.com/talks/dustin_yellin_a_journey_through_the_mind_of_an_artist
"
1951,"https://www.ted.com/talks/jim_al_khalili_how_quantum_biology_might_explain_life_s_biggest_questions
"
1955,"https://www.ted.com/talks/wendy_freedman_this_new_telescope_might_show_us_the_beginning_of_the_universe
"
1956,"https://www.ted.com/talks/elizabeth_nyamayaro_an_invitation_to_men_who_want_a_better_world_for_women
"
1967,"https://www.ted.com/talks/scott_dinsmore_how_to_find_work_you_love
"
1970,"https://www.ted.com/talks/mary_robinson_why_climate_change_is_a_threat_to_human_rights
"
1974,"https://www.ted.com/talks/mac_stone_stunning_photos_of_the_endangered_everglades
"
1977,"https://www.ted.com/talks/alice_bows_larkin_we_re_too_late_to_prevent_climate_change_here_s_how_we_adapt
"
1998,"https://www.ted.com/talks/patricia_medici_the_coolest_animal_you_know_nothing_about_and_how_we_can_save_it
"
2001,"https://www.ted.com/talks/jenni_chang_and_lisa_dazols_this_is_what_lgbt_life_is_like_around_the_world
"
2017,"https://www.ted.com/talks/jedidah_isler_the_untapped_genius_that_could_change_science_for_the_better
"
2022,"https://www.ted.com/talks/lucianne_walkowicz_let_s_not_use_mars_as_a_backup_planet
"
2027,"https://www.ted.com/talks/jason_decaires_taylor_an_underwater_art_museum_teeming_with_life
"
2028,"https://www.ted.com/talks/robert_waldinger_what_makes_a_good_life_lessons_from_the_longest_study_on_happiness
"
2029,"https://www.ted.com/talks/harry_cliff_have_we_reached_the_end_of_physics
"
2031,"https://www.ted.com/talks/aomawa_shields_how_we_ll_find_life_on_other_planets
"
2036,"https://www.ted.com/talks/wael_ghonim_let_s_design_social_media_that_drives_real_change
"
2039,"https://www.ted.com/talks/jill_farrant_how_we_can_make_crops_survive_without_water
"
2041,"https://www.ted.com/talks/achenyo_idachaba_how_i_turned_a_deadly_plant_into_a_thriving_business
"
2049,"https://www.ted.com/talks/andres_ruzo_the_mythical_boiling_river_of_the_amazon
"
2053,"https://www.ted.com/talks/dambisa_moyo_economic_growth_has_stalled_let_s_fix_it
"
2054,"https://www.ted.com/talks/sean_follmer_shape_shifting_tech_will_change_work_as_we_know_it
"
2059,"https://www.ted.com/talks/celeste_headlee_10_ways_to_have_a_better_conversation
"
2061,"https://www.ted.com/talks/allan_adams_what_the_discovery_of_gravitational_waves_means
"
2064,"https://www.ted.com/talks/dalia_mogahed_what_do_you_think_when_you_look_at_me
"
2067,"https://www.ted.com/talks/ivan_coyote_why_we_need_gender_neutral_bathrooms
"
2074,"https://www.ted.com/talks/caleb_harper_this_computer_will_grow_your_food_in_the_future
"
2075,"https://www.ted.com/talks/laura_robinson_the_secrets_i_find_on_the_mysterious_ocean_floor
"
2076,"https://www.ted.com/talks/mileha_soneji_simple_hacks_for_life_with_parkinson_s
"
2082,"https://www.ted.com/talks/arthur_brooks_a_conservative_s_plea_let_s_work_together
"
2083,"https://www.ted.com/talks/meron_gribetz_a_glimpse_of_the_future_through_an_augmented_reality_headset
"
2085,"https://www.ted.com/talks/carol_fishman_cohen_how_to_get_back_to_work_after_a_career_break
"
2086,"https://www.ted.com/talks/latif_nasser_you_have_no_idea_where_camels_really_come_from
"
2093,"https://www.ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers
"
2096,"https://www.ted.com/talks/danielle_feinberg_the_magic_ingredient_that_brings_pixar_movies_to_life
"
2100,"https://www.ted.com/talks/hugh_evans_what_does_it_mean_to_be_a_citizen_of_the_world
"
2101,"https://www.ted.com/talks/stephen_petranek_your_kids_might_live_on_mars_here_s_how_they_ll_survive
"
2103,"https://www.ted.com/talks/astro_teller_the_unexpected_benefit_of_celebrating_failure
"
2107,"https://www.ted.com/talks/joshua_prager_wisdom_from_great_writers_on_every_year_of_life
"
2109,"https://www.ted.com/talks/aditi_gupta_a_taboo_free_way_to_talk_about_periods
"
2122,"https://www.ted.com/talks/uri_hasson_this_is_your_brain_on_communication
"
2124,"https://www.ted.com/talks/sangeeta_bhatia_this_tiny_particle_could_roam_your_body_to_find_tumors
"
2135,"https://www.ted.com/talks/sue_desmond_hellmann_a_smarter_more_precise_way_to_think_about_public_health
"
2137,"https://www.ted.com/talks/norman_lear_an_entertainment_icon_on_living_a_life_of_meaning
"
2139,"https://www.ted.com/talks/cedric_villani_what_s_so_sexy_about_math
"
2151,"https://www.ted.com/talks/seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money
"
2159,"https://www.ted.com/talks/marwa_al_sabouni_how_syria_s_architecture_laid_the_foundation_for_brutal_war
"
2160,"https://www.ted.com/talks/alexander_betts_why_brexit_happened_and_what_to_do_next
"
2161,"https://www.ted.com/talks/safwat_saleem_why_i_keep_speaking_up_even_when_people_mock_my_accent
"
2166,"https://www.ted.com/talks/shubhendu_sharma_how_to_grow_a_forest_in_your_backyard
"
2171,"https://www.ted.com/talks/ed_boyden_baby_diapers_inspired_this_new_way_to_study_the_brain
"
2178,"https://www.ted.com/talks/monica_araya_a_small_country_with_big_ideas_to_get_rid_of_fossil_fuels
"
2179,"https://www.ted.com/talks/james_green_3_moons_and_a_planet_that_could_have_alien_life
"
2183,"https://www.ted.com/talks/olivier_scalabre_the_next_manufacturing_revolution_is_here
"
2190,"https://www.ted.com/talks/kio_stark_why_you_should_talk_to_strangers
"
2191,"https://www.ted.com/talks/jonathan_tepperman_the_risky_politics_of_progress
"
2193,"https://www.ted.com/talks/sal_khan_let_s_teach_for_mastery_not_test_scores
"
2197,"https://www.ted.com/talks/neha_narula_the_future_of_money
"
2199,"https://www.ted.com/talks/michael_shellenberger_how_fear_of_nuclear_power_is_hurting_the_environment
"
2200,"https://www.ted.com/talks/michael_murphy_architecture_that_s_built_to_heal
"
2201,"https://www.ted.com/talks/abigail_marsh_why_some_people_are_more_altruistic_than_others
"
2204,"https://www.ted.com/talks/nadia_lopez_why_open_a_school_to_close_a_prison
"
2205,"https://www.ted.com/talks/sebastian_kraves_the_era_of_personal_dna_testing_is_here
"
2214,"https://www.ted.com/talks/adam_de_la_zerda_how_we_can_start_winning_the_war_against_cancer
"
2215,"https://www.ted.com/talks/isaac_lidsky_what_reality_are_you_creating_for_yourself
"
2216,"https://www.ted.com/talks/rainn_wilson_ideas_worth_dating
"
2228,"https://www.ted.com/talks/wanis_kabbaj_what_a_driverless_world_could_look_like
"
2229,"https://www.ted.com/talks/ian_bremmer_how_the_us_should_use_its_superpower_status
"
2230,"https://www.ted.com/talks/alyssa_monks_how_loss_helped_one_artist_find_beauty_in_imperfection
"
2235,"https://www.ted.com/talks/kandice_sumner_how_america_s_public_schools_keep_kids_in_poverty
"
2251,"https://www.ted.com/talks/adam_galinsky_how_to_speak_up_for_yourself
"
2255,"https://www.ted.com/talks/ryan_gravel_how_an_old_loop_of_railroads_is_changing_the_face_of_a_city
"
2256,"https://www.ted.com/talks/kate_adams_4_larger_than_life_lessons_from_soap_operas
"
2262,"https://www.ted.com/talks/kevin_b_jones_why_curiosity_is_the_key_to_science_and_medicine
"
2263,"https://www.ted.com/talks/kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution
"
2279,"https://www.ted.com/talks/alejandro_sanchez_alvarado_to_solve_old_problems_study_new_species
"
2285,"https://www.ted.com/talks/paul_knoepfler_the_ethical_dilemma_of_designer_babies
"
2286,"https://www.ted.com/talks/jeanne_gang_buildings_that_blend_nature_and_city
"
2291,"https://www.ted.com/talks/alan_smith_why_we_re_so_bad_at_statistics
"
2298,"https://www.ted.com/talks/jeff_speck_4_ways_to_make_a_city_more_walkable
"
2309,"https://www.ted.com/talks/charity_wayua_a_few_ways_to_fix_an_ailing_government
"
2310,"https://www.ted.com/talks/stacy_smith_the_data_behind_hollywood_s_sexism
"
2312,"https://www.ted.com/talks/jeff_kirschner_this_app_makes_it_fun_to_pick_up_litter
"
2318,"https://www.ted.com/talks/caroline_paul_to_raise_brave_girls_encourage_adventure
"
2320,"https://www.ted.com/talks/joy_buolamwini_how_i_m_fighting_bias_in_algorithms
"
2321,"https://www.ted.com/talks/john_koenig_beautiful_new_words_to_describe_obscure_emotions
"
2325,"https://www.ted.com/talks/karina_galperin_why_don_t_we_write_words_the_way_pronounce_them
"
2330,"https://www.ted.com/talks/simon_anholt_how_would_the_rest_of_the_world_vote_in_your_country_s_election
"
2332,"https://www.ted.com/talks/ashton_cofer_a_young_inventor_s_plan_to_recycle_styrofoam
"
2338,"https://www.ted.com/talks/gretchen_carlson_david_brooks_political_common_ground_in_a_polarized_united_states
"
2339,"https://www.ted.com/talks/katie_bouman_what_does_a_black_hole_look_like
"
2342,"https://www.ted.com/talks/giorgia_lupi_how_we_can_find_ourselves_in_data
"
2352,"https://www.ted.com/talks/curtis_wall_street_carroll_how_i_learned_to_read_and_trade_stocks_in_prison
"
2365,"https://www.ted.com/talks/jorge_drexler_poetry_music_and_identity
"
2366,"https://www.ted.com/talks/kate_stafford_how_human_noise_affects_ocean_habitats
"
2372,"https://www.ted.com/talks/t_morgan_dixon_and_vanessa_garrison_walking_as_a_revolutionary_act_of_self_care
"
2377,"https://www.ted.com/talks/ok_go_how_to_find_a_wonderful_idea
"
2378,"https://www.ted.com/talks/triona_mcgrath_how_pollution_is_changing_the_ocean_s_chemistry
"
2380,"https://www.ted.com/talks/marlon_peterson_am_i_not_human_a_call_for_criminal_justice_reform
"
2384,"https://www.ted.com/talks/michael_patrick_lynch_how_to_see_past_your_own_perspective_and_find_truth
"
2385,"https://www.ted.com/talks/justin_davidson_why_shiny_glass_towers_are_bad_for_city_life
"
2400,"https://www.ted.com/talks/manu_prakash_lifesaving_scientific_tools_made_of_paper
"
2411,"https://www.ted.com/talks/jimmy_lin_a_simple_new_blood_test_that_can_catch_cancer_early
"
2418,"https://www.ted.com/talks/francoise_mouly_the_stories_behind_the_new_yorker_s_iconic_covers
"
2428,"https://www.ted.com/talks/ronald_sullivan_how_i_help_free_innocent_people_from_prison
"
2429,"https://www.ted.com/talks/jack_conte_how_artists_can_finally_get_paid_in_the_digital_age
"
2430,"https://www.ted.com/talks/peter_calthorpe_7_principles_for_building_better_cities
"
2437,"https://www.ted.com/talks/robin_hanson_what_would_happen_if_we_upload_our_brains_to_computers
"
2442,"https://www.ted.com/talks/tara_winkler_why_we_need_to_end_the_era_of_orphanages
"
2443,"https://www.ted.com/talks/noriko_arai_can_a_robot_pass_a_university_entrance_exam
"
2449,"https://www.ted.com/talks/ray_dalio_how_to_build_a_company_where_the_best_ideas_win
"
2451,"https://www.ted.com/talks/benjamin_grant_what_it_feels_like_to_see_earth_from_space
"
2452,"https://www.ted.com/talks/olutimehin_adegbeye_who_belongs_in_a_city
"
2458,"https://www.ted.com/talks/helen_czerski_fun_home_experiments_that_teach_you_physics
"
2465,"https://www.ted.com/talks/theo_e_j_wilson_a_black_man_goes_undercover_in_the_alt_right
"
