,Source (B)
356,"https://www.ted.com/talks/paul_sereno_digs_up_dinosaurs
"
357,"https://www.ted.com/talks/paul_moller_on_the_skycar
"
360,"https://www.ted.com/talks/scott_mccloud_on_comics
"
361,"https://www.ted.com/talks/peter_reinhart_on_bread
"
362,"https://www.ted.com/talks/joseph_pine_on_what_consumers_want
"
365,"https://www.ted.com/talks/jamais_cascio_looks_ahead
"
373,"https://www.ted.com/talks/bill_gross_on_new_energy
"
374,"https://www.ted.com/talks/bill_gates_unplugged
"
377,"https://www.ted.com/talks/david_merrill_demos_siftables_the_smart_blocks
"
379,"https://www.ted.com/talks/juan_enriquez_shares_mindboggling_new_science
"
382,"https://www.ted.com/talks/sylvia_earle_s_ted_prize_wish_to_protect_our_oceans
"
383,"https://www.ted.com/talks/jill_tarter_s_call_to_join_the_seti_search
"
386,"https://www.ted.com/talks/richard_pyle_dives_the_twilight_zone
"
392,"https://www.ted.com/talks/mike_rowe_celebrates_dirty_jobs
"
397,"https://www.ted.com/talks/tim_berners_lee_on_the_next_web
"
400,"https://www.ted.com/talks/adam_savage_s_obsessions
"
407,"https://www.ted.com/talks/nathan_wolfe_hunts_for_the_next_aids
"
409,"https://www.ted.com/talks/jacek_utko_asks_can_design_save_the_newspaper
"
418,"https://www.ted.com/talks/shai_agassi_on_electric_cars
"
419,"https://www.ted.com/talks/gregory_stock_to_upgrade_is_human
"
420,"https://www.ted.com/talks/joann_kuchera_morin_tours_the_allosphere
"
425,"https://www.ted.com/talks/erik_hersman_on_reporting_crisis_via_texting
"
426,"https://www.ted.com/talks/nate_silver_on_race_and_politics
"
427,"https://www.ted.com/talks/ben_katchor_s_comics_of_old_new_york
"
432,"https://www.ted.com/talks/brian_cox_what_went_wrong_at_the_lhc
"
434,"https://www.ted.com/talks/mae_jemison_on_teaching_arts_and_sciences_together
"
436,"https://www.ted.com/talks/al_gore_warns_on_latest_climate_trends
"
437,"https://www.ted.com/talks/louise_fresco_on_feeding_the_whole_world
"
440,"https://www.ted.com/talks/nandan_nilekani_s_ideas_for_india_s_future
"
443,"https://www.ted.com/talks/dan_ariely_asks_are_we_in_control_of_our_own_decisions
"
453,"https://www.ted.com/talks/ray_kurzweil_announces_singularity_university
"
454,"https://www.ted.com/talks/yann_arthus_bertrand_captures_fragile_earth_in_wide_angle
"
455,"https://www.ted.com/talks/publisher_felix_dennis_odes_to_vice_and_consequences
"
463,"https://www.ted.com/talks/clay_shirky_how_cellphones_twitter_facebook_can_make_history
"
471,"https://www.ted.com/talks/gever_tulley_s_tinkering_school_in_action
"
472,"https://www.ted.com/talks/daniel_libeskind_s_17_words_of_architectural_inspiration
"
477,"https://www.ted.com/talks/stewart_brand_proclaims_4_environmental_heresies
"
484,"https://www.ted.com/talks/golan_levin_ted2009
"
492,"https://www.ted.com/talks/eric_giler_demos_wireless_electricity
"
493,"https://www.ted.com/talks/hans_rosling_at_state
"
495,"https://www.ted.com/talks/cary_fowler_one_seed_at_a_time_protecting_the_future_of_food
"
497,"https://www.ted.com/talks/geoff_mulgan_post_crash_investing_in_a_better_world_1
"
499,"https://www.ted.com/talks/steve_truglia_a_leap_from_the_edge_of_space
"
503,"https://www.ted.com/talks/misha_glenny_investigates_global_crime_networks
"
508,"https://www.ted.com/talks/jonathan_zittrain_the_web_is_a_random_act_of_kindness
"
509,"https://www.ted.com/talks/evgeny_morozov_is_the_internet_what_orwell_feared
"
514,"https://www.ted.com/talks/tim_brown_urges_designers_to_think_big
"
515,"https://www.ted.com/talks/karen_armstrong_let_s_revive_the_golden_rule
"
519,"https://www.ted.com/talks/david_logan_on_tribal_leadership
"
521,"https://www.ted.com/talks/beau_lotto_optical_illusions_show_how_we_see
"
523,"https://www.ted.com/talks/eric_sanderson_pictures_new_york_before_the_city
"
532,"https://www.ted.com/talks/ian_goldin_navigating_our_global_future
"
533,"https://www.ted.com/talks/david_deutsch_a_new_way_to_explain_explanation
"
536,"https://www.ted.com/talks/marcus_du_sautoy_symmetry_reality_s_riddle
"
540,"https://www.ted.com/talks/edward_burtynsky_photographs_the_landscape_of_oil
"
544,"https://www.ted.com/talks/fields_wicker_miurin_learning_from_leadership_s_missing_manual
"
546,"https://www.ted.com/talks/tom_wujec_demos_the_13th_century_astrolabe
"
553,"https://www.ted.com/talks/andrea_ghez_the_hunt_for_a_supermassive_black_hole
"
567,"https://www.ted.com/talks/steven_cowley_fusion_is_energy_s_future
"
571,"https://www.ted.com/talks/nick_veasey_exposing_the_invisible_1
"
572,"https://www.ted.com/talks/dan_buettner_how_to_live_to_be_100
"
587,"https://www.ted.com/talks/sendhil_mullainathan
"
591,"https://www.ted.com/talks/tom_shannon_the_painter_and_the_pendulum
"
596,"https://www.ted.com/talks/aimee_mullins_the_opportunity_of_adversity
"
598,"https://www.ted.com/talks/kevin_kelly_tells_technology_s_epic_story
"
601,"https://www.ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds
"
604,"https://www.ted.com/talks/daniel_kahneman_the_riddle_of_experience_vs_memory
"
610,"https://www.ted.com/talks/tim_berners_lee_the_year_open_data_went_worldwide
"
618,"https://www.ted.com/talks/shekhar_kapur_we_are_the_stories_we_tell_ourselves
"
622,"https://www.ted.com/talks/joel_levine
"
624,"https://www.ted.com/talks/kevin_bales_how_to_combat_modern_slavery
"
627,"https://www.ted.com/talks/derek_sivers_how_to_start_a_movement
"
638,"https://www.ted.com/talks/edith_widder_glowing_life_in_an_underwater_world
"
656,"https://www.ted.com/talks/dan_meyer_math_curriculum_makeover
"
660,"https://www.ted.com/talks/dee_boersma_pay_attention_to_penguins
"
668,"https://www.ted.com/talks/john_underkoffler_drive_3d_data_with_a_gesture
"
670,"https://www.ted.com/talks/christopher_m00t_poole_the_case_for_anonymity_online
"
671,"https://www.ted.com/talks/brian_cox_why_we_need_the_explorers
"
674,"https://www.ted.com/talks/john_kasaona_from_poachers_to_caretakers
"
675,"https://www.ted.com/talks/rory_sutherland_sweat_the_small_stuff
"
681,"https://www.ted.com/talks/cameron_herold_let_s_raise_kids_to_be_entrepreneurs
"
689,"https://www.ted.com/talks/ellen_dunham_jones_retrofitting_suburbia
"
693,"https://www.ted.com/talks/benoit_mandelbrot_fractals_the_art_of_roughness
"
701,"https://www.ted.com/talks/julian_assange_why_the_world_needs_wikileaks
"
703,"https://www.ted.com/talks/dimitar_sasselov_how_we_found_hundreds_of_potential_earth_like_planets
"
705,"https://www.ted.com/talks/kevin_stone_the_bio_future_of_joint_replacement
"
706,"https://www.ted.com/talks/sheena_iyengar_on_the_art_of_choosing
"
708,"https://www.ted.com/talks/john_delaney_wiring_an_interactive_ocean
"
709,"https://www.ted.com/talks/laurie_santos
"
717,"https://www.ted.com/talks/david_mccandless_the_beauty_of_data_visualization
"
719,"https://www.ted.com/talks/jim_toomey_learning_from_sherman_the_shark
"
723,"https://www.ted.com/talks/johan_rockstrom_let_the_environment_guide_our_development
"
728,"https://www.ted.com/talks/alwar_balasubramaniam_sculpture_of_substance_and_absence
"
730,"https://www.ted.com/talks/ben_cameron_tedxyyc
"
737,"https://www.ted.com/talks/steven_johnson_where_good_ideas_come_from
"
742,"https://www.ted.com/talks/gary_wolf_the_quantified_self
"
743,"https://www.ted.com/talks/sebastian_seung
"
746,"https://www.ted.com/talks/eben_bayer_are_mushrooms_the_new_plastic
"
748,"https://www.ted.com/talks/barbara_block_tagging_tuna_in_the_deep_ocean
"
749,"https://www.ted.com/talks/hans_rosling_the_good_news_of_the_decade
"
752,"https://www.ted.com/talks/melinda_french_gates_what_nonprofits_can_learn_from_coca_cola
"
759,"https://www.ted.com/talks/patrick_chappatte_the_power_of_cartoons
"
768,"https://www.ted.com/talks/greg_stone_saving_the_ocean_one_island_at_a_time
"
775,"https://www.ted.com/talks/eric_berlow_how_complexity_leads_to_simplicity
"
776,"https://www.ted.com/talks/conrad_wolfram_teaching_kids_real_math_with_computers
"
779,"https://www.ted.com/talks/john_hardy_my_green_school_dream
"
780,"https://www.ted.com/talks/kristina_gjerde_making_law_on_the_high_seas
"
781,"https://www.ted.com/talks/kim_gorgens_protecting_the_brain_against_concussion
"
786,"https://www.ted.com/talks/william_ury
"
792,"https://www.ted.com/talks/kiran_bedi_a_police_chief_with_a_difference
"
793,"https://www.ted.com/talks/hanna_rosin_new_data_on_the_rise_of_women
"
794,"https://www.ted.com/talks/diana_laufenberg_3_ways_to_teach
"
798,"https://www.ted.com/talks/sheryl_sandberg_why_we_have_too_few_women_leaders
"
799,"https://www.ted.com/talks/majora_carter_3_stories_of_local_ecoactivism
"
808,"https://www.ted.com/talks/amber_case_we_are_all_cyborgs_now
"
809,"https://www.ted.com/talks/thomas_thwaites_how_i_built_a_toaster_from_scratch
"
818,"https://www.ted.com/talks/thomas_goetz_it_s_time_to_redesign_medical_data
"
822,"https://www.ted.com/talks/kate_orff_oysters_as_architecture
"
825,"https://www.ted.com/talks/christopher_mcdougall_are_we_born_to_run
"
836,"https://www.ted.com/talks/madeleine_albright_on_being_a_woman_and_a_diplomat
"
842,"https://www.ted.com/talks/wadah_khanfar_a_historic_moment_in_the_arab_world
"
843,"https://www.ted.com/talks/jr_s_ted_prize_wish_use_art_to_turn_the_world_inside_out
"
844,"https://www.ted.com/talks/wael_ghonim_inside_the_egyptian_revolution
"
846,"https://www.ted.com/talks/anthony_atala_printing_a_human_kidney
"
847,"https://www.ted.com/talks/courtney_martin_reinventing_feminism
"
848,"https://www.ted.com/talks/salman_khan_let_s_use_video_to_reinvent_education
"
849,"https://www.ted.com/talks/deb_roy_the_birth_of_a_word
"
851,"https://www.ted.com/talks/david_brooks_the_social_animal
"
859,"https://www.ted.com/talks/eythor_bender_demos_human_exoskeletons
"
861,"https://www.ted.com/talks/patricia_ryan_ideas_in_all_languages_not_just_english
"
876,"https://www.ted.com/talks/marcin_jakubowski
"
877,"https://www.ted.com/talks/susan_lim
"
880,"https://www.ted.com/talks/john_hunter_on_the_world_peace_game
"
881,"https://www.ted.com/talks/anil_ananthaswamy
"
884,"https://www.ted.com/talks/bruce_schneier
"
888,"https://www.ted.com/talks/eli_pariser_beware_online_filter_bubbles
"
891,"https://www.ted.com/talks/suzanne_lee_grow_your_own_clothes
"
904,"https://www.ted.com/talks/aaron_koblin
"
905,"https://www.ted.com/talks/bruce_aylward_how_we_ll_stop_polio
"
907,"https://www.ted.com/talks/mustafa_akyol_faith_versus_tradition_in_islam
"
916,"https://www.ted.com/talks/paul_romer_the_world_s_first_charter_city
"
919,"https://www.ted.com/talks/daniel_kraft_medicine_s_future
"
926,"https://www.ted.com/talks/daniel_tammet_different_ways_of_knowing
"
929,"https://www.ted.com/talks/joshua_walters_on_being_just_crazy_enough
"
932,"https://www.ted.com/talks/dave_debronkart_meet_e_patient_dave
"
942,"https://www.ted.com/talks/nadia_al_sakkaf_see_yemen_through_my_eyes
"
950,"https://www.ted.com/talks/josette_sheeran_ending_hunger_now
"
951,"https://www.ted.com/talks/julian_treasure_5_ways_to_listen_better
"
954,"https://www.ted.com/talks/mark_pagel_how_language_transformed_humanity
"
958,"https://www.ted.com/talks/alex_steffen
"
960,"https://www.ted.com/talks/jeremy_gilley_one_day_of_peace
"
963,"https://www.ted.com/talks/dan_ariely_beware_conflicts_of_interest
"
965,"https://www.ted.com/talks/julia_bacha
"
970,"https://www.ted.com/talks/lee_cronin_making_matter_come_alive
"
972,"https://www.ted.com/talks/yasheng_huang
"
977,"https://www.ted.com/talks/niall_ferguson_the_6_killer_apps_of_prosperity
"
983,"https://www.ted.com/talks/geoff_mulgan_a_short_intro_to_the_studio_school
"
987,"https://www.ted.com/talks/yang_lan
"
988,"https://www.ted.com/talks/christophe_adami_finding_life_we_can_t_imagine
"
990,"https://www.ted.com/talks/mike_biddle
"
992,"https://www.ted.com/talks/alison_gopnik_what_do_babies_think
"
996,"https://www.ted.com/talks/jae_rhim_lee
"
998,"https://www.ted.com/talks/justin_hall_tipping_freeing_energy_from_the_grid
"
1002,"https://www.ted.com/talks/richard_wilkinson
"
1005,"https://www.ted.com/talks/beatrice_coron_stories_cut_from_paper
"
1007,"https://www.ted.com/talks/paul_zak_trust_morality_and_oxytocin
"
1008,"https://www.ted.com/talks/anna_mracek_dietrich_a_plane_you_can_drive
"
1009,"https://www.ted.com/talks/daniel_wolpert_the_real_reason_for_brains
"
1011,"https://www.ted.com/talks/sandra_fisher_martins_the_right_to_understand
"
1012,"https://www.ted.com/talks/martin_hanczyc_the_line_between_life_and_not_life
"
1017,"https://www.ted.com/talks/alexander_tsiaras_conception_to_birth_visualized
"
1025,"https://www.ted.com/talks/britta_riley_a_garden_in_my_apartment
"
1029,"https://www.ted.com/talks/john_bohannon_dance_vs_powerpoint_a_modest_proposal
"
1039,"https://www.ted.com/talks/quyen_nguyen_color_coded_surgery
"
1044,"https://www.ted.com/talks/antonio_damasio_the_quest_to_understand_consciousness
"
1052,"https://www.ted.com/talks/sebastian_wernicke_1000_tedtalks_6_words
"
1054,"https://www.ted.com/talks/award_winning_teen_age_science_in_action
"
1056,"https://www.ted.com/talks/drew_berry_animations_of_unseeable_biology
"
1064,"https://www.ted.com/talks/julian_baggini_is_there_a_real_you
"
1068,"https://www.ted.com/talks/gayle_tzemach_lemmon_women_entrepreneurs_example_not_exception
"
1069,"https://www.ted.com/talks/mick_mountz_the_hidden_world_of_box_packing
"
1080,"https://www.ted.com/talks/erik_johansson_impossible_photography
"
1082,"https://www.ted.com/talks/tyrone_hayes_penelope_jagessar_chaffer_the_toxic_baby
"
1085,"https://www.ted.com/talks/simon_berrow_how_do_you_save_a_shark_you_know_nothing_about
"
1095,"https://www.ted.com/talks/paul_snelgrove_a_census_of_the_ocean
"
1101,"https://www.ted.com/talks/bryan_stevenson_we_need_to_talk_about_an_injustice
"
1107,"https://www.ted.com/talks/jonathan_haidt_humanity_s_stairway_to_self_transcendence
"
1110,"https://www.ted.com/talks/t_boone_pickens_let_s_transform_energy_with_natural_gas
"
1114,"https://www.ted.com/talks/jonathan_haidt_humanity_s_stairway_to_self_transcendence
"
1118,"https://www.ted.com/talks/donald_sadoway_the_missing_link_to_renewable_energy
"
1124,"https://www.ted.com/talks/sherry_turkle_alone_together
"
1128,"https://www.ted.com/talks/jonathan_foley_the_other_inconvenient_truth
"
1131,"https://www.ted.com/talks/melinda_gates_let_s_put_birth_control_back_on_the_agenda
"
1138,"https://www.ted.com/talks/christina_warinner_tracking_ancient_diseases_using_plaque
"
1150,"https://www.ted.com/talks/tavi_gevinson_a_teen_just_trying_to_figure_it_out
"
1151,"https://www.ted.com/talks/michael_tilson_thomas_music_and_emotion_through_time
"
1154,"https://www.ted.com/talks/joshua_foer_feats_of_memory_anyone_can_do
"
1161,"https://www.ted.com/talks/jr_one_year_of_turning_the_world_inside_out
"
1164,"https://www.ted.com/talks/hans_rosling_religions_and_babies
"
1171,"https://www.ted.com/talks/dalia_mogahed_the_attitudes_that_sparked_arab_spring
"
1183,"https://www.ted.com/talks/rebecca_onie_what_if_our_healthcare_system_kept_us_healthy
"
1186,"https://www.ted.com/talks/lz_granderson_the_myth_of_the_gay_agenda
"
1195,"https://www.ted.com/talks/nirmalya_kumar_india_s_invisible_entrepreneurs
"
1196,"https://www.ted.com/talks/e_o_wilson_advice_to_young_scientists
"
1208,"https://www.ted.com/talks/chris_gerdes_the_future_race_car_150mph_and_no_driver
"
1210,"https://www.ted.com/talks/jared_ficklin_new_ways_to_see_music_with_color_and_fire
"
1211,"https://www.ted.com/talks/todd_humphreys_how_to_fool_a_gps
"
1222,"https://www.ted.com/talks/tracy_chevalier_finding_the_story_inside_the_painting
"
1224,"https://www.ted.com/talks/michael_hansmeyer_building_unimaginable_shapes
"
1225,"https://www.ted.com/talks/noah_wilson_rich_every_city_needs_healthy_honey_bees
"
1229,"https://www.ted.com/talks/becci_manson_re_touching_lives_through_photos
"
1250,"https://www.ted.com/talks/leslie_t_chang_the_voices_of_china_s_workers
"
1255,"https://www.ted.com/talks/sarah_jayne_blakemore_the_mysterious_workings_of_the_adolescent_brain
"
1256,"https://www.ted.com/talks/julian_treasure_why_architects_need_to_use_their_ears
"
1267,"https://www.ted.com/talks/vicki_arroyo_let_s_prepare_for_our_new_climate
"
1272,"https://www.ted.com/talks/thomas_p_campbell_weaving_narratives_in_museum_galleries
"
1278,"https://www.ted.com/talks/eddie_obeng_smart_failure_for_a_fast_changing_world
"
1283,"https://www.ted.com/talks/pankaj_ghemawat_actually_the_world_isn_t_flat
"
1285,"https://www.ted.com/talks/lemn_sissay_a_child_of_the_state
"
1286,"https://www.ted.com/talks/doris_kim_sung_metal_that_breathes
"
1288,"https://www.ted.com/talks/rory_stewart_how_to_rebuild_democracy
"
1295,"https://www.ted.com/talks/gary_greenberg_the_beautiful_nano_details_of_our_world
"
1297,"https://www.ted.com/talks/jeff_hancock_3_types_of_digital_lies
"
1298,"https://www.ted.com/talks/julie_burstein_4_lessons_in_creativity
"
1300,"https://www.ted.com/talks/hannah_brencher_love_letters_to_strangers
"
1304,"https://www.ted.com/talks/amos_winter_the_cheap_all_terrain_wheelchair
"
1314,"https://www.ted.com/talks/ludwick_marishane_a_bath_without_water
"
1321,"https://www.ted.com/talks/marcus_byrne_the_dance_of_the_dung_beetle
"
1327,"https://www.ted.com/talks/israel_and_iran_a_love_story
"
1339,"https://www.ted.com/talks/richard_weller_could_the_sun_be_good_for_your_heart
"
1353,"https://www.ted.com/talks/edi_rama_take_back_your_city_with_paint
"
1356,"https://www.ted.com/talks/james_b_glattfelder_who_controls_the_world
"
1358,"https://www.ted.com/talks/young_ha_kim_be_an_artist_right_now
"
1361,"https://www.ted.com/talks/afra_raymond_three_myths_about_corruption
"
1363,"https://www.ted.com/talks/michael_dickinson_how_a_fly_flies
"
1364,"https://www.ted.com/talks/bruce_feiler_agile_programming_for_your_family
"
1366,"https://www.ted.com/talks/sugata_mitra_build_a_school_in_the_cloud
"
1368,"https://www.ted.com/talks/amanda_palmer_the_art_of_asking
"
1369,"https://www.ted.com/talks/allan_savory_how_to_green_the_world_s_deserts_and_reverse_climate_change
"
1371,"https://www.ted.com/talks/ron_finley_a_guerilla_gardener_in_south_central_la
"
1372,"https://www.ted.com/talks/kakenya_ntaiya_a_girl_who_demanded_school
"
1380,"https://www.ted.com/talks/elon_musk_the_mind_behind_tesla_spacex_solarcity
"
1383,"https://www.ted.com/talks/eric_whitacre_virtual_choir_live
"
1387,"https://www.ted.com/talks/colin_camerer_neuroscience_game_theory_monkeys
"
1409,"https://www.ted.com/talks/taylor_wilson_my_radical_plan_for_small_nuclear_fission_reactors
"
1417,"https://www.ted.com/talks/pearl_arredondo_my_story_from_gangland_daughter_to_star_teacher
"
1419,"https://www.ted.com/talks/geoffrey_canada_our_failing_schools_enough_is_enough
"
1422,"https://www.ted.com/talks/meg_jay_why_30_is_not_the_new_20
"
1423,"https://www.ted.com/talks/maria_bezaitis_the_surprising_need_for_strangeness
"
1425,"https://www.ted.com/talks/jay_silver_hack_a_banana_make_a_keyboard
"
1438,"https://www.ted.com/talks/anas_aremeyaw_anas_how_i_named_shamed_and_jailed
"
1441,"https://www.ted.com/talks/andrew_mcafee_what_will_future_jobs_look_like
"
1455,"https://www.ted.com/talks/rodney_brooks_why_we_will_rely_on_robots
"
1456,"https://www.ted.com/talks/eric_x_li_a_tale_of_two_political_systems
"
1461,"https://www.ted.com/talks/michael_green_why_we_should_build_wooden_skyscrapers
"
1463,"https://www.ted.com/talks/jack_andraka_a_promising_test_for_pancreatic_cancer_from_a_teenager
"
1465,"https://www.ted.com/talks/bernie_krause_the_voice_of_the_natural_world
"
1466,"https://www.ted.com/talks/gavin_pretor_pinney_cloudy_with_a_chance_of_joy
"
1488,"https://www.ted.com/talks/steve_ramirez_and_xu_liu_a_mouse_a_laser_beam_a_manipulated_memory
"
1494,"https://www.ted.com/talks/george_monbiot_for_more_wonder_rewild_the_world
"
1495,"https://www.ted.com/talks/jake_barton_the_museum_of_you
"
1503,"https://www.ted.com/talks/benjamin_barber_why_mayors_should_rule_the_world
"
1505,"https://www.ted.com/talks/stuart_firestein_the_pursuit_of_ignorance
"
1512,"https://www.ted.com/talks/fabian_oefner_psychedelic_science
"
1520,"https://www.ted.com/talks/jeff_speck_the_walkable_city
"
1522,"https://www.ted.com/talks/iwan_baan_ingenious_homes_in_unexpected_places
"
1523,"https://www.ted.com/talks/alessandro_acquisti_why_privacy_matters
"
1526,"https://www.ted.com/talks/charles_robertson_africa_s_next_boom
"
1528,"https://www.ted.com/talks/gian_giudice_why_our_universe_might_exist_on_a_knife_edge
"
1529,"https://www.ted.com/talks/xavier_vilalta_architecture_at_home_in_its_community
"
1530,"https://www.ted.com/talks/mariana_mazzucato_government_investor_risk_taker_innovator
"
