WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,comments,duration,views
3232,30.17,79.3,24.35,63.91,17.96,16.52,92.11,59.16,19.12,9.68,2.72,2.17,3.09,0.19,1.52,9.44,6.1,12.07,11.2,6.28,7.64,2.13,18.44,4.64,3.16,2.85,1.76,3,5.79,3.9,1.89,0.22,0.25,0.65,11.7,0.28,0.09,0.12,0.19,16.77,4.12,2.63,2.94,3.43,2.29,3.77,2.1,0.43,1.05,0.28,1.52,0.28,0.9,0.03,0.31,7.8,2.66,1.55,1.76,1.89,0.9,3.31,13.49,1.55,9.34,1.45,4.55,3.43,2.23,0.53,0.09,1.52,0.03,0.06,0.59,0.15,0.09,0.12,0.19,0.06,19.43,5.66,6.71,0.19,0.06,0.87,0.06,0.46,1.3,2.82,0.8,0.5,991,1177,10000702
5802,53.37,52.07,58.36,49.85,20.36,15.79,88.59,60.62,17.03,7.22,3.93,0.91,0.76,0.14,1.48,9.81,7.81,15.29,10.77,6.36,7.76,0.95,19.39,3.36,1.83,1.55,3.03,1.93,2.19,1.71,0.41,0.09,0.03,0.12,6.19,0.12,0.02,0.17,0.16,11,2.24,1.71,1.65,2.62,1.24,2.45,2.6,1.62,0.34,0.36,0.71,0.34,0.22,0,0.14,6.6,1.24,1.9,2.52,1.53,0.22,4.07,11.96,1.22,15.44,2.43,9.31,3.95,2.55,0.4,0.36,0.28,0.03,0.02,0.19,0.02,0,0.05,0.12,0,17.51,5.5,6.34,0.09,0.26,0.16,0,0.71,0.72,3.67,0.07,0,58,2065,975107
2216,61.21,76.49,15.79,73.02,18.47,16.38,84.93,54.02,15.48,7.04,1.49,1.76,2.17,1.35,0.27,8.44,7.54,13.9,9.43,5.69,6.68,1.13,16.11,3.88,2.21,1.62,2.44,2.3,4.92,3.56,1.04,0.09,0.09,0.18,8.75,0.05,0.14,0.54,1.13,10.92,1.9,1.17,1.22,4.02,1.85,2.8,4.92,2.21,2.3,0.14,1.58,0.77,0.09,0.27,0.36,5.87,2.26,0.68,1.71,1.13,0.45,3.16,11.87,1.22,11.37,1.71,6.99,2.98,2.84,1.35,0.14,0.5,0.36,0.14,0.63,0.05,0.09,0.23,0.27,0,25.72,6.72,6.99,0.41,0,0.9,0.09,1.26,1.17,4.74,3.34,0.09,494,805,5364639
551,40.49,66.84,44.34,93.66,14.13,15.43,90.02,51.18,18.51,11.43,6.17,0.36,2.72,1.27,0.91,7.08,4.9,11.25,10.16,3.45,6.17,2.18,21.05,3.81,0.54,1.27,2.9,1.45,9.44,6.9,2.54,0.73,0.73,0.54,13.07,0.54,0,1.45,0.18,11.62,2.9,2.18,0.91,2.72,1.27,2.72,4.54,0,3.81,0.54,1.81,0.54,0.54,0.36,0,11.62,0.91,5.26,3.45,3.63,0.91,5.44,14.34,0.36,10.53,3.81,3.99,2.72,5.81,0.91,0.73,1.45,0,0,1.45,0.73,0,0.36,0.18,0.18,33.94,7.99,7.8,0.73,0.73,0.73,1.81,0.73,5.08,5.08,3.27,0,578,210,10841210
606,52.34,83.08,29.8,89.38,15.95,17,82.84,51.98,15.51,12.21,5.45,0.5,5.45,0.33,0.5,3.3,7.26,11.55,9.9,5.61,6.77,1.16,16.67,4.13,2.48,1.16,1.16,1.49,5.28,4.46,0.66,0,0.17,0.33,13.53,0.99,0.5,0.33,1.16,11.88,1.65,0.5,4.13,4.29,0.99,2.97,4.29,0.33,3.3,0.5,1.49,0.83,0.17,0.33,0.33,4.62,1.65,0.17,1.16,1.65,0,2.64,11.06,0.66,12.21,1.98,6.6,4.13,1.82,0.99,0.5,0.83,0.83,0.5,3.14,0.33,1.49,0.33,0.83,0.17,30.53,8.09,5.94,0.17,0.33,0.83,0.17,5.28,1.65,3.96,3.96,0.17,95,247,1813665
3464,39.71,83.18,22.44,58.54,18.72,13.57,91.48,60.28,15.99,8.46,1.5,4.5,1.59,0.06,0.81,7.53,7.3,13.68,12.24,8.6,7.02,1.73,19.4,4.36,2.86,2.4,3.52,3.35,4.99,3.35,1.62,0.17,0.09,0.06,11.17,0.09,0.14,0,0.26,14.72,2.4,1.99,4.27,2.74,1.39,4.42,1.7,0.49,0.98,0.12,1.07,0,0.58,0.23,0.38,11.63,5.11,1.76,2.63,1.99,1.33,2.11,13.8,1.21,12.47,1.39,8.05,3.29,2.6,0.32,0.06,2.37,0,0.12,0.32,0,0.12,0.06,0.14,0,17.9,5.25,7.45,0.06,0.12,0.98,0,0.12,0.29,3.26,0.17,0.2,499,1001,1391142
1827,74.79,74.98,50.85,26.68,30.97,15.98,88.94,56.6,14.61,4.65,0.44,0.93,1.15,0.82,1.31,9.96,8.76,15.71,7.66,5.25,7.28,1.26,14.83,4.21,2.08,1.81,2.85,2.9,3.34,1.7,1.64,0.33,0.44,0.22,9.3,0.11,0.49,0.22,0.88,11.6,2.46,1.59,1.92,2.35,1.81,2.96,1.64,0.66,0.44,0.05,3.23,0.44,1.64,0,1.09,5.8,1.7,1.15,2.3,1.2,0.33,6.24,6.51,0.82,18.01,1.59,11.6,5.04,0.93,0.49,0.77,0,0.11,0.71,0.27,0,0.11,0.05,0.16,0,13.41,3.89,6.84,0.05,0.11,0,0,0.49,0.22,1.7,0.11,0,47,603,684519
3690,26.53,71.18,43.55,47.31,16.04,12.28,89.97,59.13,21.44,14.55,6.75,1.41,2.06,3.25,1.08,6.88,6.18,11.57,10,5.99,8.05,2.01,22.01,2.93,2.01,1.49,1.17,1.9,4.61,2.87,1.71,0.27,0.38,0.41,13.52,0.57,0.14,2.14,1.87,12.06,3.88,1.36,1.52,2.14,1.57,2.6,3.88,1.52,1.6,0.57,1.87,1.3,0.3,0.08,0.22,7.53,2.25,1.06,2.76,1.73,0.46,7.24,11.9,1.17,11.57,2.63,5.26,3.79,1.25,0.62,0.49,0.27,0.24,0.27,0.89,0.05,0.08,0.27,0.49,0.03,23.9,6.53,8.89,0.14,0.41,0.51,0,0.27,1.44,5.18,0.49,0.05,111,1385,978825
3818,57.99,66.25,88.59,60.02,22.86,14.41,91.15,57.99,17.08,9.74,4.37,1.65,1.73,0.34,1.65,7.33,7.57,14.59,7.83,6.21,8.17,1,16.55,5.47,3.01,1.65,0.73,2.7,3.3,2.54,0.73,0.13,0.13,0.16,9.51,0.42,0.1,0.03,0.63,12.1,3.43,1.62,1.1,3.14,1.1,3.27,1.86,0.5,0.94,0.29,1.99,0.39,0.81,0.26,0.52,7.78,2.41,1.7,2.49,1.86,0.31,3.17,11.92,0.63,18.6,3.64,8.88,7.86,2.75,0.92,0.42,0.39,0.03,0.03,0.37,0.05,0.03,0.13,0.16,0.03,19.62,4.32,9.59,0.1,0.31,0.55,0.05,0.63,1.31,2.59,0.16,0,226,1155,2441805
3062,48.37,76.48,27.83,51.43,18.34,13.65,89.52,55.78,18.32,8.65,2.32,0.69,2.32,0.78,2.55,9.67,7.51,12.64,9.67,4.67,6.92,2.09,18.55,3.98,1.7,2.84,2.38,2.65,3.72,2.55,1.18,0.26,0.16,0.1,11.76,0.16,0.39,0.07,1.05,13.42,2.58,3.17,1.93,2.81,1.4,3.1,3.04,0.75,1.7,0.56,1.86,0.2,0.26,0,1.37,5,1.08,1.14,1.21,1.76,0.49,3.85,13.65,1.24,12.18,2.22,6.21,3.76,2.84,0.88,0.23,2.84,0.03,0.07,0.16,0.03,0,0.03,0.1,0,20.35,6.14,5.81,0.16,0.59,0.33,0,0.78,1.18,4.31,1.05,0,220,1021,5570544
3544,71.01,62.93,40.48,50.52,22.01,20.46,85.27,58.47,15.35,5.02,1.78,1.78,0.73,0.11,0.62,10.33,10.61,14.39,8.55,4.63,8.69,0.99,14,3.92,2.48,2.34,1.47,2.71,1.89,1.61,0.28,0,0.03,0.03,5.53,0,0,0,0.11,11.23,2.4,2.93,1.13,2.23,1.24,1.98,1.78,1.04,0.31,0.28,0.85,0.56,0.06,0,0.2,5.73,2.43,1.16,1.64,0.54,0.23,3.05,10.58,1.04,14.64,1.5,9.79,3.44,2.91,0.31,0.14,0.2,0,0,0.4,0,0.03,0.08,0.31,0,17.38,5.02,7.79,0.06,0.11,0.23,0,0.37,0.06,3.53,0.23,0,50,1240,660909
1930,60.57,86.29,18.15,68.78,14.3,17.67,85.34,54.2,16.17,9.95,1.24,2.49,1.35,2.9,1.97,6.17,7.41,13.42,9.27,5.8,5.28,1.5,18.03,4.15,2.69,1.5,1.35,2.12,3.78,2.95,0.67,0,0.1,0.1,12.49,0.31,0,1.5,1.66,10.98,2.54,2.44,0.93,2.49,0.57,2.64,4.61,2.12,1.24,1.09,1.55,0.78,0.31,0.21,0.1,6.89,3.11,1.3,1.09,1.24,0.31,2.9,14.2,0.88,12.95,2.18,7.31,3.89,2.69,1.92,0.1,0,0,0,0.47,0,0.16,0.1,0.21,0,21.55,9.33,3.99,1.92,0.26,0.31,0.05,0.78,0.62,3.11,1.19,0,335,1045,2197377
3079,39.47,77.14,49.44,54.51,14.59,14.78,88.89,58.14,18.38,9.68,3.09,0.75,4.12,0.65,1.07,8.67,8.12,12.34,10.36,7.37,6.89,2.14,19.68,3.51,1.95,2.53,1.92,2.99,3.54,2.53,1.01,0.06,0.55,0.1,10.95,0,0.13,0.13,0.78,14.52,4.81,2.18,1.33,3.28,1.79,3.15,5.16,3.38,1.36,0.36,1.4,1.07,0.06,0,0.06,4.48,1.33,0.97,1.56,0.84,0.29,2.73,15.43,1.56,11.85,2.18,6.66,3.05,1.33,0.81,0.03,0.03,0.06,0.03,0.49,0,0.03,0.29,0.16,0,24.29,6.66,7.05,0.13,0.1,1.2,0.13,0.71,1.43,5.85,0.97,0.06,501,1308,2676717
3944,63,56.55,22.7,62.31,26.12,24.77,84.05,53.73,13.39,6.24,2.48,0.99,1.17,0.84,0.76,7.15,7.28,14.12,9.91,5.93,6.69,1.77,15.9,5.07,2.92,1.98,1.24,2.26,5.88,3.88,1.95,0.43,0.89,0.15,8.06,0.1,0.23,0.1,0.81,15.14,3.52,1.95,2.28,3.8,1.47,4.28,2.51,0.48,1.57,0.33,1.09,0.38,0.43,0.13,0.08,6.21,1.72,1.14,2.81,0.84,0.53,3.14,10.34,1.06,9.33,1.24,5.58,2.61,3.22,0.48,0.05,0.38,2.46,0.38,0.35,0.03,0.03,0.08,0.23,0.03,22.69,4.99,7.71,0.2,0.15,0.43,0.05,0.96,2.89,3.32,1.83,0.15,6404,1750,4374792
2352,52.03,76.64,28.56,96.66,18.97,17.3,84.61,50.89,15.22,9.57,3.7,2.08,2.72,0.77,0.3,5.65,5.99,12.12,8.42,7.31,6.8,0.6,17.56,4.29,1.28,1.11,2.72,2.51,6.76,5.87,0.89,0.3,0.17,0.04,8.89,0.09,0.13,0.38,0.64,8.84,1.57,1.06,2.21,2.34,1.19,1.96,5.99,1.62,3.66,0.55,1.66,0.43,0.55,0.17,0.51,7.53,2.55,1.74,2.59,1.06,0.13,3.66,12.67,2.04,13.35,2.34,6.59,4.8,2.76,1.11,0.3,0.51,1.02,0.04,1.15,0.17,0.13,0.77,0.13,0,27.47,7.48,7.27,0.43,0.09,0.72,0.13,0.68,0.68,3.49,6.21,0.3,49,1195,609087
2287,59.64,75.53,45.01,53.73,18.75,17.8,87.28,56.49,14.82,5.73,0.74,1.4,2.49,0.13,0.96,9.09,8.92,13.34,11.5,6.17,6.52,0.79,17.14,3.89,1.97,1.53,3.45,2.89,3.54,2.49,1.01,0.04,0.61,0.13,7.26,0,0.04,0,0.13,10.67,2.01,2.14,0.96,3.5,1.01,2.58,2.45,1.57,0.7,0.13,0.7,0.17,0.44,0,0.09,5.51,1.53,1.44,1.84,1.18,0.13,2.93,13.29,1.84,16,2.97,7.96,5.47,1.66,1.27,0.17,2.54,0,0,0.22,0.13,0,0.04,0.04,0,20.07,6.3,6.82,0.13,0.61,0,0,1.22,0.09,4.63,0.17,0.09,42,858,904520
2688,54.05,85.3,40.82,63.15,25.85,15.74,87.5,58,16.37,8.26,1.56,2.05,2.79,0.71,1.15,8.11,8.48,14.03,9.75,6.58,8.74,0.6,17.08,3.68,1.82,1.86,1.53,2.34,2.94,2.46,0.48,0.07,0.07,0.19,10.31,0.11,0.15,0.22,0.74,9.86,1.86,1.6,1.08,2.98,1,2.49,3.76,2.64,0.48,0.41,0.93,0.33,0.33,0.04,0.3,6.92,3.01,1.26,1.67,1.41,0.15,3.72,11.68,1.12,15.48,2.42,8.52,4.61,2.79,1.04,0.33,0.74,0.04,0.07,0.26,0,0,0.04,0.22,0.04,17.75,5.21,4.8,0.93,0.15,0.15,0,0.86,0.3,3.98,1.04,0.33,32,1020,779873
3846,67.19,71.63,44.55,47.92,27.87,16.59,88.12,58.74,15.03,6.42,1.95,2.68,0.96,0.36,0.47,8.61,8.55,15.76,9.85,5.88,7.07,1.2,17.47,3.9,2.37,2.05,1.87,2.21,2.76,1.98,0.78,0.03,0.26,0.18,8.32,0.23,0.03,0.05,0.36,11.88,3.22,1.48,1.51,2.39,1.38,3.09,2.18,0.99,0.49,0.34,1.2,0.16,0.91,0.03,0.1,8.71,3.77,1.53,2.83,0.99,0.18,6.55,9.18,0.78,13.78,1.4,8.74,3.69,1.9,0.62,0.47,0.62,0.16,0.34,0.42,0,0,0.21,0.21,0,15.21,5.02,5.04,1.69,0,0.55,0.03,0.39,0.36,2.08,0.05,0,14,1477,404402
1951,53.77,73.24,28.72,55.74,12.27,15.74,86.31,59.71,16.35,6.66,1.18,2.26,1.18,0.31,1.74,9.69,7.79,14.92,11.64,6.3,6.3,1.74,17.27,3.08,1.74,2.36,0.92,2.87,4.36,2.92,1.33,0.41,0.51,0,8.82,0.21,0.05,0.05,0.36,12.25,3.43,1.9,0.72,2.15,1.79,3.13,1.64,0.51,0.72,0.21,2.36,0.56,1.38,0.21,0.15,6.25,2.67,1.49,1.54,0.56,0.56,2.61,13.58,1.18,10.92,2.26,5.69,3.13,1.38,0.51,0.26,0.05,0.36,0.26,0.92,0,0,0.21,0.72,0,20.91,7.38,5.95,0.15,0.05,1.44,0.05,0.41,1.23,3.84,0.41,0,392,926,1596067
809,24.12,37.39,82.37,46.25,11.39,12.86,89.12,57.35,20.4,14.59,8.9,0.99,2.35,1.24,1.11,5.81,6.18,10.75,10.14,7.79,6.55,2.84,17.92,5.44,1.73,1.61,2.72,1.73,4.82,2.84,1.73,0.49,0.12,0.49,7.79,0,0.25,0.25,1.11,9.39,2.22,0.87,1.61,1.11,1.48,2.6,2.1,1.24,0.37,0.49,3.83,1.98,1.98,0,0.12,6.8,1.24,0.87,2.1,2.22,0.49,6.67,9.89,0.49,15.7,1.48,5.19,9.15,1.73,0.87,0.37,1.24,0.12,0,1.73,0,0.25,0.49,0.99,0.12,25.83,9.02,8.16,0.37,0,0.74,0.62,0.87,1.98,4.08,0,0,80,288,558993
2791,43.05,62.51,27.11,43.39,13.17,14.37,84.66,57.51,15.69,8.31,2.65,1.86,2.22,0.72,0.86,7.38,8.92,11.29,11.36,6.88,7.09,2.58,19.06,3.55,2.19,2.36,1.33,3.05,3.98,2.47,1.5,0.11,0.43,0.11,9.89,0.32,0.18,0.72,0.61,14.65,3.15,2.29,2.54,2.97,1.22,5.12,2.72,1.29,0.97,0.39,1.07,0.36,0.14,0.04,0.25,6.49,2.51,1,2.11,1.5,0.68,2.19,15.51,0.82,9.67,1.65,5.23,2.83,2.15,1.07,0.07,0.07,0,0.11,1,0.43,0.14,0.25,0.21,0,22.5,6.52,6.77,0.32,0.04,1.25,0.5,0.68,1.86,4.05,0.5,0,151,950,1013063
3,93.26,50,1,25.77,3,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,101,212,1720579
3273,20.46,64.21,46.06,72.66,16.78,14.18,89.43,61.11,20.13,12.59,6.36,1.53,2.51,1.77,0.43,7.55,6.54,10.39,10.82,6.57,10.08,1.83,21.3,4.09,1.19,2.35,0.67,1.62,5.13,3.82,1.31,0.27,0.34,0.27,11.37,0.49,0.15,0.76,1.56,13.84,3.85,1.41,1.99,2.63,1.41,3.54,2.78,0.95,1.59,0.09,1.01,0.21,0.24,0.03,0.4,5.32,2.26,1.07,1.47,0.7,0.21,6.05,12.68,1.28,10.42,1.56,5.22,3.76,1.62,1.22,0.61,0.27,0.09,0.58,0.67,0.03,0.09,0.15,0.34,0.06,24.72,5.62,11.76,0.03,0,0.67,0.06,0.27,2.2,3.18,0.79,0.12,45,1050,672254
3100,57.01,62.65,40.23,71.76,29.81,18.32,85.61,58.1,15.35,6.71,2.71,0.58,2.13,0.39,0.9,8.65,7.77,14.58,10.23,6.32,8.06,0.87,16.03,4.42,2.23,1.42,1.16,2.16,3.65,3.03,0.58,0.06,0.19,0.16,7.42,0.23,0.03,0.19,0.42,11.61,2.35,1.81,0.97,2.45,1.52,3.23,2.03,1.19,0.32,0.23,1.58,0.55,0.52,0.16,0.39,5.52,1.06,1.71,2,1.03,0.23,3.97,11.45,0.9,12.58,1.19,7.06,4.19,1.94,0.87,0.52,0.52,0.19,0.1,0.26,0.1,0.06,0.03,0.13,0,14.81,4.52,6.16,0.23,0.23,0.06,0.03,0.58,0.45,2.32,0.19,0.03,40,1097,585052
2861,39.49,67.76,58.56,68.64,15.46,13.49,88.05,58.93,20.59,12.06,5.77,1.05,2.94,1.19,1.12,8.46,7.24,12.9,10.28,4.89,7.38,1.68,19.47,2.97,1.89,1.85,1.15,2.73,3.95,3.08,0.8,0.31,0.1,0.14,10.87,0.07,0.35,0.17,1.54,11.08,2.55,1.43,1.19,2.76,1.54,2.66,2.83,0.98,1.54,0.28,1.01,0.38,0.14,0,0.42,6.01,1.5,1.47,1.61,1.64,0.1,7.06,10.66,1.4,13.7,2.55,7.44,3.81,2.41,0.7,0.24,0.52,0.07,0.07,1.01,0.14,0.14,0.28,0.24,0.28,24.47,8.14,6.12,1.82,0.1,1.01,0.21,0.07,1.12,4.12,1.68,0.07,39,1320,959382
5496,52.31,85.69,38.63,63.02,19.56,14.85,88.81,57.01,18.8,12.61,5.49,1.95,2.8,1.24,1.13,6.19,7.81,12.86,8.41,4.11,8.48,1.02,17.32,2.87,1.49,1.76,1.47,1.82,3.4,2.66,0.69,0.04,0.09,0.16,13.65,0.44,0.58,0.38,1.69,7.24,1.53,1.44,1.38,1.15,1.42,1.2,3.88,1.58,2.04,0.18,1.58,0.24,0.69,0,0.62,7.66,2.95,0.93,2.66,1.42,0.22,6.15,9.84,1.16,13.66,2.24,8.44,3.24,3.38,1.06,0.73,1.36,0.36,0.13,0.56,0.02,0.02,0.05,0.38,0,17.85,5.44,5.19,0.05,0.04,0.36,0,0.25,2,3.64,0.87,0,95,2128,611092
