WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,comments,duration,views
3140,68.41,71.36,21.38,46.93,23.09,20.1,82.2,53.34,14.27,8.25,2.64,0.64,0.76,3.31,0.89,6.02,7.42,13.79,7.83,4.27,7.9,1.18,13.92,4.17,2.48,1.82,2.17,1.69,3.6,2.36,1.21,0.13,0.51,0.25,10.29,0.51,0.16,0.25,3.82,8.79,2.26,0.89,1.21,1.94,1.4,2.23,2.68,0.86,1.5,0.22,1.31,0.51,0.54,0.06,0.16,6.24,1.46,1.4,2.58,1.43,0.38,6.97,5.19,1.08,13.63,1.78,6.94,5.45,3.03,0.99,0.57,0.73,0.45,0.57,0.57,0,0.03,0.22,0.32,0,19.55,5.57,7.71,0.22,0.16,0.35,0.16,0.51,2.93,1.56,0.38,0,205,1148,1854024
2226,50.81,58.7,38.94,48.26,20.61,18.1,87.29,56.78,15.59,8.54,4.13,0.94,1.17,1.44,0.85,7.05,7.59,13.52,8.81,6.38,10.11,0.9,17.03,2.83,1.71,2.11,0.4,1.89,3.46,2.34,1.12,0.09,0.18,0.09,7.73,0.45,0,1.3,0.49,13.03,3.05,2.96,1.12,2.43,1.75,2.61,4.27,3.19,0.45,0.4,0.76,0.13,0.27,0.22,0.18,6.69,1.39,1.84,2.16,1.12,0.45,5.62,9.16,0.99,12.08,1.53,6.83,3.91,2.38,2.02,0.36,0.18,0.09,0.4,0.18,0,0.09,0.04,0.09,0,17.39,5.3,6.38,0.36,0.54,0.58,0,0.67,0.36,2.65,0.54,0,34,1056,670863
1590,48.04,83.05,24.8,51.67,12.42,15.97,84.78,56.1,15.6,8.68,1.82,2.52,2.83,0.75,0.75,6.92,9.69,11.07,12.2,5.16,7.8,1.64,17.61,3.65,2.64,1.76,2.77,2.96,3.33,2.33,0.94,0.06,0,0.19,10.75,0.5,0.06,0.38,0.69,11.64,1.7,2.45,1.64,3.02,1.64,3.08,2.14,0.44,1.51,0.06,0.94,0.13,0.63,0,0.19,8.24,3.4,2.2,2.01,0.63,0.57,1.13,15.09,0.88,12.7,1.45,6.29,5.22,2.2,1.01,0.38,0.31,0,0,0.13,0,0,0.13,0,0,24.03,7.11,6.67,0.88,0.38,0.13,1.95,0.94,0.25,4.72,0.88,0.13,63,943,596961
4153,74.23,58.75,53.99,38.62,22.69,15.41,85.84,58.03,15.41,7.92,3.13,0.7,1.47,1.85,0.77,7.49,9.58,16.08,7.78,6.12,7.25,0.96,15.99,3.76,1.83,1.49,1.13,2,2.89,1.81,1.08,0.19,0.1,0.24,7.08,0.02,0.19,0.46,1.64,11.05,2.31,1.11,1.81,3.3,1.35,2.91,2.46,1.9,0.26,0.22,0.89,0.29,0.31,0,0.29,6,1.35,1.37,2.19,1.16,0.34,2.55,10.91,1.42,16.9,2.67,10.88,3.54,1.28,1.2,0.36,0.22,0.17,0.14,0.22,0.02,0,0.02,0.07,0.1,14.52,4.91,5.35,0.1,0.39,0.1,0,0.22,0.24,2.89,0.34,0,30,1295,700273
3725,19.76,51.07,72.22,43.37,19.4,15.06,94.2,65.1,22.17,10.87,6.63,1.23,1.48,0.81,0.72,11.3,6.17,12.56,11.14,6.68,10.23,1.37,21.23,2.63,1.61,3.25,1.07,1.61,3.01,1.96,0.99,0.27,0.19,0.05,8.64,0.64,0.05,0.86,0.89,16.21,4.56,2.79,1.4,4.7,1.66,3.09,2.36,0.91,0.94,0.3,1.1,0.21,0.83,0,0.05,4.83,1.69,1.02,1.29,0.72,0.3,5.91,12.62,1.32,12.46,1.99,6.2,4.43,1.83,0.51,0.08,0.21,0.46,0.62,0.4,0,0.16,0.11,0.13,0,18.39,5.05,9.32,0.24,0.03,0.72,0.03,0.21,0.43,2.01,0.27,0.08,145,1372,2477746
1757,56.97,85,40.27,19.01,21.17,17.3,86.62,56.92,18.04,8.25,2.22,3.98,1.48,0.11,0.46,9.79,6.49,15.59,9.22,4.95,7.46,0.91,14.51,4.38,2.9,1.94,4.55,3.93,2.39,0.97,1.42,0.23,0.46,0.4,9.68,0.34,0,0.4,0.28,9.79,2.22,2.22,1.02,2.85,1.25,1.65,2.73,1.65,0.46,0.51,3.13,0.63,1.88,0.23,1.25,7.51,4.21,0.8,1.88,0.4,0.23,1.99,12.24,1.08,14.57,1.54,8.48,4.89,0.85,0.28,0.17,0.4,0.17,0.51,0.11,0,0,0,0.11,0,17.87,5.35,7.74,0.28,0.11,0.23,0,0.34,0.23,3.07,0.46,0.06,218,674,1520108
3810,34.76,71.99,35.96,52.35,21.28,13.75,90.03,58.79,16.54,6.96,1.71,0.84,1.76,1.05,1.6,9.58,7.45,11.81,9.84,8.27,9.48,1.57,17.9,5.77,2.99,2.34,2.36,2.39,4.09,2.76,1.34,0.16,0.26,0.16,10.1,0.34,0.03,0.18,1.08,14.17,3.1,2.39,2.02,3.25,1.57,3.6,2.39,1.39,0.63,0.26,1.63,0.52,1,0,0.6,6.85,1.05,1.39,3.07,1.42,0.58,4.41,11.89,0.81,13.52,3.15,6.67,4.04,1.55,0.26,0.05,1.21,0,0.37,0.73,0,0,0.34,0.31,0.08,19.9,4.91,8.37,0.18,0,0.45,0,1.47,1.29,3.07,0.1,0.05,119,1138,749952
634,23.83,25.37,91.76,67.5,8.93,12.46,89.75,56.15,27.92,17.03,14.67,0,1.58,0.79,0,10.88,4.42,11.67,10.09,4.26,3.31,1.42,20.03,2.52,0.95,0.79,2.68,3.15,4.73,3.47,1.26,0,0,0.16,9.46,1.89,0.47,2.05,1.1,8.52,1.58,1.42,0.32,2.84,0.79,1.58,3.47,1.42,1.26,0.79,1.74,0,1.26,0,0,7.57,2.21,0.95,1.58,2.21,0.95,9.46,9.78,0.63,12.62,1.74,5.84,5.21,1.26,2.37,0.63,0,0,0,0.32,0,0,0,0.16,0,30.91,11.99,7.89,0.47,0,0.16,0.32,0.63,3.15,5.99,0.32,0,166,240,920941
2765,31.95,50.29,61.01,54.37,17.84,16.02,92.3,59.78,19.53,12.12,7.38,0.43,2.64,0.58,1.08,7.41,7.52,11.65,9.37,7.05,9.26,1.48,18.23,3.83,1.99,1.7,1.7,2.5,4.74,3.11,1.59,0.18,0.36,0.14,9.55,0.25,0.33,0.36,0.94,13.74,3.58,2.53,1.63,2.1,1.48,3.69,3,0.69,1.59,0.47,1.84,0.69,0.58,0.14,0.36,5.42,1.41,1.19,2.03,0.83,0.33,6.11,9.69,0.94,10.24,1.88,4.95,3.51,2.06,0.87,0.22,0.54,3.15,0.04,0.54,0,0.07,0.04,0.4,0.04,20.65,5.97,8.93,0,0,0.43,0.04,0.43,1.45,2.39,1.01,0,583,1060,2291701
2338,31.45,84.57,31.15,19.99,17.71,13.77,90.25,58.34,19.5,12.57,4.88,1.41,1.54,3.17,1.58,6.89,5.77,12.57,9.75,7.06,8.13,1.63,19.42,2.69,1.75,2.82,1.37,2.01,3.72,1.67,2.05,0.3,0.73,0.56,16.42,1.45,0.3,2.61,3.21,11.25,2.05,1.63,1.88,1.88,1.97,2.69,3.98,1.07,2.31,0.3,2.05,1.11,0.34,0.09,0.68,5.77,2.31,0.17,2.35,0.68,0.26,7.53,8.73,0.68,13.47,2.14,5.3,6.16,0.81,0.9,0.43,0.13,0.9,1.15,0.26,0,0,0,0.17,0.04,23.57,5.35,10.48,0,0,0.51,0.04,0.38,2.31,2.95,1.54,0,137,974,843859
4017,77.05,88.48,64.64,44.95,19.04,19.07,82.7,53.42,14.66,7.27,0.95,3.34,2.09,0.25,0.65,7.32,8.86,15.31,7.22,6.82,5.38,0.67,13.39,4.13,2.44,1.97,3.16,3.09,2.09,1.52,0.47,0.02,0.17,0.05,11.03,0.45,0.05,0.17,0.5,10.73,2.09,2.29,0.95,2.69,1.64,2.66,1.34,0.82,0.25,0.25,1.07,0.32,0.5,0.12,0.1,7.64,4.21,0.77,1.62,1.05,0.22,4.16,8.94,0.67,18.75,1.72,11.15,5.85,1.49,0.55,0.3,0.25,0.05,0.12,0.6,0.17,0,0.02,0.4,0,18.07,5.55,8.07,0.05,0.02,0.7,0,0.5,0.55,2.56,0.05,0.02,90,1253,665947
674,12.88,93.66,21.77,92.31,15.67,9.64,96.29,62.31,25.67,17.95,8.31,1.04,4.75,2.52,1.34,7.72,4.9,11.72,11.13,6.53,8.9,1.19,23.59,3.71,1.78,3.12,0.89,1.04,6.53,5.34,1.19,0.45,0.45,0.3,21.81,2.08,0.59,1.93,2.82,13.8,2.52,2.23,3.41,1.78,1.78,2.82,2.82,0.45,2.08,0.3,0.89,0.15,0.59,0,0,8.31,3.41,1.78,1.19,2.23,0.15,4.6,16.17,1.19,8.61,1.63,4.01,3.26,1.04,1.04,1.48,0.3,0,0.3,0.15,0,0,0,0.15,0,23.89,5.34,9.05,0.15,0,1.93,0,0,2.37,4.75,0.3,0,166,209,1714168
2775,44.62,67.24,19.91,99,15.77,20.25,88.18,56.86,15.78,7.1,1.12,1.05,2.88,1.37,0.68,8.68,7.5,12.11,11.1,6.31,6.95,2.31,17.01,4.58,2.23,2.05,0.58,2.49,8.07,7.39,0.68,0.04,0.32,0.04,8.61,0,0.04,1.19,0.5,14.41,2.77,1.8,1.15,2.74,2.59,4.65,3.1,2.27,0.32,0.14,1.19,0.32,0.43,0.14,0.29,5.44,1.55,0.86,1.41,1.59,0.22,1.8,14.67,0.5,9.91,1.12,6.38,2.38,1.77,1.41,0.54,0.29,0.43,0.04,0.14,0,0,0,0.11,0.04,19.1,6.52,6.92,0.11,0.07,0.4,0,0.4,1.08,3.39,0.14,0.07,43,975,379382
2513,62.33,56.33,29.84,62.74,18.89,15.56,83.88,54.87,16.75,7.56,3.42,0.28,1.99,0.84,1.03,9.19,8.99,11.86,8.71,4.1,6.13,1.71,15.8,3.3,1.75,1.35,3.26,2.15,2.98,2.47,0.52,0.08,0.12,0.16,7.36,0.08,0.2,0.04,1.15,9.79,2.31,0.96,1.11,2.67,0.48,2.9,3.5,1.23,0.96,0.28,3.26,0.56,0.48,0,2.27,4.02,0.92,0.84,1.11,1.31,0.2,5.65,8.44,0.99,11.14,2.23,6.21,2.94,1.39,2.39,0.32,1.43,0,0,0.28,0,0.04,0.08,0.04,0.04,17.47,6.57,6.17,0.16,0,0.16,0,0.32,0.4,2.67,1.03,0,99,880,1848521
3498,32.51,65.99,45.89,34.71,24.63,15.41,91.51,60.69,20.01,10.29,4.03,0.74,2.46,2.49,0.57,9.72,5.37,13.98,10.23,6.06,8.55,1.8,19.35,4,2.32,2,0.8,2.29,4.97,2.74,2.23,0.71,0.4,0.43,10.23,0.03,0.06,1.26,1.29,15.84,3.57,2.46,2.2,3.66,2.26,3.34,2.46,0.71,1.11,0.57,1.06,0.31,0.43,0.03,0.17,6.43,1.43,2.09,1.83,0.91,0.74,4.8,12.15,1.32,14.12,2.74,6.23,5.52,2.74,1,0.2,0.09,1,0.26,0.31,0.14,0,0.14,0,0.03,18.52,3.89,8.35,0.06,0,0.94,0.2,0.17,1.2,3.03,0.69,0,1604,1149,13155478
2104,51.33,46.2,61.29,38.44,21.04,16.35,88.74,60.98,17.49,7.6,4.66,0.1,2.14,0.38,0.33,9.89,9.22,13.55,10.27,5.89,8.03,1.57,17.87,3.99,2.28,2,1.43,2.23,3.47,2.09,1.38,0.48,0.29,0.19,6.42,0.05,0,0.1,0.57,13.21,3.04,1.81,1.33,3.52,1.43,3.37,3.37,1.57,1.62,0.19,0.48,0.33,0.05,0,0.1,4.61,0.57,1.38,1.9,1,0.24,4.66,11.22,1.57,13.36,1.38,7.37,4.8,1.33,1.19,0.14,0.29,0.14,0,0.38,0,0,0.1,0.29,0,20.63,5.04,5.99,0.24,0.29,0.57,0.1,0.19,3.33,3.42,1.33,0.14,21,914,382985
1680,93.47,81.24,16.59,84.54,30,24.4,87.2,50.18,10.36,6.37,2.08,0.95,0.42,2.2,0.71,3.99,11.49,14.7,4.82,2.32,7.62,0.83,9.35,4.94,2.08,1.13,1.31,2.2,5.83,4.52,1.19,0.24,0.12,0.3,12.32,0.83,0.18,0.36,2.56,8.87,2.2,2.02,0.95,1.13,1.73,1.9,4.58,0.65,3.51,0.24,1.01,0.12,0.6,0.24,0.06,11.96,3.87,2.68,5,1.73,0.48,2.2,6.49,0.77,12.14,1.25,6.96,3.99,3.87,4.4,0.65,0.77,0.6,0,0.06,0,0,0.06,0,0,14.17,4.4,6.67,0.65,0,0.06,0,0.24,0.12,1.43,0.48,0.12,135,1018,942604
3040,41.53,81.9,31.99,7.75,18.88,15,92.99,58.12,18.52,10.59,3.29,3.03,1.84,0.43,2.01,7.93,7.4,12.5,9.18,6.68,7.99,1.48,18.06,3.95,2.27,2.83,1.81,4.34,5.33,1.84,3.39,0.13,1.78,0.1,12.27,0,0,0.33,0.13,14.14,2.99,2.43,2.86,3.26,1.61,3.26,2.37,0.39,0.76,1.15,1.64,0.33,1.22,0,0.1,10.66,3.45,2.99,2.04,1.84,0.69,6.55,8.78,0.62,11.94,2.27,6.18,3.68,2.89,0.16,0.16,1.94,0.13,0,0.03,0,0,0.03,0,0,16.45,5.16,6.71,0,0.07,1.05,0,0.36,0.99,1.78,0.33,0,280,983,2725557
4491,35.05,84.03,44.38,77.08,12.14,12.47,87.62,56.02,19.57,10.6,4.14,0.69,4.61,0.22,0.94,8.97,7.37,10.69,10.75,6.55,5.63,1.87,18.44,3.1,1.85,2.12,2.14,1.87,4.61,3.67,0.89,0.11,0.27,0.2,13.6,0.16,0.29,0.22,0.45,10,1.89,1.69,1.38,2.03,1.51,2.85,5.32,0.78,4.12,0.33,0.78,0.24,0.2,0.02,0.24,4.97,1.67,0.78,1.27,1.25,0.22,3.56,13.67,1.25,12.87,2.32,6.32,4.43,1.8,1.2,0.49,0.94,0.11,0.07,1.74,0.09,0.4,0.45,0.6,0.2,27.39,8.62,6.1,0.87,0.02,1.22,0.69,1.16,2.23,4.21,2.18,0.09,91,1623,730407
3206,25.59,57.07,62.59,90.56,19.91,13.97,93.61,61.2,21.18,13.41,6.11,1.56,2,1.5,2.25,7.67,6.27,12.2,11.32,5.33,8.33,2.43,21.49,4.87,2.99,2.21,1.59,2.34,6.08,4.93,1,0.09,0.06,0.53,11.57,0.31,0.03,0.16,1.68,16,3.12,1.75,2.71,3.87,1.84,4.8,2,0.53,0.97,0.34,0.75,0.31,0.25,0.03,0.06,10.61,2.62,3.56,3.93,2.78,0.5,6.74,11.17,1.65,13.1,1.81,6.46,4.93,3.15,1.56,0.19,0.31,0.44,0.03,0.41,0,0.06,0.06,0.28,0,19.43,5.68,7.33,0.25,0.53,0.12,0.03,0.19,0.78,3.84,0.56,0.12,269,1056,4891781
2815,53.42,63.07,53.99,25.2,78.19,18.9,84.72,52.75,16.27,11.12,4.48,0.85,1.17,4.05,0.57,5.12,6.89,11.83,6.79,6.86,6.5,2.06,14.21,4.05,2.31,1.67,1.14,2.13,5.33,2.63,2.66,0.71,0.46,0.67,11.3,0.57,0.36,4.69,0.96,11.05,2.45,0.96,1.53,2.77,1.42,3.34,3.2,1.35,0.85,0.71,3.41,1.63,0.96,0.53,0.39,6,2.24,0.96,1.95,0.71,0.36,5.15,6.54,0.96,16.91,2.45,7.96,6.82,0.92,0.96,0.89,0.25,0.5,0.6,0.32,0.11,0,0.07,0.07,0.07,24.4,5.22,13.14,0.28,0.36,0.14,0.25,0.53,1.78,1.85,0.85,0,39,1397,246094
916,52.15,67.66,56.25,60.96,12.05,19.32,85.59,54.48,14.74,8.62,3.38,1.75,2.51,0.11,0.87,6.11,6,12.99,10.04,6,6.44,1.97,15.07,5.9,3.71,1.2,2.4,2.62,3.28,2.51,0.66,0,0.11,0,8.95,0.11,0.11,0.22,0.11,10.59,2.29,2.29,1.42,1.86,0.55,3.28,2.4,0.98,0.98,0,0.33,0,0.22,0,0.11,7.21,2.18,2.07,2.51,1.42,0,4.91,10.81,0.76,14.52,2.84,5.68,6,3.71,1.31,0,1.09,0.11,0.22,0.11,0,0,0,0.11,0,22.05,8.19,6.99,0.76,0.55,1.2,0,0.33,1.53,1.86,0.66,0,109,364,1055886
3184,15.74,75.63,55.27,94.45,13,15.55,91.77,60.58,22.24,15.48,7.91,1.04,4.3,1.7,0.53,6.75,4.52,11.56,9.99,8.45,8.79,1.63,19.1,3.89,3.02,1.51,0.6,2.48,6.16,5.31,0.82,0.25,0.09,0.13,14.95,1.1,0.44,2.51,0.66,13.91,4.05,1.22,1.48,2.01,2.14,3.77,3.3,0.79,1.79,0.53,1.07,0.25,0.25,0.06,0.09,6.44,2.54,1.16,1.54,1.32,0.35,2.7,14.54,1.16,9.23,1.01,4.11,4.3,2.42,0.44,0.19,0.28,0.06,0.03,1.57,0.03,0.16,0.57,0.63,0.22,24.94,7.82,9.83,0.13,0.03,0.38,0.03,0.41,0.57,3.89,1.51,0.35,112,1260,1607397
2320,66.46,78.62,9.18,85.87,16,19.22,85.43,54.22,15.3,8.28,2.28,0.47,2.07,2.46,0.99,6.98,9.4,11.64,9.22,4.83,5.52,1.16,15.52,3.02,1.21,1.51,1.21,1.51,4.83,4.09,0.65,0.22,0.13,0.17,11.51,0.34,0.22,2.07,1.9,10.78,1.94,2.11,1.77,2.93,1.16,2.59,5.22,0.91,3.19,0.65,5.39,3.02,1.08,1.85,0.56,4.18,1.29,0.65,1.51,0.65,0.26,5.17,8.45,1.12,10.43,1.64,6.42,2.63,2.28,0.78,0.09,0.09,0.09,0.52,0.73,0.09,0,0.6,0,0.04,24.14,7.93,7.33,0.17,0.04,0.34,0.04,0.69,2.41,1.38,3.79,0,354,1003,22270883
629,45.82,87.06,19.77,95.1,9.83,15.42,92.69,55.01,17.81,10.65,2.23,1.91,1.59,1.59,3.34,7.15,7.15,10.65,10.49,4.45,6.36,1.11,20.35,4.29,2.54,1.43,6.04,2.86,5.56,5.09,0.48,0,0,0,13.67,0,0,1.59,0.16,10.33,2.07,1.43,2.7,2.23,0.95,2.54,2.23,0.95,1.27,0,1.75,0,0.16,0,1.59,8.74,2.23,1.43,3.18,2.38,0.48,7.31,9.86,1.43,13.35,2.07,5.41,6.2,4.13,0.48,0.48,1.27,0,0,0.16,0,0,0.16,0,0,23.69,11.13,5.25,0.48,0.32,0.79,0,1.43,1.59,0.79,1.91,0,591,358,2613400
2521,50.13,77.2,22.47,85.9,17.51,18.6,89.57,56.17,14.2,5.99,0.71,2.82,1.35,0.04,1.07,8.21,7.14,12.85,10.31,6.9,7.74,1.75,16.74,5.12,2.74,2.26,2.42,2.74,7.85,5.51,2.06,0.48,0.32,0.87,9.84,0.32,0,0.08,0.12,11.9,2.42,1.71,1.82,2.1,1.23,4.09,2.86,1.31,0.6,0.44,2.86,0.79,1.03,0.32,0.52,8.73,3.65,1.55,2.3,1.15,0.71,2.42,12.89,0.67,11.11,2.02,6.62,2.94,1.43,0.32,0,0.52,0.04,0.12,0.12,0,0,0.04,0.08,0,18.72,6.47,7.26,0.16,0.16,0.12,0,0.63,1.35,2.38,0.16,0.04,112,1185,1587823
3179,41.82,88.51,27.41,38.64,21.34,17.77,92.01,58.95,19.09,9.85,2.08,3.52,2.42,0.44,1.38,9.25,7.3,13.34,10.66,6.73,6.35,1.64,18.37,5.13,2.49,2.86,0.63,2.49,8.34,4.47,3.74,0.44,1.1,1.1,13.81,0.38,0.19,0.6,0.44,16.67,3.77,2.08,2.64,3.99,2.08,3.96,1.67,0.6,0.53,0.5,1.1,0.16,0.72,0.03,0.03,10.88,4.22,2.49,3.4,1.95,1.32,2.17,14.6,0.91,10.66,1.16,6.39,3.21,2.74,0.6,0.25,0.6,0.5,0.09,0.41,0.06,0.16,0.22,0.03,0,20.98,5.76,7.61,0.35,0.38,0.31,0.09,0.31,1.07,4.28,0.82,0,471,1011,5790615
3005,53.38,76.09,35.49,62.99,16.51,18.5,86.52,57.04,15.87,6.72,1.36,1.1,2.23,0.33,1.7,9.12,7.22,13.84,9.85,6.49,6.79,1.83,17.14,3.53,2.3,1.7,1.66,1.83,4.19,3.06,1.1,0.1,0.4,0.07,10.38,0.03,0.23,0.07,0.43,12.48,2.53,1.66,2,3.49,1.4,3.29,3.03,1.13,1.6,0.2,0.4,0.13,0.17,0,0.1,6.39,1.83,1.3,1.96,1.03,0.7,3.26,12.81,1.43,13.91,2.46,8.05,3.73,2.16,1.1,0.57,0.6,0,0.2,0.47,0.13,0.03,0.1,0.17,0,19.67,6.46,6.69,0.23,0,0.63,0.1,0.2,1.26,2.63,1.46,0,96,1191,717483
2527,89.27,61.53,18.9,29.75,22.77,24.34,78.63,48.87,10.33,4.47,1.62,0.12,0.44,1.35,0.95,5.86,9.14,14.64,6.96,3.17,6.29,0.59,10.92,2.65,0.91,1.54,2.41,1.78,4.31,2.26,2.02,0.08,1.27,0.2,5.86,0.36,0.04,0.71,1.39,8.07,1.66,1.7,0.67,1.54,1.74,1.23,3.76,3.21,0.28,0.2,1.9,0.51,0.71,0.67,0.08,4.87,0.83,1.03,2.45,0.63,0.51,3.64,6.49,0.59,13.22,1.46,8.03,3.76,2.65,1.11,0.28,0.4,0.4,0.55,0.08,0.04,0,0.04,0,0,14.25,6.05,4.71,0.08,0,0,0,0.79,0.32,1.9,0.4,0,171,1052,1581054
3070,40.08,87.95,48.33,70.51,13.46,13,90.23,57.82,18.44,9.48,2.21,2.35,2.61,0.36,1.95,8.96,5.99,13.22,10.13,6.06,7.3,1.76,19.28,3.71,2.35,2.83,2.8,2.57,4.33,3.36,0.98,0.07,0.59,0.13,14.72,0,0.26,0.1,0.55,12.02,2.96,1.66,1.6,2.87,1.5,3.55,2.12,0.65,1.37,0.07,1.14,0.1,0.91,0.07,0.07,9.48,5.15,1.53,1.79,1.66,0.03,3.68,13.36,1.76,13.97,2.48,8.01,3.68,2.05,0.65,0.13,0.1,0.16,0.07,0.81,0.42,0,0.2,0.2,0,21.53,7.13,6.97,0.16,0,1.11,0.1,0.29,2.25,3.13,0.39,0,248,999,1404586
2863,52.47,56.39,40.29,36.86,26.76,19.63,87.32,56.2,16.73,10.16,6.18,0.94,0.35,1.26,1.43,6.57,6.88,13.48,8.52,5.8,7.54,1.85,16.42,4.86,2.51,2.72,1.43,2.31,4.4,2.48,1.85,0.59,0.28,0.52,11.91,0.94,0.45,1.05,1.05,11.39,2.51,1.68,1.75,2.03,1.36,3.56,2.38,0.8,1.05,0.42,1.5,0.31,0.38,0.14,0.66,6.08,2.13,0.91,2.65,0.59,0.49,8.24,6.39,0.31,10.27,1.33,5.06,3.88,3.98,1.54,0.91,0.84,0.1,0.24,0.07,0,0,0,0.07,0,15.82,5.31,6.71,0.35,0,0.38,0.03,0.31,1.05,0.84,0.84,0,1155,1129,13298341
820,44.04,58.67,35.56,85.48,14.64,16.34,87.8,59.51,17.44,9.88,4.63,0.12,0.98,2.07,2.07,7.56,7.32,13.29,10,7.32,8.05,0.85,15.24,2.68,1.1,2.56,2.68,2.8,3.66,3.54,0.12,0,0.12,0,9.02,0.37,0.98,0.24,3.41,10.37,2.32,1.59,0.98,2.68,1.46,2.32,1.71,0.85,0.49,0.37,1.83,0.61,0.12,0.49,0.37,3.9,1.1,1.22,0.98,0.73,0,7.68,7.2,0.61,12.56,0.98,9.51,2.07,1.83,1.95,2.07,0.24,0,0,0.24,0.12,0,0.12,0,0,17.8,8.05,6.59,0,0,0,0,0.73,0.24,1.71,0.49,0,149,267,739428
868,67.4,88.45,21.96,98.65,14.97,18.43,86.06,52.07,15.44,6.68,0.81,1.5,2.42,0.12,1.84,8.76,8.87,12.79,8.06,5.99,5.53,1.27,17.05,4.84,1.84,1.27,1.61,3,7.6,6.68,0.92,0,0.35,0.23,13.48,0,0.46,0,0.92,11.52,1.96,1.73,1.73,1.96,1.84,3.34,1.61,0.23,1.15,0.23,0.69,0.12,0.12,0.23,0,10.83,3.69,1.96,3.69,2.53,0.35,6.57,8.18,0.69,12.1,2.3,6.8,3.11,1.96,1.5,0,0.81,0.23,0.23,2.07,0,1.04,0.58,0.46,0,23.04,8.06,6.8,0.58,0.58,0.12,0.23,0.23,2.07,3,1.38,0,174,266,2066733
2975,28.49,52.69,78.73,55.56,13.28,14.15,91.9,58.69,22.86,17.41,11.46,0.97,1.71,2.12,1.14,5.45,5.51,11.83,9.18,4.91,8.27,1.04,21.14,4.07,1.82,1.92,1.45,1.92,4.47,2.99,1.41,0.27,0.4,0.2,13.18,0.97,0.34,1.61,1.65,9.51,2.18,1.41,1.14,1.45,1.34,2.55,3.33,1.04,1.82,0.34,1.51,0.4,0.61,0.3,0.13,8.03,2.79,1.71,2.82,0.94,0.5,9.95,9.31,1.08,12.84,3.13,5.45,4.37,3.6,1.88,0.57,0.71,0.24,0.34,0.5,0.13,0,0.07,0.13,0.13,22.69,7.9,9.31,0,0,0.4,0,0.1,1.75,2.45,0.74,0.03,189,1075,674090
2870,53.21,83.63,44.53,87.73,16.03,15.89,86.69,53.97,14.08,7.21,0.8,2.23,2.37,0.45,1.36,6.76,7.77,11.85,9.3,6.2,8.36,1.5,17.63,3.87,2.2,1.85,3,2.2,4.7,4.15,0.52,0,0.17,0.14,10.42,0.03,0.24,0,0.52,10.03,1.32,1.95,1.39,1.53,1.99,2.93,2.58,0.98,1.5,0.1,0.59,0.1,0.14,0,0.07,9.37,4.08,1.74,2.47,2.51,0.1,8.5,7.25,1.18,16.97,2.54,8.47,6.24,1.81,4.46,0.14,1.67,0.21,0.07,0.14,0,0,0.03,0.1,0,21.22,6.34,7.63,0.31,0.17,0.7,0.1,0.45,1.32,2.51,1.67,0,90,1019,567000
818,44.23,64.32,62.94,60.53,13.86,15.89,84.35,51.83,13.33,5.13,1.1,0.49,2.57,0,0.98,8.19,5.87,12.1,10.39,8.07,7.95,1.22,17.6,3.91,2.93,2.2,5.01,4.28,2.57,2.2,0.37,0.12,0,0,6.11,0,0.24,0,0,11.37,2.2,2.57,1.34,2.08,1.22,3.18,1.47,1.1,0.12,0.24,0.73,0.24,0.61,0,0,8.31,1.22,2.08,1.71,1.83,2.32,1.59,14.55,0.86,17.85,2.44,9.05,6.97,1.22,0.24,0.24,1.71,0,0.12,0.37,0,0,0.12,0.24,0,23.96,7.58,8.8,0.37,0,1.1,0,0.49,0.73,3.79,0.73,0.37,210,266,575346
1078,57.58,61.69,58.33,85.69,19.25,12.99,87.76,56.4,16.7,8.81,3.71,2.78,2.13,0,0.19,7.88,7.7,14.19,6.86,6.4,9.74,0.46,14.29,5.57,3.71,1.39,1.95,4.36,5.1,4.27,0.83,0.09,0.09,0.28,6.03,0.09,0,0,0.09,11.5,1.3,2.41,2.23,3.06,1.39,3.53,1.76,0.74,0.46,0.46,1.58,0,0.65,0.09,0.83,7.42,2.88,1.67,1.86,1.58,0.09,1.21,11.87,1.02,15.96,2.78,8.16,5.47,1.58,0.28,2.04,0.28,0.09,0,0.46,0.28,0,0,0.19,0,16.14,5.38,5.84,0.19,0.09,0.56,0,1.21,0.19,1.76,0.93,0,140,373,766536
