,Source (B)
1739,"https://www.ted.com/talks/rishi_manchanda_what_makes_us_get_sick_look_upstream
"
1743,"https://www.ted.com/talks/antonio_donato_nobre_the_magic_of_the_amazon_a_river_that_flows_invisibly_all_around_us
"
1751,"https://www.ted.com/talks/gail_reed_where_to_train_the_world_s_doctors_cuba
"
1755,"https://www.ted.com/talks/meaghan_ramsey_why_thinking_you_re_ugly_is_bad_for_you
"
1758,"https://www.ted.com/talks/glenn_greenwald_why_privacy_matters
"
1761,"https://www.ted.com/talks/jorge_soto_the_future_of_early_cancer_detection
"
1764,"https://www.ted.com/talks/susan_etlinger_what_do_we_do_with_all_this_big_data
"
1773,"https://www.ted.com/talks/jeremy_heimans_what_new_power_looks_like
"
1775,"https://www.ted.com/talks/ameenah_gurib_fakim_humble_plants_that_hide_surprising_secrets
"
1778,"https://www.ted.com/talks/haas_hahn_how_painting_can_transform_communities
"
1779,"https://www.ted.com/talks/ramanan_laxminarayan_the_coming_crisis_in_antibiotics
"
1782,"https://www.ted.com/talks/leana_wen_what_your_doctor_won_t_disclose
"
1797,"https://www.ted.com/talks/jose_miguel_sokoloff_how_christmas_lights_helped_guerrillas_put_down_their_guns
"
1799,"https://www.ted.com/talks/thomas_hellum_the_world_s_most_boring_television_and_why_it_s_hilariously_addictive
"
1809,"https://www.ted.com/talks/asha_de_vos_why_you_should_care_about_whale_poo
"
1822,"https://www.ted.com/talks/miguel_nicolelis_brain_to_brain_communication_has_arrived_how_we_did_it
"
1828,"https://www.ted.com/talks/ben_ambridge_10_myths_about_psychology_debunked
"
1829,"https://www.ted.com/talks/tom_wujec_got_a_wicked_problem_first_tell_me_how_you_make_toast
"
1837,"https://www.ted.com/talks/laura_boushnak_for_these_women_reading_is_a_daring_act
"
1848,"https://www.ted.com/talks/andy_yen_think_your_email_s_private_think_again
"
1865,"https://www.ted.com/talks/alison_killing_there_s_a_better_way_to_die_and_architecture_can_help
"
1869,"https://www.ted.com/talks/bill_gates_the_next_disaster_we_re_not_ready
"
1872,"https://www.ted.com/talks/dan_ariely_how_equal_do_we_want_the_world_to_be_you_d_be_surprised
"
1889,"https://www.ted.com/talks/abe_davis_new_video_technology_that_reveals_an_object_s_hidden_properties
"
1899,"https://www.ted.com/talks/steven_wise_chimps_have_feelings_and_thoughts_they_should_also_have_rights
"
1900,"https://www.ted.com/talks/esther_perel_rethinking_infidelity_a_talk_for_anyone_who_has_ever_loved
"
1907,"https://www.ted.com/talks/laura_schulz_the_surprisingly_logical_minds_of_babies
"
1913,"https://www.ted.com/talks/donald_hoffman_do_we_see_reality_as_it_is
"
1927,"https://www.ted.com/talks/gayle_tzemach_lemmon_meet_the_first_women_to_fight_on_the_front_lines_of_an_american_war
"
1928,"https://www.ted.com/talks/rajiv_maheswaran_the_math_behind_basketball_s_wildest_moves
"
1936,"https://www.ted.com/talks/marlene_zuk_what_we_learn_from_insects_kinky_sex_lives
"
1937,"https://www.ted.com/talks/jon_ronson_what_happens_when_online_shaming_spirals_out_of_control
"
1944,"https://www.ted.com/talks/matt_kenyon_how_i_snuck_a_memorial_for_iraqi_civilians_into_the_us_government
"
1949,"https://www.ted.com/talks/christopher_soghoian_a_brief_history_of_phone_wiretapping_and_how_to_avoid_it
"
1964,"https://www.ted.com/talks/mia_birdsong_the_story_we_tell_about_poverty_isn_t_true
"
1979,"https://www.ted.com/talks/neri_oxman_design_at_the_intersection_of_technology_and_biology
"
1980,"https://www.ted.com/talks/sandrine_thuret_you_can_grow_new_brain_cells_here_s_how
"
1983,"https://www.ted.com/talks/vijay_kumar_the_future_of_flying_robots
"
1986,"https://www.ted.com/talks/meklit_hadero_the_unexpected_beauty_of_everyday_sounds
"
1988,"https://www.ted.com/talks/jennifer_doudna_we_can_now_edit_our_dna_but_let_s_do_it_wisely
"
1991,"https://www.ted.com/talks/hilary_cottam_social_services_are_broken_how_we_can_fix_them
"
1992,"https://www.ted.com/talks/cesar_harada_how_i_teach_kids_to_love_science
"
1994,"https://www.ted.com/talks/mathias_jud_art_that_lets_you_talk_back_to_nsa_spies
"
1996,"https://www.ted.com/talks/nancy_lublin_the_heartbreaking_text_that_inspired_a_crisis_help_line
"
2002,"https://www.ted.com/talks/andreas_ekstrom_the_moral_bias_behind_your_search_results
"
2008,"https://www.ted.com/talks/carl_safina_what_are_animals_thinking_and_feeling
"
2011,"https://www.ted.com/talks/regina_hartley_why_the_best_hire_might_not_have_the_perfect_resume
"
2013,"https://www.ted.com/talks/kristen_marhaver_how_we_re_growing_baby_corals_to_rebuild_reefs
"
2023,"https://www.ted.com/talks/alison_killing_what_happens_when_a_city_runs_out_of_room_for_its_dead
"
2030,"https://www.ted.com/talks/sebastian_wernicke_how_to_use_data_to_make_a_hit_tv_show
"
2032,"https://www.ted.com/talks/david_sedlak_4_ways_we_can_avoid_a_catastrophic_drought
"
2034,"https://www.ted.com/talks/tim_harford_how_messy_problems_can_inspire_creativity
"
2037,"https://www.ted.com/talks/ole_scheeren_why_great_architecture_should_tell_a_story
"
2040,"https://www.ted.com/talks/oscar_schwartz_can_a_computer_write_poetry
"
2044,"https://www.ted.com/talks/david_gruber_glow_in_the_dark_sharks_and_other_stunning_sea_creatures
"
2045,"https://www.ted.com/talks/tania_simoncelli_should_you_be_able_to_patent_a_human_gene
"
2046,"https://www.ted.com/talks/auke_ijspeert_a_robot_that_runs_and_swims_like_a_salamander
"
2048,"https://www.ted.com/talks/linda_liukas_a_delightful_way_to_teach_kids_about_computers
"
2058,"https://www.ted.com/talks/jocelyne_bloch_the_brain_may_be_able_to_repair_itself_with_help
"
2070,"https://www.ted.com/talks/russ_altman_what_really_happens_when_you_mix_medications
"
2071,"https://www.ted.com/talks/alexander_betts_our_refugee_system_is_failing_here_s_how_we_can_fix_it
"
2073,"https://www.ted.com/talks/reshma_saujani_teach_girls_bravery_not_perfection
"
2084,"https://www.ted.com/talks/adam_foss_a_prosecutor_s_vision_for_a_better_justice_system
"
2091,"https://www.ted.com/talks/lisa_nip_how_humans_could_evolve_to_survive_in_space
"
2097,"https://www.ted.com/talks/tabetha_boyajian_the_most_mysterious_star_in_the_universe
"
2102,"https://www.ted.com/talks/paula_hammond_a_new_superweapon_in_the_fight_against_cancer
"
2104,"https://www.ted.com/talks/mary_norris_the_nit_picking_glory_of_the_new_yorker_s_comma_queen
"
2108,"https://www.ted.com/talks/juan_enriquez_we_can_reprogram_life_how_to_do_it_wisely
"
2112,"https://www.ted.com/talks/r_luke_dubois_insightful_human_portraits_made_from_data
"
2114,"https://www.ted.com/talks/michael_metcalfe_a_provocative_way_to_finance_the_fight_against_climate_change
"
2115,"https://www.ted.com/talks/riccardo_sabatini_how_to_read_the_genome_and_build_a_human_being
"
2116,"https://www.ted.com/talks/sarah_gray_how_my_son_s_short_life_made_a_lasting_difference
"
2117,"https://www.ted.com/talks/alice_rawsthorn_pirates_nurses_and_other_rebel_designers
"
2118,"https://www.ted.com/talks/dan_pallotta_the_dream_we_haven_t_dared_to_dream
"
2121,"https://www.ted.com/talks/jennifer_kahn_gene_editing_can_now_change_an_entire_species_forever
"
2123,"https://www.ted.com/talks/sanford_biggers_an_artist_s_unflinching_look_at_racial_violence
"
2126,"https://www.ted.com/talks/laura_indolfi_good_news_in_the_fight_against_pancreatic_cancer
"
2129,"https://www.ted.com/talks/trevor_timm_how_free_is_our_freedom_of_the_press
"
2142,"https://www.ted.com/talks/sajay_samuel_how_college_loans_exploit_students_for_profit
"
2144,"https://www.ted.com/talks/andrew_youn_3_reasons_why_we_can_win_the_fight_against_poverty
"
2155,"https://www.ted.com/talks/blaise_aguera_y_arcas_how_computers_are_learning_to_be_creative
"
2168,"https://www.ted.com/talks/lisa_dyson_a_forgotten_space_age_technology_could_change_how_we_grow_food
"
2169,"https://www.ted.com/talks/el_seed_a_project_of_peace_painted_across_50_buildings
"
2170,"https://www.ted.com/talks/gerard_ryle_how_the_panama_papers_journalists_broke_the_biggest_leak_in_history
"
2173,"https://www.ted.com/talks/anthony_goldbloom_the_jobs_we_ll_lose_to_machines_and_the_ones_we_won_t
"
2176,"https://www.ted.com/talks/ngozi_okonjo_iweala_how_africa_can_keep_rising
"
2187,"https://www.ted.com/talks/vanessa_ruiz_the_spellbinding_art_of_human_anatomy
"
2189,"https://www.ted.com/talks/christopher_bell_bring_on_the_female_superheroes
"
2195,"https://www.ted.com/talks/david_camarillo_why_helmets_don_t_prevent_concussions_and_what_might
"
2202,"https://www.ted.com/talks/eric_liu_there_s_no_such_thing_as_not_voting
"
2203,"https://www.ted.com/talks/david_burkus_why_you_should_know_how_much_your_coworkers_get_paid
"
2209,"https://www.ted.com/talks/oded_shoseyov_how_we_re_harnessing_nature_s_hidden_superpowers
"
2212,"https://www.ted.com/talks/ellen_jorgensen_what_you_need_to_know_about_crispr
"
2217,"https://www.ted.com/talks/john_mcwhorter_4_reasons_to_learn_a_new_language
"
2224,"https://www.ted.com/talks/todd_coleman_a_temporary_tattoo_that_brings_hospital_care_to_the_home
"
2227,"https://www.ted.com/talks/philippa_neave_the_unexpected_challenges_of_a_country_s_first_election
"
2231,"https://www.ted.com/talks/tasos_frantzolas_everything_you_hear_on_film_is_a_lie
"
2237,"https://www.ted.com/talks/tim_leberecht_4_ways_to_build_a_human_company_in_the_age_of_machines
"
2245,"https://www.ted.com/talks/bettina_warburg_how_the_blockchain_will_radically_transform_the_economy
"
2250,"https://www.ted.com/talks/juan_enriquez_what_will_humans_look_like_in_100_years
"
2252,"https://www.ted.com/talks/joe_lassiter_we_need_nuclear_power_to_solve_climate_change
"
2270,"https://www.ted.com/talks/sharon_brous_it_s_time_to_reclaim_and_reinvent_religion
"
2274,"https://www.ted.com/talks/sam_kass_want_to_teach_kids_well_feed_them_well
"
2277,"https://www.ted.com/talks/george_tulevski_the_next_step_in_nanotechnology
"
2284,"https://www.ted.com/talks/robb_willer_how_to_have_better_political_conversations
"
2295,"https://www.ted.com/talks/maurice_conti_the_incredible_inventions_of_intuitive_ai
"
2305,"https://www.ted.com/talks/grady_booch_don_t_fear_superintelligence
"
2308,"https://www.ted.com/talks/jonathan_rossiter_a_robot_that_eats_pollution
"
2324,"https://www.ted.com/talks/peggy_orenstein_what_young_women_believe_about_their_own_sexual_pleasure
"
2327,"https://www.ted.com/talks/peter_weinstock_lifelike_simulations_that_make_real_life_surgery_safer
"
2333,"https://www.ted.com/talks/katie_hinde_what_we_don_t_know_about_mother_s_milk
"
2341,"https://www.ted.com/talks/david_r_williams_how_racism_makes_us_sick
"
2346,"https://www.ted.com/talks/zubaida_bai_a_simple_birth_kit_for_mothers_in_the_developing_world
"
2347,"https://www.ted.com/talks/chimamanda_ngozi_adichie_we_should_all_be_feminists
"
2351,"https://www.ted.com/talks/david_casarett_a_doctor_s_case_for_medical_marijuana
"
2354,"https://www.ted.com/talks/siddhartha_roy_science_in_service_to_the_public_good
"
2360,"https://www.ted.com/talks/laura_galante_how_to_exploit_democracy
"
2368,"https://www.ted.com/talks/stuart_russell_how_ai_might_make_us_better_people
"
2375,"https://www.ted.com/talks/anthony_d_romero_this_is_what_democracy_looks_like
"
2381,"https://www.ted.com/talks/raj_panjabi_no_one_should_die_because_they_live_too_far_from_a_doctor
"
2386,"https://www.ted.com/talks/carina_morillo_to_understand_autism_don_t_look_away
"
2392,"https://www.ted.com/talks/sharon_terry_science_didn_t_understand_my_kids_rare_disease_until_i_decided_to_study_it
"
2398,"https://www.ted.com/talks/cheyenne_cochrane_a_celebration_of_natural_hair
"
2401,"https://www.ted.com/talks/rabbi_lord_jonathan_sacks_how_we_can_face_the_future_without_fear_together
"
2407,"https://www.ted.com/talks/tricia_wang_the_human_insights_missing_from_big_data
"
2408,"https://www.ted.com/talks/noah_feldman_hamilton_vs_madison_and_the_birth_of_american_partisanship
"
2412,"https://www.ted.com/talks/tristan_harris_the_manipulative_tricks_tech_companies_use_to_capture_your_attention
"
2413,"https://www.ted.com/talks/jennifer_pluznick_you_smell_with_your_body_not_just_your_nose
"
2419,"https://www.ted.com/talks/joseph_redmon_how_a_computer_learns_to_recognize_objects_instantly
"
2432,"https://www.ted.com/talks/susan_pinker_the_secret_to_living_longer_may_be_your_social_life
"
2434,"https://www.ted.com/talks/cathy_o_neil_the_era_of_blind_faith_in_big_data_must_end
"
2435,"https://www.ted.com/talks/iyad_rahwan_what_moral_decisions_should_driverless_cars_make
"
2438,"https://www.ted.com/talks/carolyn_bertozzi_what_the_sugar_coating_on_your_cells_is_trying_to_tell_you
"
2444,"https://www.ted.com/talks/jennifer_granick_how_the_us_government_spies_on_people_who_protest_including_you
"
2446,"https://www.ted.com/talks/chetan_bhatt_dare_to_refuse_the_origin_myths_that_claim_who_you_are
"
2454,"https://www.ted.com/talks/emily_esfahani_smith_there_s_more_to_life_than_being_happy
"
2457,"https://www.ted.com/talks/augie_picado_the_real_reason_manufacturing_jobs_are_disappearing
"
2461,"https://www.ted.com/talks/oluf_mi_taiwo_why_africa_must_become_a_center_of_knowledge_again
"
